step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss
0,0.0,0.0,40.0,0.0,0,1,
5000,0.0,0.0,40.0,0.0,125,4,0.0011890059104189277
10000,0.0,0.0,40.0,0.0,250,60,0.00010053229198092595
15000,0.0,0.0,40.0,0.0,375,64,2.1754551198682748e-05
20000,0.0,0.0,40.0,0.0,500,64,2.7057256374973804e-05
25000,0.0,0.0,40.0,0.0,625,64,4.490267201617826e-06
30000,0.0,0.0,40.0,0.0,750,64,8.066763825809176e-07
35000,0.0,0.0,40.0,0.0,875,64,8.572857836952608e-07
40000,0.0,0.0,40.0,0.0,1000,64,9.720242815092206e-07
45000,0.0,0.0,40.0,0.0,1125,64,6.405642807294498e-07
50000,0.0,0.0,40.0,0.0,1250,64,6.81462779539288e-08
55000,0.0,0.0,40.0,0.0,1375,64,6.156732723638925e-08
60000,0.0,0.0,40.0,0.0,1500,64,4.432211753169213e-08
65000,0.0,0.0,40.0,0.0,1625,64,9.546774037971772e-08
70000,0.0,0.0,40.0,0.0,1750,64,3.274588777912868e-07
75000,0.0,0.0,40.0,0.0,1875,64,9.594148053793106e-08
80000,0.0,0.0,40.0,0.0,2000,64,2.3244560054536123e-08
85000,0.0,0.0,40.0,0.0,2125,64,2.397629117467659e-08
90000,0.0,0.0,40.0,0.0,2250,64,4.907748163418546e-08
95000,0.0,0.0,40.0,0.0,2375,64,1.5099374195415294e-08
100000,0.0,0.0,40.0,0.0,2500,64,1.3867369474951374e-08
105000,0.0,0.0,40.0,0.0,2625,64,9.195366601488786e-08
110000,0.0,0.0,40.0,0.0,2750,64,1.6309384420765127e-07
115000,0.0,0.0,40.0,0.0,2875,64,1.8968828285892414e-08
120000,0.0,0.0,40.0,0.0,3000,64,5.2158277696889854e-08
125000,0.0,0.0,40.0,0.0,3125,64,2.278196475913319e-08
130000,0.0,0.0,40.0,0.0,3250,64,2.1803625571692464e-08
135000,0.0,0.0,40.0,0.0,3375,64,6.261305429688946e-08
140000,0.0,0.0,40.0,0.0,3500,64,2.4896223749237834e-08
145000,0.0,0.0,40.0,0.0,3625,64,1.800225035708536e-08
150000,0.0,0.0,40.0,0.0,3750,66,2.315461777868677e-08
155000,0.0,0.0,40.0,0.0,3875,66,1.8927647715827334e-07
160000,0.0,0.0,40.0,0.0,4000,66,3.5840066914261115e-08
165000,0.0,0.0,40.0,0.0,4125,66,6.092080440112113e-08
170000,0.0,0.0,40.0,0.0,4250,66,4.377379170250606e-08
175000,0.0,0.0,40.0,0.0,4375,66,3.140601378959218e-08
180000,0.0,0.0,40.0,0.0,4500,66,4.97072338845328e-09
185000,0.0,0.0,40.0,0.0,4625,66,2.0809563849866208e-08
190000,0.0,0.0,40.0,0.0,4750,68,2.088885153739284e-08
195000,0.0,0.0,40.0,0.0,4875,68,2.9456524330839784e-08
200000,0.0,0.0,40.0,0.0,5000,68,1.964334117587896e-08
205000,0.0,0.0,40.0,0.0,5125,68,1.611967448411633e-08
210000,0.0,0.0,40.0,0.0,5250,68,6.707967070695986e-09
215000,0.0,0.0,40.0,0.0,5375,68,9.667849631966874e-09
220000,0.0,0.0,40.0,0.0,5500,68,3.754859179139203e-08
225000,0.0,0.0,40.0,0.0,5625,68,2.2944778521605258e-08
230000,0.0,0.0,40.0,0.0,5750,68,6.311784428447709e-09
235000,0.0,0.0,40.0,0.0,5875,68,3.6351289622871263e-07
240000,0.0,0.0,40.0,0.0,6000,68,2.5355042510000203e-09
245000,0.0,0.0,40.0,0.0,6125,68,8.010909269273725e-09
250000,0.0,0.0,40.0,0.0,6250,68,1.2332904475442774e-08
255000,0.0,0.0,40.0,0.0,6375,68,3.73323949531823e-08
260000,0.0,0.0,40.0,0.0,6500,68,1.4318789709477642e-08
265000,0.0,0.0,40.0,0.0,6625,68,7.795156875545217e-08
270000,0.0,0.0,40.0,0.0,6750,68,5.106838951718373e-09
275000,0.0,0.0,40.0,0.0,6875,68,1.1083294282343559e-07
280000,0.0,0.0,40.0,0.0,7000,68,8.976194010301697e-09
285000,0.0,0.0,40.0,0.0,7125,68,4.185391144773121e-09
290000,0.0,0.0,40.0,0.0,7250,68,3.612933063834589e-09
295000,0.0,0.0,40.0,0.0,7375,68,2.462132187019961e-08
300000,0.0,0.0,40.0,0.0,7500,68,2.4691382272123974e-09
305000,0.0,0.0,40.0,0.0,7625,68,3.754419886092819e-09
310000,0.0,0.0,40.0,0.0,7750,68,1.1005427680288449e-08
315000,0.0,0.0,40.0,0.0,7875,68,6.774980221280202e-08
320000,0.0,0.0,40.0,0.0,8000,68,6.660187512608218e-09
325000,0.0,0.0,40.0,0.0,8125,68,8.667220896541039e-08
330000,0.0,0.0,40.0,0.0,8250,68,1.3275566423942564e-08
335000,0.0,0.0,40.0,0.0,8375,68,3.7494873872390144e-09
