step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,0.0,62,16,6.009513526805677e-07,0.05,0.0003239159843396272,14.0
10000,0.0,0.0,0.0,125,16,4.3734522137128806e-07,0.05,0.000562078084587833,14.0
15000,0.0,0.0,0.0,187,16,6.971685593271104e-07,0.05,0.00039125700613182595,16.0
20000,0.0,0.0,0.0,250,16,3.2080939149636833e-07,0.05,0.0003359285743397408,19.0
25000,0.0,0.0,0.0,312,16,2.289322083015577e-07,0.05,0.00021768059011784873,19.0
30000,0.0,0.0,0.0,375,16,4.6938524178585794e-07,0.05,0.0002202719138862933,19.0
35000,0.0,0.0,0.0,437,16,1.5360925544882775e-06,0.05,0.00031162347636877604,19.0
40000,0.0,0.0,0.0,500,19,1.2439721785995062e-06,0.05,0.00031301142044678094,23.0
45000,0.0,0.0,0.0,562,30,3.9697562215224025e-07,0.05,0.0006673548027570141,35.0
50000,0.0,0.0,0.0,625,33,3.421258156777185e-07,0.05,0.00018733596118549733,38.0
55000,0.0,0.0,0.0,687,40,2.74903982244723e-07,0.05,0.0004078022881139097,47.0
60000,0.0,0.0,0.0,750,40,2.6061528046739113e-07,0.05,0.0002781209362695903,50.0
65000,0.0,0.0,0.0,812,48,4.1037151277123485e-07,0.05,0.0003933749853162836,59.0
70000,0.0,0.0,0.0,875,48,4.0366234088651254e-07,0.05,0.00027913001244532563,59.0
75000,0.0,0.0,0.0,937,51,1.5594690694342717e-07,0.05,0.0003363963882179977,62.0
80000,0.0,0.0,0.0,1000,52,3.4981684393642354e-07,0.05,0.00032450533594688294,66.0
85000,0.0,0.0,0.0,1062,53,6.187324288475793e-07,0.05,0.000538065908451311,67.0
90000,0.0,0.0,0.0,1125,54,1.8528461396272178e-06,0.05,0.0002339128764392328,68.0
95000,0.0,0.0,0.0,1187,54,1.7046227185346652e-07,0.05,0.0003004312946487524,68.0
100000,0.0,0.0,0.0,1250,56,1.2611380384441873e-07,0.05,0.0006319887977095656,79.0
105000,0.0,0.0,0.0,1312,56,7.09704806922673e-07,0.05,0.00028388778292731887,81.0
110000,0.0,0.0,0.0,1375,56,3.246996811867575e-06,0.05,0.00026418301075304177,81.0
115000,0.0,0.0,0.0,1437,56,1.2460270681913244e-06,0.05,0.00021630348276488703,81.0
120000,0.0,0.0,0.0,1500,56,3.453365025052335e-06,0.05,0.00025569206857481257,81.0
125000,0.0,0.0,0.0,1562,56,5.680742560798535e-07,0.05,0.0002644882262421702,81.0
130000,0.0,0.0,0.0,1625,56,6.456148753386515e-07,0.05,0.00038766130818020594,82.0
135000,0.0,0.0,0.0,1687,56,2.2064898530516075e-06,0.05,0.0005748338192325712,83.0
140000,0.0,0.0,0.0,1750,56,5.053400400356622e-07,0.05,0.00027241753230404053,83.0
145000,0.0,0.0,0.0,1812,69,5.082472398498794e-07,0.05,0.0006156116617834374,99.0
150000,0.0,0.0,0.0,1875,82,6.42269185391342e-07,0.05,0.0013888759403207125,116.0
155000,0.0,0.0,0.0,1937,82,1.5809795286259032e-06,0.05,0.0001790294158704731,116.0
160000,0.0,0.0,0.0,2000,94,1.0782611070681014e-07,0.05,0.0006094651415255229,127.0
165000,0.0,0.0,0.0,2062,96,3.3159008694383374e-07,0.05,0.0003220476809978517,132.0
170000,0.0,0.0,0.0,2125,112,9.590904710421455e-07,0.05,0.0005911001030738076,147.0
175000,0.0,0.0,0.0,2187,114,2.625158117552928e-07,0.05,0.0007569342866786628,161.0
180000,0.0,0.0,0.0,2250,116,9.446732178730599e-07,0.05,0.0006327954232774087,169.0
185000,0.0,0.0,0.0,2312,116,3.032065706065623e-06,0.05,0.000613346261155666,169.0
190000,0.0,0.0,0.0,2375,119,3.9529570017293736e-07,0.05,0.0005889994685234335,177.0
195000,0.0,0.0,0.0,2437,122,4.567667133414943e-07,0.05,0.0004350990112089393,180.0
200000,0.0,0.0,0.0,2500,123,1.1775725283769134e-07,0.05,0.0004034384143274141,181.0
205000,0.0,0.0,0.0,2562,123,5.364065600588219e-07,0.05,0.0004122162680962782,181.0
210000,0.0,0.0,0.0,2625,126,4.952261178914341e-07,0.05,0.00038786223002085885,184.0
215000,0.0,0.0,0.0,2687,126,2.72741800699805e-07,0.05,0.00036619568183909954,185.0
220000,0.0,0.0,0.0,2750,130,1.1002764495060546e-06,0.05,0.0006266507932998342,192.0
225000,0.0,0.0,0.0,2812,130,3.567029125406407e-07,0.05,0.00034143844644168777,193.0
230000,0.0,0.0,0.0,2875,130,5.340029360922927e-07,0.05,0.00019357763844780472,193.0
235000,0.0,0.0,0.0,2937,130,5.845421355843428e-07,0.05,0.0002502651176243039,193.0
240000,0.0,0.0,0.0,3000,130,3.3608714034016884e-07,0.05,0.00027051353408477245,194.0
245000,0.0,0.0,0.0,3062,130,1.2107317104437243e-07,0.05,0.00026135416682418445,194.0
250000,0.0,0.0,0.0,3125,130,3.466199984814011e-07,0.05,0.00030337751517565313,195.0
255000,0.0,0.0,0.0,3187,132,7.527532943640836e-07,0.05,0.0005716855458591858,202.0
260000,0.0,0.0,0.0,3250,132,2.094494675475289e-06,0.05,0.00028238234637551136,205.0
265000,0.0,0.0,0.0,3312,132,1.5003665794210974e-06,0.05,0.0003217141105427501,209.0
270000,0.0,0.0,0.0,3375,132,1.2387635024424526e-06,0.05,0.00026313685081627135,209.0
275000,0.0,0.0,0.0,3438,134,1.9681249341374496e-06,0.05,0.00018777348047957008,211.0
280000,0.0,0.0,0.053875000000000006,3501,135,2.2599346038987278e-07,0.05,0.00040557406138994723,212.0
285000,0.0,0.0,0.0,3564,135,3.84411663389983e-07,0.05,0.0004119445868560763,214.0
290000,0.0,0.0,0.0465625,3629,135,4.222634743200615e-06,0.05,0.0002974518475701109,216.0
295000,0.0,0.0,0.0925625,3693,135,1.882573315015179e-06,0.05,0.00016018183885220877,216.0
300000,0.0,0.0,0.0,3758,135,7.579303201055154e-06,0.05,0.00014805983946443012,220.0
305000,0.0,0.0,0.0,3823,135,7.105695203790674e-06,0.05,0.00018029111418410172,220.0
