step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
310000,0.74125,0.0,0.25925,3906,136,2.825514820870012e-05,0.05,0.00016009884561676784,221.0
315000,0.0,0.0,0.1234375,3982,136,1.9396267816773616e-05,0.05,0.00029607919577577643,221.0
320000,0.0,0.0,0.3193125,4084,136,5.1471539336489514e-05,0.05,0.00024106417011578697,221.0
325000,0.0,0.0,0.5030625,4177,137,5.7860175729729235e-05,0.05,0.0003752308232613892,222.0
330000,0.0,0.0,0.1639375,4259,137,0.00012092274118913338,0.05,0.00021410355279391518,222.0
335000,0.0,0.0,0.0,4324,143,4.120092489756644e-05,0.05,0.0002477529819179457,228.0
340000,0.0,0.0,0.0,4386,143,8.576074833399616e-06,0.05,0.00019425583889502154,228.0
345000,0.0,0.0,0.0,4449,143,1.1507206181704532e-05,0.05,0.0001486257029163751,228.0
350000,0.0,0.0,0.0,4511,143,7.233091764646815e-06,0.05,0.00017348642984010116,228.0
355000,0.0,0.0,0.0,4574,143,8.721908670850098e-06,0.05,0.00015548822695774853,228.0
360000,0.0,0.0,0.0,4636,143,8.938897735788487e-06,0.05,0.00013019600603197867,228.0
365000,0.0,0.0,0.0,4699,143,0.0013095603790134192,0.05,0.00013521801971306873,229.0
370000,0.0,0.0,0.0,4764,143,7.490325515391305e-06,0.05,0.00012007089915260024,229.0
375000,0.0,0.0,0.013999999999999995,4827,143,5.360260274756001e-06,0.05,0.00012016403184151984,229.0
380000,0.0,0.0,0.21325000000000002,4906,143,1.3320169273356441e-05,0.05,0.00015563827409274982,229.0
385000,0.74125,0.0,0.6833125000000001,4997,143,1.0330572877137456e-06,0.05,0.00014759115277852852,229.0
390000,0.0,0.0,0.034187499999999996,5062,143,8.930152034736238e-06,0.05,0.00019762075108739575,229.0
395000,0.0,0.0,0.0,5125,143,4.781820734933717e-06,0.05,0.0001813853294341667,229.0
