step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,0.0,10,32,7.877782991272397e-06,0.05,0.0009901356520631804,38.0
10000,0.0,0.0,0.0,20,69,1.5737178955532727e-06,0.05,0.0013059593870608697,102.0
15000,0.0,0.0,0.0,30,70,4.423564519129286e-07,0.05,0.0013509321907416378,126.0
20000,0.0,0.0,0.0,40,70,2.703778591239825e-06,0.05,0.001232288431879542,186.0
25000,0.0,0.0,0.0,51,70,2.3746547412883956e-06,0.05,0.0007150442401660233,204.0
30000,0.0,0.0,0.0,61,70,1.1975197367064538e-06,0.05,0.00039126228111156244,209.0
35000,0.0,0.0,0.0,71,70,1.8494464484319906e-06,0.05,0.0010031961138317765,225.0
40000,0.0,0.0,0.0,81,70,1.0765284059743863e-06,0.05,0.0013045534970631044,242.0
45000,0.0,0.0,0.0,91,70,3.4621716622496024e-06,0.05,0.0009604325031950827,262.0
50000,0.0,0.0,0.0,102,70,2.176028829126153e-06,0.05,0.0006925406833051479,269.0
55000,0.0,0.0,0.0,112,70,1.213407358591212e-06,0.05,0.0009344490840060501,306.0
60000,0.0,0.0,0.0,122,70,2.026574748015264e-06,0.05,0.0012053244304537623,333.0
65000,0.0,0.0,0.0,132,70,1.4508789263345534e-06,0.05,0.0006808507307124524,338.0
70000,0.0,0.0,0.0,142,70,1.2197851901873946e-06,0.05,0.0010187824447895869,365.0
75000,0.0,0.0,0.0,153,70,3.404208200663561e-06,0.05,0.0009219661186621753,371.0
80000,0.0,0.0,0.0,163,74,6.007423962728353e-07,0.05,0.00034514005285547354,382.0
85000,0.0,0.0,0.0,173,75,1.3336926940610283e-06,0.05,0.0007338576136835018,404.0
90000,0.0,0.0,0.0,183,75,1.2128314210713143e-06,0.05,0.0007428734768205765,407.0
95000,0.0,0.0,0.027408163265306117,194,75,9.100862143895938e-07,0.05,0.0005075186079791052,411.0
100000,0.0,0.0,0.027408163265306117,204,75,1.522372826912033e-06,0.05,0.0002924833143121561,414.0
105000,0.0,0.0,0.0,214,75,4.3649788494803943e-07,0.05,0.0005282864358187998,418.0
110000,0.0,0.0,0.0,224,75,1.4710981304233428e-06,0.05,0.0007765788974373939,430.0
115000,0.0,0.0,0.0,235,75,1.945372059708461e-05,0.05,0.0005302272927644201,441.0
120000,0.0,0.0,0.06376530612244898,246,75,8.745710147195496e-07,0.05,0.0003688888493426693,443.0
125000,0.0,0.0,0.2691734693877551,261,78,2.63269362221763e-06,0.05,0.0004935358892682001,448.0
130000,0.0,0.0,0.40439795918367344,276,78,2.6496363716432825e-06,0.05,0.0002557742854218369,448.0
135000,0.0,0.0,0.0811734693877551,287,78,7.3729602263483685e-06,0.05,0.00038338714369813234,448.0
140000,0.0,0.0,0.0,297,78,1.141498978540767e-05,0.05,0.00019660927974247827,448.0
