step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss
0,0.0,0.0,0.0,0,1,
5000,0.0,0.0,0.0,7,96,0.0001630720216780901
10000,0.0,0.0,0.0,15,96,0.00018562257173471153
15000,0.0,0.0,0.0,23,96,2.419896009087097e-05
20000,0.0,0.0,0.0,31,96,1.3138422900738078e-06
25000,0.0,0.0,0.0,39,100,1.6822980342112714e-06
30000,0.0,0.0,0.0,46,100,2.806858105941501e-07
35000,0.0,0.0,0.0,54,100,9.129919220640659e-08
40000,0.0,0.0,0.0,62,100,8.120251493437536e-08
45000,0.0,0.0,0.0,70,100,2.223293336101051e-07
50000,0.0,0.0,0.0,78,100,4.926055297005405e-08
55000,0.0,0.0,0.0,85,100,1.1522284637521807e-07
60000,0.0,0.0,0.0,93,100,3.21577289241759e-08
65000,0.0,0.0,0.0,101,100,2.415467008631822e-07
70000,0.0,0.0,0.0,109,100,2.0272745260285774e-08
75000,0.0,0.0,0.0,117,100,3.1988474091804164e-08
80000,0.0,0.0,0.0,125,100,7.216227260187225e-08
85000,0.0,0.0,0.0,132,100,1.1294015500595833e-08
90000,0.0,0.0,0.0,140,100,6.794870444082335e-09
95000,0.0,0.0,0.0,148,100,1.4127305547617652e-08
100000,0.0,0.0,0.0,156,100,4.0935567824362806e-08
105000,0.0,0.0,0.0,164,100,1.6170734085108052e-08
110000,0.0,0.0,0.0,171,100,3.033158435528094e-08
115000,0.0,0.0,0.0,179,100,1.3436491919094351e-08
120000,0.0,0.0,0.0,187,100,2.2140699940109698e-08
125000,0.0,0.0,0.0,195,100,4.7433147187803115e-08
130000,0.0,0.0,0.0,203,100,4.318837909522699e-08
135000,0.0,0.0,0.0,210,100,1.7159676346523156e-08
140000,0.0,0.0,0.0,218,100,3.517450863910199e-08
145000,0.0,0.0,0.0,226,100,1.17600702509435e-08
150000,0.0,0.0,0.0,234,100,5.626524668400634e-08
155000,0.0,0.0,0.0,242,100,1.015493644729304e-08
160000,0.0,0.0,0.0,250,100,4.2192723981315794e-08
165000,0.0,0.0,0.0,257,100,1.3402026155517888e-08
170000,0.0,0.0,0.0,265,100,1.4229915912267188e-08
175000,0.0,0.0,0.0,273,100,2.763936635119535e-08
180000,0.0,0.0,0.0,281,100,4.8018964804441566e-08
185000,0.0,0.0,0.0,289,100,4.9489308651118336e-08
190000,0.0,0.0,0.0,296,104,8.089569014657627e-09
195000,0.0,0.0,0.0,304,104,7.721870076693449e-08
200000,0.0,0.0,0.0,312,104,4.759891325534227e-08
205000,0.0,0.0,0.0,320,104,1.2753151423794407e-08
210000,0.0,0.0,0.0,328,104,1.6752485620941115e-08
215000,0.0,0.0,0.0,335,104,1.4630570888130023e-07
220000,0.0,0.0,0.0,343,104,9.581151871884686e-09
225000,0.0,0.0,0.0,351,104,3.848761309654947e-08
230000,0.0,0.0,0.0,359,107,7.1418084779395485e-09
235000,0.0,0.0,0.0,367,107,1.9121445760106326e-08
240000,0.0,0.0,0.0,375,107,5.673741032552471e-09
245000,0.0,0.0,0.032984374999999996,383,107,8.798433093204494e-09
250000,0.0,0.0,0.032984374999999996,391,107,1.4065951958741607e-08
255000,0.0,0.0,0.0,399,107,3.0803970485493437e-09
260000,0.0,0.0,0.0,406,107,3.797588021825504e-08
265000,0.0,0.0,0.0,414,107,3.71834794066217e-08
270000,0.0,0.0,0.0,422,107,7.822953840275204e-09
275000,0.0,0.0,0.0,430,107,1.9383652460902567e-09
280000,0.0,0.0,0.0,438,107,4.169249390173491e-09
285000,0.0,0.0,0.0,445,107,3.8583820582971384e-08
290000,0.0,0.0,0.0,453,107,4.232705563822492e-08
295000,0.0,0.0,0.0,461,107,1.2843797136952162e-08
300000,0.0,0.0,0.0,469,107,2.321391789905647e-08
305000,0.0,0.0,0.0,477,107,1.7377308481059117e-08
310000,0.0,0.0,0.0,484,107,4.560249067253608e-09
315000,0.0,0.0,0.0,492,107,2.140642507697521e-08
320000,0.0,0.0,0.0,500,107,1.3095394102435876e-08
325000,0.0,0.0,0.0,508,107,2.6980959688671646e-09
330000,0.0,0.0,0.0,516,107,6.1990368394049256e-09
335000,0.0,0.0,0.0,524,107,1.2908029312086455e-08
340000,0.0,0.0,0.0,531,107,1.7143043651302037e-09
345000,0.0,0.0,0.0,539,107,1.256266557447816e-07
350000,0.0,0.0,0.0,547,107,3.1067575179122286e-09
355000,0.0,0.0,0.0,555,107,2.807765930867845e-08
360000,0.0,0.0,0.0,563,107,1.2658693648859298e-08
365000,0.0,0.0,0.0,570,107,1.306342056750509e-08
370000,0.0,0.0,0.0,578,107,9.662521449627093e-09
375000,0.0,0.0,0.0,586,107,1.5360569705080707e-08
380000,0.0,0.0,0.0,594,107,1.0325856836246317e-09
385000,0.0,0.0,0.0,602,107,1.536020732828547e-08
390000,0.0,0.0,0.0,609,107,7.63266871928181e-09
395000,0.0,0.0,0.0,617,107,7.317216166313756e-09
