step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss
0,0.0,0.0,0.0,0,1,
5000,0.0,0.0,0.0,62,46,7.14764537406154e-05
10000,0.0,0.0,0.0,125,52,3.094972635153681e-05
15000,0.0,0.0,0.0,187,52,2.2921123672858812e-05
20000,0.0,0.0,0.0,250,52,9.960547686205246e-06
25000,0.0,0.0,0.0,312,52,3.4990152926184237e-06
30000,0.0,0.0,0.0,375,52,1.593774186403607e-06
35000,0.0,0.0,0.0,437,52,2.647665269250865e-07
40000,0.0,0.0,0.0,500,52,2.3710094865236897e-07
45000,0.0,0.0,0.0,562,52,2.986221261380706e-07
50000,0.0,0.0,0.0,625,52,5.386645511862298e-07
55000,0.0,0.0,0.0,687,52,1.2966054896423884e-07
60000,0.0,0.0,0.0,750,52,5.3250658993420075e-08
65000,0.0,0.0,0.0,812,52,1.5898555361104627e-08
70000,0.0,0.0,0.0,875,52,2.1672232008995707e-08
75000,0.0,0.0,0.0,937,52,1.992189879729267e-08
80000,0.0,0.0,0.0,1000,52,1.2569939755735504e-08
85000,0.0,0.0,0.0,1062,52,1.1874757177565698e-07
90000,0.0,0.0,0.0,1125,52,1.1403218991290487e-07
95000,0.0,0.0,0.0,1187,52,3.0697052011419146e-08
100000,0.0,0.0,0.0,1250,52,6.308227540330336e-08
105000,0.0,0.0,0.0,1312,52,1.8676541913009714e-07
110000,0.0,0.0,0.0,1375,52,8.941452911415126e-09
115000,0.0,0.0,0.0,1437,52,1.0106073311533237e-08
120000,0.0,0.0,0.0,1500,52,8.2007787227667e-08
125000,0.0,0.0,0.0,1562,52,1.1926360343750275e-07
130000,0.0,0.0,0.0,1625,52,1.117623238400256e-08
135000,0.0,0.0,0.0,1687,52,1.3552289956919594e-08
140000,0.0,0.0,0.0,1750,52,1.2764932222353309e-08
145000,0.0,0.0,0.0,1812,52,2.272224719490623e-08
150000,0.0,0.0,0.0,1875,52,2.0844430537181324e-07
155000,0.0,0.0,0.0,1937,52,3.4603978349423414e-08
160000,0.0,0.0,0.0,2000,52,1.8478990782000437e-08
165000,0.0,0.0,0.0,2062,52,1.6091666665829507e-08
170000,0.0,0.0,0.0,2125,52,3.450220020795314e-08
175000,0.0,0.0,0.0,2187,52,2.2902366225707738e-08
180000,0.0,0.0,0.0,2250,52,9.532165279324545e-08
185000,0.0,0.0,0.0,2312,52,2.6143798237399096e-08
190000,0.0,0.0,0.0,2375,52,1.9346614976711862e-08
195000,0.0,0.0,0.0,2437,52,9.309073512042687e-09
200000,0.0,0.0,0.0,2500,52,2.3211994104599398e-08
205000,0.0,0.0,0.0,2562,52,2.0347439289025715e-08
210000,0.0,0.0,0.0,2625,52,1.590864684430926e-08
215000,0.0,0.0,0.0,2687,52,7.197046070217539e-09
220000,0.0,0.0,0.0,2750,52,4.071119885651342e-09
225000,0.0,0.0,0.0,2812,52,1.5162210331709502e-07
230000,0.0,0.0,0.0,2875,52,1.87929605210968e-09
235000,0.0,0.0,0.0,2937,52,5.753541199027268e-09
240000,0.0,0.0,0.0,3000,52,9.912037413073449e-09
245000,0.0,0.0,0.0,3062,52,2.614206806583752e-08
250000,0.0,0.0,0.0,3125,52,1.2865676524143055e-08
255000,0.0,0.0,0.0,3187,52,1.606438360113316e-08
260000,0.0,0.0,0.0,3250,52,3.3032272472865998e-09
265000,0.0,0.0,0.0,3312,52,7.8114164026033e-09
270000,0.0,0.0,0.0,3375,52,2.8100378912654378e-08
275000,0.0,0.0,0.0,3437,52,2.9427788206248806e-08
280000,0.0,0.0,0.0,3500,52,5.8777049893876665e-09
285000,0.0,0.0,0.0,3562,52,2.236374641029215e-09
290000,0.0,0.0,0.0,3625,52,2.802342580210393e-09
295000,0.0,0.0,0.0,3687,52,7.102668675429413e-09
300000,0.0,0.0,0.0,3750,52,8.271432427875425e-09
305000,0.0,0.0,0.0,3812,52,2.5113076063121298e-09
310000,0.0,0.0,0.0,3875,52,1.6306611172467456e-08
315000,0.0,0.0,0.0,3937,52,2.2798918308808425e-09
320000,0.0,0.0,0.0,4000,52,7.609512131523388e-09
325000,0.0,0.0,0.0,4062,54,7.80152387136468e-09
330000,0.0,0.0,0.0,4125,54,5.886449550018824e-09
335000,0.0,0.0,0.0,4187,54,1.429510065875661e-09
340000,0.0,0.0,0.0,4250,54,1.3844561053133475e-08
345000,0.0,0.0,0.0,4312,54,2.5145283188976464e-08
350000,0.0,0.0,0.0,4375,54,4.841325562665588e-09
355000,0.0,0.0,0.0,4437,54,2.568716572781682e-09
360000,0.0,0.0,0.0,4500,54,8.080151303602179e-08
365000,0.0,0.0,0.0,4562,54,4.3794243786976494e-09
370000,0.0,0.0,0.0,4625,54,1.1439963643056217e-08
375000,0.0,0.0,0.0,4687,54,1.8170133841977076e-08
380000,0.0,0.0,0.0,4750,56,2.3091368817063085e-09
385000,0.0,0.0,0.0,4812,56,2.03317895852706e-08
390000,0.0,0.0,0.0,4875,56,1.8303396132068883e-08
395000,0.0,0.0,0.0,4937,56,1.9720191701821932e-08
