step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,temperature
0,0.0,0.0,1000.0,0.0,0,1,,0.1
5000,0.0,0.0,1000.0,0.0,5,100,1.0604483122733654e-06,0.08659643233600654
10000,0.0,0.0,1000.0,0.0,10,100,4.6841989842505427e-07,0.07498942093324559
15000,0.0,0.0,1000.0,0.0,15,147,3.2150975926015235e-07,0.06493816315762113
20000,0.0,0.0,1000.0,0.0,20,147,8.166606448867242e-07,0.05623413251903491
25000,0.0,0.0,1000.0,0.0,25,147,1.0717673859517163e-07,0.04869675251658631
30000,0.0,0.0,1000.0,0.0,30,147,1.2298730780457845e-06,0.042169650342858224
35000,0.0,0.0,1000.0,0.0,35,147,5.048629958537276e-08,0.036517412725483776
40000,0.0,0.0,1000.0,0.009544999999999998,40,198,1.523684147741733e-07,0.0316227766016838
45000,0.0,0.0,1000.0,0.009544999999999998,45,198,3.689384087124381e-08,0.027384196342643614
50000,0.0,0.0,1000.0,0.009544999999999998,50,198,2.5612271770114603e-07,0.023713737056616554
55000,0.0,0.0,1000.0,0.009544999999999998,55,199,1.1770845276259934e-06,0.020535250264571463
60000,0.0,0.0,1000.0,0.0,60,199,4.7765944088951073e-08,0.01778279410038923
65000,0.0,0.0,1000.0,0.0,65,199,2.2447993686114387e-08,0.01539926526059492
70000,0.0,0.0,1000.0,0.010354999999999998,70,213,3.1660601251815024e-08,0.01333521432163324
75000,0.0,0.0,1000.0,0.010354999999999998,75,213,2.251101847150494e-07,0.011547819846894583
80000,0.0,0.0,1000.0,0.010354999999999998,80,213,4.654546046367614e-06,0.010000000000000002
85000,0.0,0.0,1000.0,0.010354999999999998,85,213,3.5225429684260234e-08,0.008659643233600654
90000,0.0,0.0,1000.0,0.0,90,213,1.858563791756751e-08,0.007498942093324558
95000,0.0,0.0,1000.0,0.0,95,213,1.3791466635382221e-08,0.006493816315762114
100000,0.0,0.0,1000.0,0.026600000000000002,100,217,1.5097430150490254e-07,0.005623413251903492
105000,0.0,0.0,1000.0,0.026600000000000002,105,217,1.4051623864475005e-08,0.004869675251658632
110000,0.0,0.0,1000.0,0.026600000000000002,110,217,4.229107730679971e-08,0.004216965034285823
115000,0.0,0.0,1000.0,0.026600000000000002,115,217,4.253607244208979e-08,0.003651741272548377
120000,0.0,0.0,1000.0,0.02237,121,220,5.558806606131839e-07,0.0031622776601683794
125000,0.0,0.0,1000.0,0.02237,126,220,2.4139346521678817e-08,0.0027384196342643617
130000,0.0,0.0,1000.0,0.02237,131,220,2.359397655027351e-08,0.0023713737056616554
135000,0.0,0.0,1000.0,0.02237,136,220,5.933872557761788e-07,0.002053525026457146
140000,0.0,0.0,1000.0,0.0,141,220,3.492559983442334e-07,0.001778279410038923
145000,0.0,0.0,1000.0,0.0,146,220,2.673684207366023e-07,0.001539926526059492
150000,0.0,0.0,1000.0,0.005675000000000002,151,220,5.196170604904182e-07,0.001333521432163324
155000,0.0,0.0,1000.0,0.005675000000000002,156,220,2.114772087224992e-06,0.0011547819846894581
160000,0.0,0.0,1000.0,0.005675000000000002,161,220,6.084446368959107e-08,0.001
165000,0.0,0.0,1000.0,0.005675000000000002,166,220,1.592537017813811e-07,0.001
170000,0.0,0.0,1000.0,0.0,171,220,1.1782094588852488e-07,0.001
175000,0.0,0.0,1000.0,0.0,176,220,4.892138349532615e-06,0.001
180000,0.0,0.0,1000.0,0.0,181,220,8.90350193571976e-08,0.001
185000,0.0,0.0,1000.0,0.0,186,220,4.292813855499844e-07,0.001
190000,0.0,0.0,1000.0,0.0,191,220,7.966878001752775e-08,0.001
195000,0.0,0.0,1000.0,0.00509,196,220,2.0291825819640508e-07,0.001
200000,0.0,0.0,1000.0,0.042225,201,220,5.206461395346196e-08,0.001
205000,0.0,0.0,1000.0,0.08561,207,220,1.0120633220367381e-07,0.001
210000,0.0,0.0,1000.0,0.08561,212,220,2.0794334432139294e-07,0.001
215000,0.0,0.0,1000.0,0.05473,217,220,6.591992018911697e-08,0.001
220000,0.0,0.0,1000.0,0.043385,222,220,1.6455190632314043e-07,0.001
225000,0.0,0.0,1000.0,0.0,227,220,2.2898230156442878e-07,0.001
230000,0.0,0.0,1000.0,0.030830000000000003,233,220,3.39539028004765e-08,0.001
235000,0.0,0.0,1000.0,0.030830000000000003,238,220,9.843239467954845e-07,0.001
240000,0.0,0.0,1000.0,0.06904,243,220,1.624866285965254e-07,0.001
245000,0.0,0.0,1000.0,0.06904,248,220,6.175321232149145e-08,0.001
250000,0.0,0.0,1000.0,0.03821,253,220,8.065926522249356e-07,0.001
255000,0.0,0.0,1000.0,0.03821,258,220,5.171161205907993e-07,0.001
260000,0.0,0.0,1000.0,0.0,263,220,2.9151973990337865e-07,0.001
265000,0.0,0.0,1000.0,0.0,268,220,1.5427174560045387e-07,0.001
270000,0.0,0.0,1000.0,0.0,273,220,3.5755354588218324e-07,0.001
275000,0.0,0.0,1000.0,0.0,278,220,1.3563317224907223e-06,0.001
280000,0.0,0.0,1000.0,0.0,283,220,5.124233553033264e-07,0.001
285000,0.0,0.0,1000.0,0.0,288,220,4.376065305677912e-07,0.001
290000,0.0,0.0,1000.0,0.0,293,220,1.8703828175148374e-07,0.001
295000,0.0,0.0,1000.0,0.0,298,220,3.0484787316709117e-07,0.001
300000,0.0,0.0,1000.0,0.0,303,220,2.8405702323652804e-07,0.001
305000,0.0,0.0,1000.0,0.025744999999999997,309,220,1.1410936622269219e-06,0.001
310000,0.0,0.0,1000.0,0.025744999999999997,314,220,2.229010647170071e-07,0.001
315000,0.0,0.0,1000.0,0.025744999999999997,319,220,2.222848536348465e-07,0.001
320000,0.0,0.0,1000.0,0.025744999999999997,324,220,3.4050054864565027e-07,0.001
325000,0.0,0.0,1000.0,0.0,329,220,3.302934032944904e-07,0.001
330000,0.0,0.0,1000.0,0.0,334,220,2.3832888018660014e-07,0.001
335000,0.0,0.0,1000.0,0.0,339,220,1.6105660733956029e-06,0.001
340000,0.0,0.0,1000.0,0.0,344,220,3.3314609027002007e-07,0.001
345000,0.0,0.0,1000.0,0.0,349,220,2.2055594683934032e-07,0.001
350000,0.0,0.0,1000.0,0.0,354,220,4.4343289573589573e-07,0.001
355000,0.0,0.0,1000.0,0.0,359,220,1.290684963350941e-07,0.001
360000,0.0,0.0,1000.0,0.0,364,220,3.1266495170712005e-07,0.001
365000,0.0,0.0,1000.0,0.0,369,220,4.4956837541576533e-07,0.001
370000,0.0,0.0,1000.0,0.0,374,220,1.9773636950048967e-07,0.001
375000,0.0,0.0,1000.0,0.0,379,220,1.4481574339697545e-07,0.001
380000,0.0,0.0,1000.0,0.0,384,220,4.220364075990801e-07,0.001
385000,0.0,0.0,1000.0,0.05518000000000001,390,220,5.23678920671955e-07,0.001
390000,0.0,0.0,1000.0,0.05518000000000001,395,220,1.525926762724339e-07,0.001
395000,0.0,0.0,1000.0,0.05518000000000001,400,220,1.4421624427995994e-07,0.001
