step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,epsilon
0,0.0,0.0,1024.0,0.0,0,1,,1.0
5000,0.0,0.0,1024.0,0.0,4,455,3.698018645081902e-06,0.940625
10000,0.0,0.0,1024.0,0.051640624999999996,10,627,1.1199925893379259e-06,0.88125
15000,0.0,0.0,1024.0,0.0434375,15,743,2.79691647619984e-07,0.821875
20000,0.0,0.0,1024.0,0.034292763157894736,19,756,2.937278395620524e-06,0.7625
25000,0.0,0.0,1024.0,0.058046874999999984,25,761,1.4746726719749859e-06,0.703125
30000,0.0,0.0,1024.0,0.0795361328125,30,767,3.447984227022971e-06,0.64375
35000,0.0,0.0,1024.0,0.10431152343749997,36,768,2.7499393127072835e-06,0.5843750000000001
40000,0.0,0.0,1024.0,0.3547412109375,46,769,1.4993944205343723e-05,0.525
45000,0.0,0.0,1024.0,0.8218017578125,67,769,3.892504901159555e-05,0.46562500000000007
50000,0.0,0.0,1024.0,0.7362060546874999,85,775,4.039438863401301e-05,0.40625
55000,0.0,0.0,1024.0,0.764189453125,103,776,0.0024636315647512674,0.34687500000000004
60000,0.0,0.0,1024.0,0.7034326171874999,117,776,0.011696030385792255,0.2875000000000001
65000,0.0,0.0,1024.0,0.5694189453125,126,777,8.869759039953351e-05,0.22812500000000002
70000,0.0,0.0,1024.0,0.5164990234375,135,777,0.00012741227692458779,0.16875000000000007
75000,0.0,0.0,1024.0,0.45541503906249997,143,777,0.0001289283682126552,0.109375
80000,0.0,0.0,1024.0,0.4120068359375,149,777,0.00011413067113608122,0.050000000000000044
85000,0.0,0.0,1024.0,0.28841796875000003,154,777,0.00028132880106568336,0.050000000000000044
90000,0.0,0.0,1024.0,0.20113769531249998,160,777,0.00013865927758160979,0.050000000000000044
95000,0.0,0.0,1024.0,0.1908544921875,166,777,0.00018598414317239076,0.050000000000000044
100000,0.0,0.0,1024.0,0.18105468749999998,171,777,9.501934255240485e-05,0.050000000000000044
105000,0.0,0.0,1024.0,0.15087402343749998,177,777,0.0009060852462425828,0.050000000000000044
110000,0.0,0.0,1024.0,0.1672119140625,183,777,5.1772531151073053e-05,0.050000000000000044
115000,0.0,0.0,1024.0,0.20625,189,777,0.00012906250776723027,0.050000000000000044
120000,0.0,0.0,1024.0,0.190009765625,194,778,8.859879017109051e-06,0.050000000000000044
125000,0.0,0.0,1024.0,0.20458984375,200,778,1.4559351257048547e-05,0.050000000000000044
130000,0.0,0.0,1024.0,0.14923828125,205,778,2.0813786250073463e-05,0.050000000000000044
135000,0.0,0.0,1024.0,0.250126953125,213,778,3.986668525612913e-05,0.050000000000000044
140000,0.0,0.0,1024.0,0.6040722656249999,227,778,2.1347377696656622e-05,0.050000000000000044
145000,0.0,0.0,1024.0,0.6215966796875001,237,778,7.616945367772132e-05,0.050000000000000044
150000,0.0,0.0,1024.0,0.4561279296875001,242,778,3.5290697269374505e-05,0.050000000000000044
155000,0.0,0.0,1024.0,0.327978515625,247,778,0.0002734469308052212,0.050000000000000044
160000,0.0,0.0,1024.0,0.18923828125,252,778,0.00018276931950822473,0.050000000000000044
165000,0.0,0.0,1024.0,0.059804687499999995,257,778,2.028776907536667e-05,0.050000000000000044
170000,0.0,0.0,1024.0,0.115693359375,263,778,3.984106115240138e-06,0.050000000000000044
175000,0.0,0.0,1024.0,0.11763671875,269,778,1.4346889656735584e-05,0.050000000000000044
180000,0.0,0.0,1024.0,0.27381347656249994,277,778,6.416347787308041e-06,0.050000000000000044
185000,0.0,0.0,1024.0,0.41366210937500003,286,778,2.5904901121975854e-06,0.050000000000000044
190000,0.0,0.0,1024.0,0.694140625,300,778,3.2987156828312436e-06,0.050000000000000044
195000,0.0,0.0,1024.0,0.5999414062499999,309,778,7.666169040021487e-06,0.050000000000000044
