step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon
195000,0.0,0.0,0.0,3250,67,2.6253358598182785e-08,0.050000000000000044
200000,0.0,0.0,0.0,3333,67,1.3848334035060361e-08,0.050000000000000044
205000,0.0,0.0,0.0,3416,67,1.042754327329476e-09,0.050000000000000044
210000,0.0,0.0,0.0,3500,67,3.584695873470878e-10,0.050000000000000044
215000,0.0,0.0,0.0,3583,67,3.483170196716401e-09,0.050000000000000044
220000,0.0,0.0,0.0,3666,67,6.964940180154144e-09,0.050000000000000044
225000,0.0,0.0,0.0,3750,67,6.068662372626932e-08,0.050000000000000044
230000,0.0,0.0,0.0,3833,67,2.6066209191100143e-09,0.050000000000000044
235000,0.0,0.0,0.0,3916,67,3.861175268404793e-10,0.050000000000000044
240000,0.0,0.0,0.0,4000,67,2.852258984553657e-10,0.050000000000000044
245000,0.0,0.0,0.0,4083,67,1.4385217639301118e-07,0.050000000000000044
250000,0.0,0.0,0.0,4166,67,4.212117321600317e-10,0.050000000000000044
255000,0.0,0.0,0.0,4250,67,2.346804139907732e-10,0.050000000000000044
260000,0.0,0.0,0.0,4333,67,3.007200710669622e-09,0.050000000000000044
265000,0.0,0.0,0.0,4416,67,1.0340762202076803e-07,0.050000000000000044
270000,0.0,0.0,0.0,4500,67,8.403409079704716e-10,0.050000000000000044
275000,0.0,0.0,0.0,4583,67,7.013739034000821e-10,0.050000000000000044
280000,0.0,0.0,0.0,4666,67,4.853212942634855e-09,0.050000000000000044
285000,0.0,0.0,0.0,4750,67,5.407871483953386e-09,0.050000000000000044
290000,0.0,0.0,0.0,4833,67,8.918541460900542e-09,0.050000000000000044
295000,0.0,0.0,0.0,4916,67,8.772967241554852e-09,0.050000000000000044
300000,0.0,0.0,0.0,5000,67,3.573837004111624e-09,0.050000000000000044
305000,0.0,0.0,0.0,5083,67,8.89862017405818e-10,0.050000000000000044
310000,0.0,0.0,0.0,5166,67,1.0481688406116518e-08,0.050000000000000044
315000,0.0,0.0,0.0,5250,67,8.212619917458142e-09,0.050000000000000044
320000,0.0,0.0,0.0,5333,67,7.255934519889706e-08,0.050000000000000044
325000,0.0,0.0,0.0,5416,67,1.5461472380184915e-10,0.050000000000000044
330000,0.0,0.0,0.0,5500,67,2.050292435828993e-10,0.050000000000000044
335000,0.0,0.0,0.0,5583,67,8.702942810856484e-10,0.050000000000000044
340000,0.0,0.0,0.0,5666,67,5.4719397013514026e-08,0.050000000000000044
345000,0.0,0.0,0.0,5750,67,6.765555893295527e-10,0.050000000000000044
350000,0.0,0.0,0.0,5833,67,5.4586886122365286e-09,0.050000000000000044
355000,0.0,0.0,0.0,5916,67,2.0986156812341505e-08,0.050000000000000044
360000,0.0,0.0,0.0,6000,67,8.417798680326882e-10,0.050000000000000044
365000,0.0,0.0,0.0,6083,67,3.8158962101242366e-10,0.050000000000000044
370000,0.0,0.0,0.0,6166,67,1.3806910281743967e-08,0.050000000000000044
375000,0.0,0.0,0.0,6250,67,2.2610663563682465e-07,0.050000000000000044
380000,0.0,0.0,0.0,6333,67,2.7525666190797438e-09,0.050000000000000044
385000,0.0,0.0,0.0,6416,67,1.0101508962634398e-08,0.050000000000000044
390000,0.0,0.0,0.0,6500,67,1.6983349171439954e-09,0.050000000000000044
395000,0.0,0.0,0.0,6583,67,2.0127012945181377e-08,0.050000000000000044
