step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss
0,0.0,0.0,0.0,0,1,
5000,0.0,0.0,0.0,83,20,0.00020731554832309484
10000,0.0,0.0,0.0,166,20,8.399145372095518e-06
15000,0.0,0.0,0.0,250,24,1.629832695471123e-05
20000,0.0,0.0,0.0,333,24,2.9760285542579368e-06
25000,0.0,0.0,0.0,416,24,2.891634039769997e-06
30000,0.0,0.0,0.0,500,24,5.99556187808048e-07
35000,0.0,0.0,0.0,583,24,2.4614280391688226e-07
40000,0.0,0.0,0.0,666,24,5.532567115551501e-07
45000,0.0,0.0,0.0,750,24,8.334910006624341e-08
50000,0.0,0.0,0.0,833,28,1.17850653680307e-08
55000,0.0,0.0,0.0,916,28,4.165918809917457e-08
60000,0.0,0.0,0.0,1000,28,3.0895620284354663e-08
65000,0.0,0.0,0.0,1083,28,1.708191277316473e-08
70000,0.0,0.0,0.0,1166,28,5.788822576846542e-08
75000,0.0,0.0,0.0,1250,28,1.3706568324778345e-08
80000,0.0,0.0,0.0,1333,28,1.6514745126983144e-08
85000,0.0,0.0,0.0,1416,28,3.826036731879867e-08
90000,0.0,0.0,0.0,1500,28,2.9490228037332145e-09
95000,0.0,0.0,0.0,1583,28,9.073158935279935e-08
100000,0.0,0.0,0.0,1666,28,3.4127506154391085e-08
105000,0.0,0.0,0.0,1750,28,4.547353427142298e-08
110000,0.0,0.0,0.0,1833,28,4.878737414060197e-08
115000,0.0,0.0,0.0,1916,28,1.7670231944322268e-09
120000,0.0,0.0,0.0,2000,28,9.797059163929589e-09
125000,0.0,0.0,0.0,2083,29,2.023789846816726e-08
130000,0.0,0.0,0.0,2166,29,3.804200332524488e-08
135000,0.0,0.0,0.0,2250,29,6.489366377593342e-09
140000,0.0,0.0,0.0,2333,30,4.7904020306077655e-08
145000,0.0,0.0,0.0,2416,30,7.654127109901765e-09
150000,0.0,0.0,0.0,2500,30,8.864002865038856e-09
155000,0.0,0.0,0.0,2583,31,9.317862748048356e-08
160000,0.0,0.0,0.0,2666,34,4.9003094915178735e-09
165000,0.0,0.0,0.0,2750,35,9.657625810177706e-09
170000,0.0,0.0,0.0,2833,36,1.462335852409069e-08
175000,0.0,0.0,0.0,2916,36,2.4343421500816476e-08
180000,0.0,0.0,0.0,3000,36,2.2071491301289825e-09
185000,0.0,0.0,0.0,3083,36,5.6193442787844106e-08
190000,0.0,0.0,0.0,3166,36,5.7556150068194256e-08
195000,0.0,0.0,0.0,3250,36,7.897290821290426e-09
200000,0.0,0.0,0.0,3333,36,8.035616616552943e-09
205000,0.0,0.0,0.0,3416,36,5.0036095267103065e-09
210000,0.0,0.0,0.0,3500,36,7.089025899631451e-08
215000,0.0,0.0,0.0,3583,36,3.1288234225712586e-09
220000,0.0,0.0,0.0,3666,38,7.322430217726605e-09
225000,0.0,0.0,0.0,3750,38,9.54517744844452e-08
230000,0.0,0.0,0.0,3833,38,2.0753416762886445e-08
235000,0.0,0.0,0.0,3916,41,8.306180632189353e-09
240000,0.0,0.0,0.0,4000,41,1.4469288878160569e-08
245000,0.0,0.0,0.0,4083,41,7.402740465067836e-08
250000,0.0,0.0,0.0,4166,41,2.852939751107897e-08
255000,0.0,0.0,0.0,4250,41,1.1031532665128907e-07
260000,0.0,0.0,0.0,4333,41,2.269915100328035e-08
265000,0.0,0.0,0.0,4416,44,2.8946738339641342e-09
270000,0.0,0.0,0.0,4500,44,1.8415768465729343e-08
275000,0.0,0.0,0.0,4583,44,4.547048515490815e-09
280000,0.0,0.0,0.0,4666,44,5.534532832029981e-09
285000,0.0,0.0,0.0,4750,44,2.3523938352809637e-08
290000,0.0,0.0,0.0,4833,44,1.0569267239191049e-08
295000,0.0,0.0,0.0,4916,44,1.8308687899093457e-08
300000,0.0,0.0,0.0,5000,44,7.317607408907634e-09
305000,0.0,0.0,0.0,5083,47,3.5126064279467073e-09
310000,0.0,0.0,0.0,5166,50,1.8824223957381037e-08
315000,0.0,0.0,0.0,5250,52,2.554926226139287e-08
320000,0.0,0.0,0.0,5333,54,4.100088712988281e-09
325000,0.0,0.0,0.0,5416,54,1.0123089921876272e-08
330000,0.0,0.0,0.0,5500,54,2.9254434430470155e-09
335000,0.0,0.0,0.0,5583,54,4.389033847473911e-08
340000,0.0,0.0,0.0,5666,54,1.006868810549122e-08
345000,0.0,0.0,0.0,5750,54,2.8801981244441777e-08
350000,0.0,0.0,0.0,5833,54,1.2723903708433681e-08
355000,0.0,0.0,0.0,5916,54,1.0724567900410875e-08
360000,0.0,0.0,0.0,6000,54,1.2250509495714823e-09
365000,0.0,0.0,0.0,6083,54,5.404310599033124e-08
370000,0.0,0.0,0.0,6166,54,9.733904349218392e-09
375000,0.0,0.0,0.0,6250,54,4.3618459955041544e-09
380000,0.0,0.0,0.0,6333,54,1.924518144846843e-08
385000,0.0,0.0,0.0,6416,54,6.335634683551916e-09
390000,0.0,0.0,0.0,6500,54,6.659422790988856e-09
395000,0.0,0.0,0.0,6583,54,2.5610649156959653e-09
