step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,temperature
0,0.0,0.0,100.0,0.0,0,1,,0.1
5000,0.0,0.0,100.0,0.18175000000000002,57,32,2.398147807980422e-05,0.08659643233600654
10000,0.0,0.0,100.0,0.4044,141,32,0.0020532929338514805,0.07498942093324559
15000,0.955,0.0,5.0,0.86815,378,32,0.0019674240611493587,0.06493816315762113
20000,0.0,0.0,100.0,0.5657,545,32,0.00021714568720199168,0.05623413251903491
25000,0.0,0.0,100.0,0.29989999999999994,616,32,7.870014815125614e-05,0.04869675251658631
30000,0.0,0.0,100.0,0.38285,680,32,9.46065119933337e-05,0.042169650342858224
35000,0.0,0.0,100.0,0.1907,746,32,5.42979541933164e-05,0.036517412725483776
40000,0.0,0.0,100.0,0.24430000000000002,810,32,0.00012017642438877374,0.0316227766016838
45000,0.0,0.0,100.0,0.23625,871,32,0.00017192016821354628,0.027384196342643614
50000,0.0,0.0,100.0,0.06944999999999998,929,32,0.00038046366535127163,0.023713737056616554
55000,0.0,0.0,100.0,0.12664999999999998,985,32,0.0008294439758174121,0.020535250264571463
60000,0.0,0.0,100.0,0.21830000000000002,1049,32,1.6516607502126135e-05,0.01778279410038923
65000,0.0,0.0,100.0,0.2989,1121,32,8.78219143487513e-05,0.01539926526059492
70000,0.0,0.0,100.0,0.4763,1201,32,0.00039553834358230233,0.01333521432163324
75000,0.0,0.0,100.0,0.6998,1309,32,1.3143024261808023e-05,0.011547819846894583
80000,0.955,0.0,5.0,0.81595,1498,32,3.704788105096668e-05,0.010000000000000002
85000,0.0,0.0,100.0,0.8757999999999999,1850,32,0.0001512674061814323,0.008659643233600654
90000,0.0,0.0,100.0,0.92935,2424,32,8.093930227914825e-05,0.007498942093324558
95000,0.955,0.0,5.0,0.9275500000000001,3156,32,0.0067738196812570095,0.006493816315762114
100000,0.0,0.0,100.0,0.8951499999999999,3493,32,0.00011413647735025734,0.005623413251903492
105000,0.0,0.0,100.0,0.8919999999999998,3891,32,4.933838135912083e-05,0.004869675251658632
110000,0.0,0.0,100.0,0.8713000000000001,4346,32,0.00015583726053591818,0.004216965034285823
115000,0.0,0.0,100.0,0.8618500000000001,4916,32,0.00018738792277872562,0.003651741272548377
120000,0.0,0.0,100.0,0.90055,5469,32,0.0002349893911741674,0.0031622776601683794
125000,0.955,0.0,5.0,0.9221499999999997,6171,32,0.0001421200722688809,0.0027384196342643617
130000,0.0,0.0,100.0,0.9473500000000001,6922,32,0.00010530105646466836,0.0023713737056616554
135000,0.955,0.0,5.0,0.9540999999999997,7809,32,8.5464671428781e-05,0.002053525026457146
140000,0.0,0.0,100.0,0.9185499999999998,8382,32,5.157208215678111e-05,0.001778279410038923
145000,0.955,0.0,5.0,0.9334,9023,32,0.0064596207812428474,0.001539926526059492
150000,0.0,0.0,100.0,0.9365499999999999,9767,32,0.0001745196059346199,0.001333521432163324
155000,0.0,0.0,100.0,0.9189999999999999,10519,32,0.00016982719535008073,0.0011547819846894581
160000,0.0,0.0,100.0,0.9081999999999999,11286,32,3.380064663360827e-05,0.001
165000,0.0,0.0,100.0,0.8748999999999999,11881,32,0.00011144190648337826,0.001
170000,0.0,0.0,100.0,0.9414999999999998,12115,32,0.0002026196161750704,0.001
175000,0.955,0.0,5.0,0.9153999999999998,12816,32,5.8241326769348234e-05,0.001
180000,0.955,0.0,5.0,0.9549999999999997,13530,32,0.0006497171125374734,0.001
185000,0.955,0.0,5.0,0.9414999999999998,14389,32,2.089053305098787e-05,0.001
190000,0.955,0.0,5.0,0.9509500000000001,15275,32,2.8576621843967587e-05,0.001
195000,0.0,0.0,100.0,0.9464499999999998,15995,32,4.301436638343148e-05,0.001
200000,0.955,0.0,5.0,0.9482499999999996,16840,32,3.26950175804086e-05,0.001
205000,0.955,0.0,5.0,0.9464499999999998,17611,32,8.938684914028272e-06,0.001
210000,0.955,0.0,5.0,0.9486999999999999,18340,32,3.7717592931585386e-05,0.001
215000,0.955,0.0,5.0,0.9545499999999997,19319,32,2.1824736904818565e-05,0.001
220000,0.955,0.0,5.0,0.9549999999999997,20206,32,1.6934935047174804e-05,0.001
225000,0.955,0.0,5.0,0.9545499999999997,21077,32,4.230595095577883e-06,0.001
230000,0.955,0.0,5.0,0.9536499999999999,22029,32,7.746871415292844e-05,0.001
235000,0.955,0.0,5.0,0.9518499999999996,22893,32,2.0485540517256595e-05,0.001
240000,0.955,0.0,5.0,0.9522999999999998,23724,32,1.265616992895957e-05,0.001
245000,0.0,0.0,100.0,0.9469000000000001,24559,32,9.871806832961738e-05,0.001
250000,0.955,0.0,5.0,0.9527499999999998,25272,32,3.739321618922986e-05,0.001
255000,0.955,0.0,5.0,0.9360999999999997,26076,32,3.228683999623172e-05,0.001
260000,0.955,0.0,5.0,0.9473499999999998,26910,32,1.4802383702772204e-05,0.001
265000,0.955,0.0,5.0,0.9495999999999997,27722,32,9.538519407215063e-06,0.001
270000,0.955,0.0,5.0,0.9477999999999996,28619,32,1.1395417459425516e-05,0.001
275000,0.955,0.0,5.0,0.9549999999999997,29495,32,0.000517168955411762,0.001
280000,0.955,0.0,5.0,0.9522999999999999,30458,32,4.18658419221174e-05,0.001
285000,0.955,0.0,5.0,0.9549999999999997,31445,32,5.21101537742652e-05,0.001
290000,0.955,0.0,5.0,0.9549999999999997,32381,32,8.207492101064418e-06,0.001
295000,0.955,0.0,5.0,0.9549999999999997,33343,32,1.1064419595641084e-05,0.001
300000,0.955,0.0,5.0,0.9545499999999997,34314,32,8.8856559159467e-06,0.001
305000,0.955,0.0,5.0,0.9549999999999997,35285,32,0.00014170866052154452,0.001
310000,0.955,0.0,5.0,0.9545499999999997,36261,32,4.680788151745219e-06,0.001
315000,0.955,0.0,5.0,0.9387999999999999,37156,32,7.881137207732536e-06,0.001
320000,0.955,0.0,5.0,0.9545499999999997,38106,32,3.2364689559472026e-06,0.001
325000,0.955,0.0,5.0,0.9549999999999997,39081,32,5.5048338253982365e-05,0.001
330000,0.955,0.0,5.0,0.9549999999999997,40063,32,7.356308742600959e-06,0.001
335000,0.955,0.0,5.0,0.9549999999999997,41049,32,4.455919224710669e-06,0.001
340000,0.955,0.0,5.0,0.9531999999999996,42004,32,6.321301043499261e-05,0.001
345000,0.955,0.0,5.0,0.9549999999999997,42917,32,9.551518814987503e-06,0.001
350000,0.955,0.0,5.0,0.9549999999999997,43905,32,1.4635349998570746e-06,0.001
355000,0.955,0.0,5.0,0.9549999999999997,44890,32,1.0722774277382996e-06,0.001
360000,0.955,0.0,5.0,0.9378999999999997,45838,32,1.2322075235715602e-05,0.001
365000,0.955,0.0,5.0,0.9549999999999997,46835,32,5.616761427518213e-06,0.001
370000,0.955,0.0,5.0,0.9545499999999997,47832,32,1.3977236221762723e-06,0.001
375000,0.955,0.0,5.0,0.9549999999999997,48803,32,5.380417405831395e-06,0.001
380000,0.955,0.0,5.0,0.9549999999999997,49790,32,0.00014900793030392379,0.001
385000,0.955,0.0,5.0,0.9549999999999997,50777,32,6.32624448826391e-07,0.001
390000,0.955,0.0,5.0,0.9549999999999997,51758,32,7.96556491877709e-07,0.001
395000,0.955,0.0,5.0,0.9549999999999997,52749,32,1.323299301247971e-07,0.001
