step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,0.0,125,16,1.249666752300982e-06,0.05,0.00028882503816514903,16.0
10000,0.0,0.0,0.0,250,38,4.874314640801458e-07,0.05,0.0007177505966607382,30.0
15000,0.0,0.0,0.0,375,50,6.771643370484526e-07,0.05,0.0005137796405855724,39.0
20000,0.0,0.0,0.0,500,58,8.221528560170555e-07,0.05,0.0004954206939026687,44.0
25000,0.0,0.0,0.0,625,61,2.489890391643712e-07,0.05,0.0004113611039058188,46.0
30000,0.0,0.0,0.0,750,62,1.3443892044051609e-07,0.05,0.00041009834065802584,46.0
35000,0.0,0.0,0.0,875,62,2.3579221419822716e-07,0.05,0.00041163544059682247,46.0
40000,0.0,0.0,0.0,1000,64,1.6190981568797724e-06,0.05,0.00027974904568933554,47.0
45000,0.0,0.0,0.0,1125,64,3.2779487924017303e-07,0.05,0.00039760089975925334,47.0
50000,0.0,0.0,0.0,1250,64,5.655891754940967e-07,0.05,0.0003062323889689218,47.0
55000,0.0,0.0,0.0,1375,64,1.4426337884287932e-06,0.05,0.0002821236565001227,47.0
60000,0.0,0.0,0.0,1500,64,6.020592309141648e-07,0.05,0.0002733931074270155,47.0
65000,0.0,0.0,0.0,1625,64,1.4055326857942418e-07,0.05,0.0002414985061963726,47.0
70000,0.0,0.0,0.0,1750,64,2.0972471759250766e-07,0.05,0.00023892967297190024,47.0
75000,0.0,0.0,0.0,1875,64,1.6693370241682715e-07,0.05,0.00024919006249640236,47.0
80000,0.0,0.0,0.0,2000,64,1.8240473309560912e-07,0.05,0.00026500983699550125,47.0
85000,0.0,0.0,0.0,2125,64,2.961070322271553e-07,0.05,0.0002467720775196236,47.0
90000,0.0,0.0,0.0,2250,64,1.7338653890419664e-07,0.05,0.0002804441912794197,47.0
95000,0.0,0.0,0.0,2375,69,6.453951186813356e-07,0.05,0.0004870127916246152,53.0
100000,0.0,0.0,0.0,2500,69,1.868443604280401e-07,0.05,0.00018269073583456497,53.0
105000,0.0,0.0,0.0,2625,70,1.7980435984554788e-07,0.05,0.00027669463715397576,54.0
110000,0.0,0.0,0.0,2751,70,1.4826009930857253e-07,0.05,0.00033214108402236403,57.0
115000,0.0,0.0,0.0,2876,70,3.982877672115137e-07,0.05,0.00023199538429594468,57.0
120000,0.0,0.0,0.0,3001,70,3.043108449674037e-07,0.05,0.00019092811798364636,57.0
125000,0.0,0.0,0.0,3126,70,3.1029878755362006e-07,0.05,0.00014781505677113562,57.0
130000,0.0,0.0,0.0,3251,70,8.760778058558572e-08,0.05,0.00039137654523318,60.0
135000,0.0,0.0,0.0,3376,70,2.8728351253448636e-07,0.05,0.00013393125160418782,61.0
140000,0.0,0.0,0.030874999999999996,3503,70,3.187454353792418e-07,0.05,0.00018301070559455574,61.0
145000,0.0,0.0,0.038125,3631,71,2.3071636405802565e-06,0.05,0.000556619213794688,65.0
150000,0.0,0.0,0.030874999999999996,3758,74,1.3906180811318336e-06,0.05,0.00011967914011185238,68.0
155000,0.0,0.0,0.06725,3895,90,1.0652850050973939e-06,0.05,0.0004072903256518428,84.0
160000,0.0,0.0,0.0,4052,90,9.826487257669214e-06,0.05,0.0001215039950859686,84.0
165000,0.0,0.0,0.18187499999999998,4191,90,3.847430707537569e-05,0.05,0.00020407457708599861,84.0
170000,0.0,0.0,0.0,4350,93,0.00023017932835500687,0.05,0.00011625487782800377,86.0
175000,0.0,0.0,0.0,4475,93,8.190264634322375e-05,0.05,0.00012005164221621956,86.0
180000,0.0,0.0,0.0,4600,93,9.334925562143326e-05,0.05,0.00013233574341840997,86.0
185000,0.0,0.0,0.0,4725,93,2.492358544259332e-05,0.05,0.00016321057763691137,86.0
190000,0.0,0.0,0.0,4850,93,4.09285094065126e-05,0.05,0.00014552147937273058,87.0
195000,0.0,0.0,0.0,4975,93,2.190164741477929e-05,0.05,9.271921301331328e-05,87.0
200000,0.0,0.0,0.0,5100,93,8.540457201888785e-06,0.05,0.000141398061785686,87.0
205000,0.0,0.0,0.0,5225,93,2.062128987745382e-05,0.05,0.00013270422567365962,87.0
210000,0.0,0.0,0.0,5350,93,2.2179510779096745e-05,0.05,0.00022062008137182276,87.0
215000,0.0,0.0,0.0,5475,93,9.395916094945278e-06,0.05,0.0001382810225387948,87.0
220000,0.0,0.0,0.0,5600,93,7.671953062526882e-05,0.05,9.083401739962181e-05,87.0
225000,0.0,0.0,0.0,5725,93,4.384232852316927e-06,0.05,0.00017173606316294286,87.0
230000,0.0,0.0,0.0,5850,93,1.5987719962140545e-05,0.05,0.00010743893596187091,87.0
235000,0.0,0.0,0.0,5975,93,1.2689693903666921e-05,0.05,8.249786122548426e-05,87.0
240000,0.0,0.0,0.0,6100,93,2.6517484457144747e-06,0.05,0.00017758674759623384,87.0
245000,0.0,0.0,0.0,6225,93,9.154286090051755e-06,0.05,0.0002717591538938586,87.0
250000,0.0,0.0,0.0,6350,93,1.0291894795955159e-05,0.05,9.344119395785538e-05,87.0
255000,0.0,0.0,0.0,6475,94,3.4740080536721507e-06,0.05,0.0002534456844056072,88.0
260000,0.0,0.0,0.0,6601,94,1.9646190594357904e-06,0.05,0.00011264779707071058,88.0
265000,0.0,0.0,0.026875,6726,94,6.4077744355017785e-06,0.05,0.00010967696406593281,88.0
270000,0.0,0.0,0.26087499999999997,6859,94,1.607325089025835e-06,0.05,0.00023237048671012313,88.0
275000,0.0,0.0,0.0,6992,94,1.2423047337506432e-06,0.05,0.00027917070827963674,90.0
280000,0.0,0.0,0.0,7117,94,1.0431666623844649e-06,0.05,0.00010301171480520318,90.0
285000,0.0,0.0,0.0,7242,94,9.510354743724747e-07,0.05,9.971290973718315e-05,90.0
290000,0.0,0.0,0.0,7367,94,1.1376736210877425e-06,0.05,0.00015282375889453132,90.0
295000,0.0,0.0,0.0,7492,94,1.3657700037583709e-06,0.05,9.851772907983908e-05,91.0
300000,0.0,0.0,0.0,7617,94,1.0667552032828098e-06,0.05,7.213387448843718e-05,91.0
305000,0.0,0.0,0.0,7742,94,1.5692808119638357e-06,0.05,9.844595204867434e-05,91.0
310000,0.0,0.0,0.0,7869,94,2.0084870300252078e-07,0.05,0.00011548309456563446,91.0
315000,0.0,0.0,0.0,7994,95,5.302766794557101e-07,0.05,0.00011497914356423726,92.0
320000,0.0,0.0,0.0,8119,95,1.1622887541307136e-05,0.05,8.844508920992005e-05,92.0
325000,0.0,0.0,0.0,8244,95,3.1024148938740836e-07,0.05,8.796918827034017e-05,92.0
330000,0.0,0.0,0.0,8369,95,8.923018413042882e-07,0.05,8.765022337518958e-05,92.0
335000,0.0,0.0,0.0,8495,95,6.599201469725813e-07,0.05,6.0484842100461356e-05,92.0
340000,0.0,0.0,0.0,8623,95,5.2542550292855594e-06,0.05,8.548964850981504e-05,92.0
345000,0.0,0.0,0.5584999999999999,8787,95,4.977055596100399e-06,0.05,0.00013131117964164258,92.0
