step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,640.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,640.0,0.0,7,41,1.163616525445832e-05,0.05,0.00048194750016977586,38.0
10000,0.0,0.0,640.0,0.0,15,46,3.61563411388488e-06,0.05,0.0006019044484117315,53.0
15000,0.0,0.0,640.0,0.0,23,51,4.6855029722792096e-07,0.05,0.001199913653041953,61.0
20000,0.0,0.0,640.0,0.0,31,80,4.535644393399707e-07,0.05,0.001817414477901778,157.0
25000,0.0,0.0,640.0,0.0,39,92,5.161386980034877e-06,0.05,0.0023287554984919314,228.0
30000,0.0,0.0,640.0,0.0,46,95,1.1868206684084726e-06,0.05,0.002000630187012394,273.0
35000,0.0,0.0,640.0,0.0,54,96,2.327332595086773e-06,0.05,0.002298109795535966,400.0
40000,0.0,0.0,640.0,0.0,62,96,2.478144097040058e-06,0.05,0.0017596003564821663,478.0
45000,0.0,0.0,640.0,0.0,70,96,2.428494781270274e-06,0.05,0.001583538346357814,510.0
50000,0.0,0.0,640.0,0.0,78,96,5.337655238690786e-06,0.05,0.0016699278538339585,570.0
55000,0.0,0.0,640.0,0.0,85,96,2.283874209751957e-06,0.05,0.001418239897454556,598.0
60000,0.0,0.0,640.0,0.0,93,96,3.2564507819188293e-06,0.05,0.0015859704356999665,654.0
65000,0.0,0.0,640.0,0.0,101,98,4.362434083304834e-06,0.05,0.0016083889900500386,712.0
70000,0.0,0.0,640.0,0.0,109,98,6.643794222327415e-06,0.05,0.001206646120087603,750.0
75000,0.0,0.0,640.0,0.0,117,111,1.4867342770230607e-06,0.05,0.001090465854410642,793.0
80000,0.0,0.0,640.0,0.0,125,111,6.834493433416355e-07,0.05,0.00047231178669837327,793.0
85000,0.0,0.0,640.0,0.0,132,111,9.130041007665568e-07,0.05,0.0005388473100038268,799.0
90000,0.0,0.0,640.0,0.0,140,111,9.463755077376845e-07,0.05,0.0005091948852785053,803.0
95000,0.0,0.0,640.0,0.0,148,111,1.0610576282488182e-05,0.05,0.000878188281356096,808.0
100000,0.0,0.0,640.0,0.0,156,111,1.999232381422189e-06,0.05,0.0011128848102418968,836.0
105000,0.0,0.0,640.0,0.0,164,111,2.70133432422881e-06,0.05,0.0005641639347362163,838.0
110000,0.0,0.0,640.0,0.0,171,111,3.7285399230313487e-06,0.05,0.0010503258557735806,839.0
115000,0.0,0.0,640.0,0.0,179,111,4.51222513220273e-06,0.05,0.0009246949471966169,852.0
120000,0.0,0.0,640.0,0.0090078125,187,111,2.0474640223255847e-06,0.05,0.00043229287035581176,854.0
125000,0.0,0.0,640.0,0.0090078125,195,113,4.475519745028578e-06,0.05,0.0004632047990475661,860.0
130000,0.0,0.0,640.0,0.0171015625,203,113,3.3598221307329368e-06,0.05,0.0006125024550228629,866.0
135000,0.0,0.0,640.0,0.00809375,211,113,2.5457363790337695e-06,0.05,0.0006900979264020839,869.0
140000,0.0,0.0,640.0,0.0,218,113,1.998954758164473e-06,0.05,0.0007184124781122596,875.0
145000,0.0,0.0,640.0,0.0,226,113,1.7750458027876448e-06,0.05,0.000997502828252781,879.0
150000,0.0,0.0,640.0,0.0510625,235,113,1.3996523193782195e-06,0.05,0.0006580032693067265,883.0
155000,0.0,0.0,640.0,0.0510625,243,113,5.6414851314912084e-06,0.05,0.0004014062196247361,883.0
160000,0.0,0.0,640.0,0.34546875,257,113,1.0972747077175882e-05,0.05,0.00047145007774916956,884.0
165000,0.0,0.0,640.0,0.5792890624999999,275,113,3.295381020507193e-06,0.05,0.000553580513730686,884.0
170000,0.0,0.0,640.0,0.7387812500000001,303,117,1.56104943016544e-05,0.05,0.0004600596954375169,886.0
175000,0.0,0.0,640.0,0.5209999999999999,319,117,8.954274380812421e-05,0.05,0.00042745245584917523,889.0
180000,0.0,0.0,640.0,0.600265625,337,117,3.726023714989424e-05,0.05,0.0008115722614464528,890.0
185000,0.0,0.0,640.0,0.579234375,354,117,1.940804395417217e-05,0.05,0.00030396920794042303,890.0
190000,0.9690625,0.0,22.0,0.8743515625,406,117,6.339303217828274e-05,0.05,0.0005267902278100622,890.0
195000,0.0,0.0,640.0,0.95528125,525,117,7.855824514990672e-05,0.05,0.00034162092733571847,893.0
200000,0.0,0.0,640.0,0.8853203125,600,119,0.00010776354611152783,0.05,0.0005802356643235366,895.0
205000,0.0,0.0,640.0,0.6891953125,626,119,0.00021638814359903336,0.05,0.000456175723864965,900.0
210000,0.0,0.0,640.0,0.44558593750000003,635,119,0.00032096728682518005,0.05,0.00026584738803686847,904.0
215000,0.0,0.0,640.0,0.2280859375,646,119,6.926700007170439e-05,0.05,0.0003016288193501712,909.0
220000,0.0,0.0,640.0,0.20543750000000002,655,119,2.582816523499787e-05,0.05,0.00029607684325377913,910.0
225000,0.0,0.0,640.0,0.20241406250000002,665,119,2.8591995942406356e-05,0.05,0.0006977079251564131,914.0
230000,0.0,0.0,640.0,0.1808984375,673,119,1.7680804376141168e-05,0.05,0.0005592870868662443,917.0
235000,0.0,0.0,640.0,0.1253359375,682,119,1.1271210496488493e-05,0.05,0.0006797092677196084,925.0
240000,0.0,0.0,640.0,0.726953125,704,119,0.0017320591723546386,0.05,0.0006603928633766212,931.0
245000,0.0,0.0,640.0,0.555859375,721,119,7.671616913285106e-05,0.05,0.0002732121286827821,933.0
250000,0.0,0.0,640.0,0.9543671875000002,777,119,9.847928595263511e-05,0.05,0.000299605606809607,933.0
255000,0.0,0.0,640.0,0.8824375,818,119,5.5373020586557686e-05,0.05,0.00022067024390788747,933.0
260000,0.0,0.0,640.0,0.9161171875,868,119,2.193941327277571e-05,0.05,0.00041672984740145875,933.0
265000,0.0,0.0,640.0,0.8854609374999999,950,119,5.485852307174355e-05,0.05,0.00016621922478350453,933.0
270000,0.0,0.0,640.0,0.7214062499999999,974,119,4.7709501814097166e-05,0.05,0.00029087372551635894,938.0
275000,0.0,0.0,640.0,0.41978906250000003,984,119,0.00011178199201822281,0.05,0.0002184652726252213,938.0
280000,0.0,0.0,640.0,0.19525781250000002,993,119,5.4660573368892074e-05,0.05,0.0003221095244946209,938.0
285000,0.0,0.0,640.0,0.9164687500000002,1036,119,2.9084025300107896e-05,0.05,0.00023641719239508483,938.0
290000,0.0,0.0,640.0,0.8331484375,1112,119,2.115968891303055e-05,0.05,0.0001527404384628257,942.0
295000,0.9746875,0.0,18.0,0.9113359375000002,1189,119,8.116736353258602e-06,0.05,0.00014020434965847568,942.0
300000,0.0,0.0,640.0,0.8518437499999999,1267,119,0.00017843680689111352,0.05,0.00018900998943223435,942.0
305000,0.0,0.0,640.0,0.789890625,1322,119,6.660454801021842e-06,0.05,0.0001447354607210149,942.0
