step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,120.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,120.0,0.0,41,24,3.7063065860820643e-07,0.05,0.0010478810159190663,23.0
10000,0.0,0.0,120.0,0.0,83,24,2.7542992597773264e-07,0.05,0.000567609700220746,23.0
15000,0.0,0.0,120.0,0.0,125,24,1.5579439605062362e-07,0.05,0.0003781103263139418,23.0
20000,0.0,0.0,120.0,0.0,166,24,4.1652239701761573e-07,0.05,0.00035616418564451106,23.0
25000,0.0,0.0,120.0,0.0,208,24,1.8446050376041967e-07,0.05,0.00029739924774403216,23.0
30000,0.0,0.0,120.0,0.0,250,24,4.2849293890867557e-07,0.05,0.00035559067987466484,23.0
35000,0.0,0.0,120.0,0.0,291,26,4.513183853305236e-07,0.05,0.0004793338201165332,27.0
40000,0.0,0.0,120.0,0.0,333,28,1.2786424008481845e-07,0.05,0.0005046909542352951,35.0
45000,0.0,0.0,120.0,0.0,375,43,1.339196415983679e-07,0.05,0.00044645222904898086,51.0
50000,0.0,0.0,120.0,0.0,416,44,5.344588203115563e-07,0.05,0.00034721585883980575,53.0
55000,0.0,0.0,120.0,0.0,458,44,1.526603625734424e-07,0.05,0.00038371712283716763,55.0
60000,0.0,0.0,120.0,0.0,500,46,8.944809906097362e-07,0.05,0.00046417634495408516,57.0
65000,0.0,0.0,120.0,0.0,541,51,6.254247750803188e-07,0.05,0.0005815533849862184,63.0
70000,0.0,0.0,120.0,0.0,583,54,8.85865858890611e-07,0.05,0.00032317850278419235,66.0
75000,0.0,0.0,120.0,0.0,625,54,8.620055496066925e-07,0.05,0.00020290469288237111,68.0
80000,0.0,0.0,120.0,0.0,666,54,2.912724085035734e-06,0.05,0.000413079788433252,69.0
85000,0.0,0.0,120.0,0.0,708,58,9.358734587294748e-07,0.05,0.0004951164925614458,73.0
90000,0.0,0.0,120.0,0.0,750,60,5.235162916505942e-07,0.05,0.00022112574897342543,75.0
95000,0.0,0.0,120.0,0.0,791,64,1.2404186691128416e-06,0.05,0.00024193147486187635,78.0
100000,0.0,0.0,120.0,0.0,833,64,4.359985723567661e-07,0.05,0.0001935702780019729,78.0
105000,0.0,0.0,120.0,0.0,875,64,3.1464057315133687e-07,0.05,0.00022904543759936426,78.0
110000,0.0,0.0,120.0,0.0,916,67,4.0761489117357996e-07,0.05,0.0002209390872475041,80.0
115000,0.0,0.0,120.0,0.0,958,67,1.7404055085989967e-07,0.05,0.0002447297714087262,80.0
120000,0.0,0.0,120.0,0.0,1000,67,4.462247602532443e-07,0.05,0.000170857026448713,80.0
125000,0.0,0.0,120.0,0.0,1041,67,3.6562087757374684e-07,0.05,0.0002065020816465546,80.0
130000,0.0,0.0,120.0,0.0,1083,67,6.512516961265646e-07,0.05,0.00029044651619361485,80.0
135000,0.0,0.0,120.0,0.0,1125,68,7.861891049287806e-07,0.05,0.00021755352101408796,81.0
140000,0.0,0.0,120.0,0.0,1166,71,1.1926247225346742e-06,0.05,0.0003029446786360053,85.0
145000,0.0,0.0,120.0,0.0,1208,74,2.056181438092608e-05,0.05,0.00023552667633698824,91.0
150000,0.0,0.0,120.0,0.0,1250,74,1.541694928164361e-06,0.05,0.00021048980770918823,91.0
155000,0.0,0.0,120.0,0.0,1291,78,2.0172102210835874e-07,0.05,0.0001862116409523357,93.0
160000,0.0,0.0,120.0,0.0,1333,78,1.6700713558748248e-06,0.05,0.000195074418723996,93.0
165000,0.0,0.0,120.0,0.0,1375,78,1.0225091955362586e-06,0.05,0.00018625764393312552,93.0
170000,0.0,0.0,120.0,0.0,1416,78,6.07464471613639e-07,0.05,0.00029676318114149977,93.0
175000,0.0,0.0,120.0,0.0,1458,78,2.0971531284885714e-06,0.05,0.0001754872143386788,93.0
180000,0.0,0.0,120.0,0.0,1500,78,2.233598479506327e-06,0.05,0.0002353343649408837,93.0
185000,0.0,0.0,120.0,0.0,1541,78,9.040513759828173e-06,0.05,0.00015161983360807477,93.0
190000,0.0,0.0,120.0,0.0,1583,78,1.9761571365961572e-06,0.05,0.00039052778578223463,94.0
195000,0.0,0.0,120.0,0.0,1625,81,3.668774752441095e-06,0.05,0.00018846880578582536,97.0
200000,0.0,0.0,120.0,0.0,1666,81,2.039494802374975e-06,0.05,0.0001510513987743327,97.0
205000,0.0,0.0,120.0,0.0,1708,81,2.471715333740576e-06,0.05,0.00012745429261756716,97.0
210000,0.0,0.0,120.0,0.0,1750,81,4.010581164948235e-07,0.05,0.00027192501438899657,97.0
215000,0.0,0.0,120.0,0.0,1791,81,6.379697197189671e-07,0.05,0.00021149807448368738,97.0
220000,0.0,0.0,120.0,0.0,1833,81,6.732421979904757e-07,0.05,0.00013039180043613582,97.0
225000,0.0,0.0,120.0,0.0,1875,81,1.5947807696647942e-06,0.05,0.0003021802620843046,97.0
230000,0.0,0.0,120.0,0.0,1916,81,9.309080724051455e-07,0.05,0.00032258630586256176,97.0
235000,0.0,0.0,120.0,0.0,1958,81,1.8352969277657394e-07,0.05,0.00024788590730590525,97.0
240000,0.0,0.0,120.0,0.0,2000,82,3.3133920851469156e-07,0.05,0.0004928894061768945,101.0
245000,0.0,0.0,120.0,0.0,2041,82,1.050412492986652e-06,0.05,0.0002321416289931342,103.0
250000,0.0,0.0,120.0,0.0,2083,82,1.6842842569531058e-06,0.05,0.00016436739343984652,105.0
255000,0.0,0.0,120.0,0.0,2125,82,3.3177573754983314e-07,0.05,0.00012458947237029474,105.0
