step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,0.0,125,19,9.24409232538892e-06,0.05,0.0006317219393131069,19.0
10000,0.0,0.0,0.0,250,27,5.985555162624223e-07,0.05,0.000556438190571395,29.0
15000,0.0,0.0,0.0,375,28,2.3474679267110332e-07,0.05,0.0004242422467877995,30.0
20000,0.0,0.0,0.0,500,28,5.307476840243908e-07,0.05,0.0004136001142607019,30.0
25000,0.0,0.0,0.0,625,28,3.8140178730827756e-06,0.05,0.00021013428604537066,30.0
30000,0.0,0.0,0.0,750,28,9.44688878234956e-08,0.05,0.0002801181572792205,30.0
35000,0.0,0.0,0.0,875,30,8.415217052970547e-06,0.05,0.00032094049086709185,32.0
40000,0.0,0.0,0.0,1000,30,5.309923380991677e-07,0.05,0.0002828269456474896,32.0
45000,0.0,0.0,0.0,1125,31,6.623833996854955e-07,0.05,0.0003482542004345204,34.0
50000,0.0,0.0,0.0,1250,31,9.527565225653234e-07,0.05,0.0003956746518189987,35.0
55000,0.0,0.0,0.0,1375,31,1.2468098020690377e-06,0.05,0.00022406617284989236,35.0
60000,0.0,0.0,0.0,1500,32,5.298438736645039e-07,0.05,0.0004079328574314676,36.0
65000,0.0,0.0,0.0,1625,32,3.7141711572985514e-07,0.05,0.0002089590638717118,36.0
70000,0.0,0.0,0.0,1750,37,2.6919573770101124e-07,0.05,0.0005044485226331897,42.0
75000,0.0,0.0,0.0,1875,37,2.593792487459723e-07,0.05,0.00021827780318014382,42.0
80000,0.0,0.0,0.0,2000,37,1.8901324949638365e-07,0.05,0.0002638312901334107,42.0
85000,0.0,0.0,0.0,2125,37,1.421026354364585e-07,0.05,0.0002450423392603969,42.0
90000,0.0,0.0,0.0,2250,37,2.2458513626588683e-07,0.05,0.0001852987397303018,42.0
95000,0.0,0.0,0.0,2375,37,5.833981049363501e-07,0.05,0.0001681194066099791,42.0
