step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,80.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,80.0,0.0,62,26,3.882551027345471e-06,0.05,0.0007834160693115629,21.0
10000,0.0,0.0,80.0,0.0,125,39,1.2648833092043787e-07,0.05,0.0009069139139003979,31.0
15000,0.0,0.0,80.0,0.0,187,50,1.913376763695851e-07,0.05,0.0006035565473345384,38.0
20000,0.0,0.0,80.0,0.0,250,63,9.333274419986992e-07,0.05,0.0005471604742890653,46.0
25000,0.0,0.0,80.0,0.0,312,66,6.912351864230004e-07,0.05,0.0003672881598391583,50.0
30000,0.0,0.0,80.0,0.0,375,67,1.8624486131102458e-07,0.05,0.00045703121711699647,51.0
35000,0.0,0.0,80.0,0.0,437,67,4.968550229023094e-07,0.05,0.00039130481047847685,51.0
40000,0.0,0.0,80.0,0.0,500,67,6.1825230659451336e-06,0.05,0.00026019678933716077,51.0
45000,0.0,0.0,80.0,0.0,562,67,2.1553765350290632e-07,0.05,0.0004271823137208227,51.0
50000,0.0,0.0,80.0,0.0,625,67,1.1043805869803691e-07,0.05,0.00025499068280694615,51.0
55000,0.0,0.0,80.0,0.0,687,67,1.696345748314343e-07,0.05,0.00030201573467563916,51.0
60000,0.0,0.0,80.0,0.0,750,67,5.220098273639451e-07,0.05,0.00024703292556474556,51.0
65000,0.0,0.0,80.0,0.0,812,67,1.5557061772142333e-07,0.05,0.0002591038500176966,51.0
70000,0.0,0.0,80.0,0.0,875,67,3.612383920881257e-07,0.05,0.0002686973008467596,51.0
75000,0.0,0.0,80.0,0.0,937,67,6.46152898298169e-07,0.05,0.00023538582306476758,51.0
80000,0.0,0.0,80.0,0.0,1000,67,9.862034033858436e-08,0.05,0.00028921151222515025,51.0
85000,0.0,0.0,80.0,0.0,1062,67,3.252451676871715e-07,0.05,0.00043648394871930883,53.0
90000,0.0,0.0,80.0,0.0,1125,67,1.5268417996594508e-07,0.05,0.00028505225018227566,54.0
95000,0.0,0.0,80.0,0.0,1187,67,7.853080319364381e-07,0.05,0.0003206952473267353,54.0
100000,0.0,0.0,80.0,0.0,1250,67,1.3559338185586967e-07,0.05,0.00025995973789052606,54.0
105000,0.0,0.0,80.0,0.0,1312,67,5.748125886384514e-08,0.05,0.00029291460724565265,56.0
110000,0.0,0.0,80.0,0.0,1375,67,2.2308938696369296e-06,0.05,0.0001630136914709926,56.0
115000,0.0,0.0,80.0,0.0,1437,67,8.662391906000266e-07,0.05,0.00023559850856030292,56.0
120000,0.0,0.0,80.0,0.0,1500,67,1.9195336165012122e-07,0.05,0.00016164463427678456,56.0
125000,0.0,0.0,80.0,0.0,1562,70,2.7270527880318696e-07,0.05,0.0002785684603600455,59.0
130000,0.0,0.0,80.0,0.0,1625,72,5.220327921051648e-07,0.05,0.00021054138292379832,61.0
135000,0.0,0.0,80.0,0.0,1687,72,1.6438970078525017e-06,0.05,0.00016356329715291702,61.0
140000,0.0,0.0,80.0,0.0,1750,75,4.019973403046606e-07,0.05,0.00028105382934543,63.0
145000,0.0,0.0,80.0,0.0,1812,84,5.350415790417173e-07,0.05,0.0002791789799734502,69.0
150000,0.0,0.0,80.0,0.0,1875,85,1.2567841167765437e-06,0.05,0.0002883803881805761,72.0
155000,0.0,0.0,80.0,0.0,1937,85,1.101453926821705e-05,0.05,0.00018338134754529976,72.0
160000,0.0,0.0,80.0,0.0,2000,85,1.5300165614462458e-06,0.05,0.0001553590584967666,72.0
165000,0.0,0.0,80.0,0.0,2062,85,1.8019917433775845e-06,0.05,0.00017540788640285854,72.0
170000,0.0,0.0,80.0,0.0,2125,85,3.903982133124373e-07,0.05,0.00012802483859490456,72.0
175000,0.0,0.0,80.0,0.0,2187,85,1.595004619048268e-06,0.05,0.0001925221328864647,72.0
180000,0.0,0.0,80.0,0.0,2250,85,8.773632771408302e-07,0.05,0.000220048702313075,72.0
185000,0.0,0.0,80.0,0.0,2312,85,1.880088404959679e-07,0.05,0.0004384362503478948,73.0
190000,0.0,0.0,80.0,0.0,2375,99,2.367046818108065e-06,0.05,0.0005700505724969344,87.0
195000,0.0,0.0,80.0,0.0,2437,104,1.0017923841587617e-06,0.05,0.000627123606548643,94.0
200000,0.0,0.0,80.0,0.0,2500,105,2.094509000016842e-06,0.05,0.0003991682492461741,96.0
205000,0.0,0.0,80.0,0.0,2562,105,9.041485782290692e-08,0.05,0.0003165695901259908,96.0
210000,0.0,0.0,80.0,0.0,2625,108,2.3199174847832182e-07,0.05,0.00020213201453948116,98.0
215000,0.0,0.0,80.0,0.0,2687,108,1.4430229100526049e-07,0.05,0.0001727766949938379,99.0
220000,0.0,0.0,80.0,0.0,2750,108,4.947578986502776e-07,0.05,0.0002891093493709675,99.0
225000,0.0,0.0,80.0,0.0,2812,108,2.157405845082394e-07,0.05,0.00019622864280510337,99.0
230000,0.0,0.0,80.0,0.0,2875,108,1.6897698174034304e-07,0.05,0.0003489826652110411,99.0
235000,0.0,0.0,80.0,0.0,2937,110,9.99020386416305e-08,0.05,0.00022453612063346972,101.0
240000,0.0,0.0,80.0,0.0,3000,110,5.654919164044259e-07,0.05,0.00035941332720649876,103.0
245000,0.0,0.0,80.0,0.0,3062,115,1.4188982504492742e-06,0.05,0.00022955136150125028,108.0
250000,0.0,0.0,80.0,0.0,3125,117,2.0580911552769976e-07,0.05,0.00024235356804297464,110.0
255000,0.0,0.0,80.0,0.0,3187,118,1.1120562248834176e-06,0.05,0.00018535712233288512,113.0
260000,0.0,0.0,80.0,0.0,3250,118,2.1372152332332917e-06,0.05,0.000280105356312931,114.0
265000,0.0,0.0,80.0,0.0,3312,118,1.109887989514391e-06,0.05,0.00018200413909420633,114.0
270000,0.0,0.0,80.0,0.0,3375,118,2.6293635073670885e-06,0.05,0.0002009094331220434,114.0
275000,0.0,0.0,80.0,0.0,3437,118,2.391829411863e-06,0.05,0.00014222836545619509,114.0
280000,0.0,0.0,80.0,0.0,3500,118,1.210863501910353e-06,0.05,0.00016580798012812896,114.0
285000,0.0,0.0,80.0,0.0,3562,118,5.092271635476209e-07,0.05,0.000249699641294456,115.0
290000,0.0,0.0,80.0,0.0,3625,118,5.089850105832738e-07,0.05,0.000190124925453074,115.0
295000,0.0,0.0,80.0,0.0,3687,121,3.525726128827955e-07,0.05,0.0004914937039005176,119.0
300000,0.0,0.0,80.0,0.0,3750,122,1.0977636520692613e-05,0.05,0.00028413557209752173,122.0
305000,0.0,0.0,80.0,0.0,3812,127,7.947655831230804e-07,0.05,0.0004298428703846002,128.0
310000,0.0,0.0,80.0,0.0,3875,129,8.834484219732985e-07,0.05,0.00034993065954375466,131.0
315000,0.0,0.0,80.0,0.0,3937,130,2.0729810330522014e-06,0.05,0.0002862942417531614,133.0
320000,0.0,0.0,80.0,0.0,4000,135,8.841415137794684e-07,0.05,0.00038672993637718075,139.0
325000,0.0,0.0,80.0,0.0,4062,136,2.5393203486601124e-06,0.05,0.00026871573672011405,140.0
330000,0.0,0.0,80.0,0.0,4125,136,1.3231535831437213e-06,0.05,0.00029513758935316805,140.0
335000,0.0,0.0,80.0,0.0,4187,136,2.8340929247860913e-07,0.05,0.00022250864364563083,140.0
340000,0.0,0.0,80.0,0.0,4250,136,1.6421610098404926e-06,0.05,0.0002993762625388579,140.0
345000,0.0,0.0,80.0,0.0,4312,136,1.84271823400195e-06,0.05,0.00020841481587231619,141.0
350000,0.0,0.0,80.0,0.0,4375,141,1.3520825632440392e-06,0.05,0.00028150673340711363,146.0
355000,0.0,0.0,80.0,0.0,4437,149,1.5506625459238421e-06,0.05,0.0001900923603547445,153.0
360000,0.0,0.0,80.0,0.0,4500,149,2.1688922515750164e-06,0.05,0.00020808130108483216,154.0
365000,0.0,0.0,80.0,0.0,4562,152,9.022535891745065e-07,0.05,0.0004810656068733791,157.0
370000,0.0,0.0,80.0,0.0,4625,152,2.435769772546337e-07,0.05,0.00021702100592345232,157.0
375000,0.0,0.0,80.0,0.0,4687,152,9.295493441641156e-07,0.05,0.000206433039220557,158.0
380000,0.0,0.0,80.0,0.0,4750,152,6.439150297410379e-07,0.05,0.0003018574637598244,158.0
385000,0.0,0.0,80.0,0.0,4812,152,7.177698080340633e-07,0.05,0.00021174385452954245,158.0
390000,0.0,0.0,80.0,0.0,4875,152,6.95785558946227e-07,0.05,0.00015948155156667664,158.0
395000,0.0,0.0,80.0,0.0145625,4938,152,9.593453569323174e-07,0.05,0.00014957921448292407,158.0
