step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,120.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,120.0,0.0,41,16,1.8939126675832085e-05,0.05,0.0004832202261049103,16.0
10000,0.0,0.0,120.0,0.0,83,16,4.2347286921540217e-07,0.05,0.0003011547058072215,16.0
15000,0.0,0.0,120.0,0.0,125,16,4.481202608985768e-07,0.05,0.0002882270689674216,16.0
20000,0.0,0.0,120.0,0.0,166,16,3.193617317265307e-07,0.05,0.00036428752233548555,16.0
25000,0.0,0.0,120.0,0.0,208,21,1.3605180981812737e-07,0.05,0.0006221301604504147,22.0
30000,0.0,0.0,120.0,0.0,250,27,1.6513112655047735e-07,0.05,0.0006228611107322175,28.0
35000,0.0,0.0,120.0,0.0,291,31,1.0071680662804283e-06,0.05,0.0005880138951328884,32.0
40000,0.0,0.0,120.0,0.0,333,41,5.10301958911441e-07,0.05,0.0009759442996559335,49.0
45000,0.0,0.0,120.0,0.0,375,47,5.506223601514648e-07,0.05,0.0004726562317889006,56.0
50000,0.0,0.0,120.0,0.0,416,47,5.872791462024907e-07,0.05,0.0004741822009012545,57.0
55000,0.0,0.0,120.0,0.0,458,55,7.022443242021836e-06,0.05,0.0003173885284984119,65.0
60000,0.0,0.0,120.0,0.0,500,56,2.352773890379467e-06,0.05,0.0005178399557388567,66.0
65000,0.0,0.0,120.0,0.0,541,56,4.5308820517675485e-07,0.05,0.0005443229823009971,66.0
70000,0.0,0.0,120.0,0.0,583,56,6.70162626192905e-06,0.05,0.000181557664680555,67.0
75000,0.0,0.0,120.0,0.0,625,56,4.796099233317364e-07,0.05,0.00034746356214447746,67.0
80000,0.0,0.0,120.0,0.0,666,56,3.6148642834632483e-07,0.05,0.0003026299710455983,67.0
85000,0.0,0.0,120.0,0.0,708,56,1.647826707085187e-06,0.05,0.0002873339968425964,67.0
90000,0.0,0.0,120.0,0.0,750,56,4.1816869611466245e-07,0.05,0.0003301111228764813,67.0
95000,0.0,0.0,120.0,0.0,791,56,2.9787173616568907e-07,0.05,0.00021881411962763946,67.0
100000,0.0,0.0,120.0,0.0,833,56,5.324696417119412e-07,0.05,0.0005532159791013694,72.0
105000,0.0,0.0,120.0,0.0,875,56,8.881492021828308e-07,0.05,0.0004558024833949019,76.0
110000,0.0,0.0,120.0,0.0,916,56,6.214052064024145e-07,0.05,0.0004189511624981641,76.0
115000,0.0,0.0,120.0,0.0,958,60,3.323375210584345e-07,0.05,0.00033511414332849037,83.0
120000,0.0,0.0,120.0,0.0,1000,60,1.385678956467018e-06,0.05,0.0003931447212573379,85.0
125000,0.0,0.0,120.0,0.0,1041,60,1.4060373132451787e-07,0.05,0.0003136304916756906,90.0
130000,0.0,0.0,120.0,0.0,1083,60,6.363610509652062e-07,0.05,0.0003841071685595988,92.0
135000,0.0,0.0,120.0,0.0,1125,70,2.154720135649768e-07,0.05,0.001123603779502855,102.0
140000,0.0,0.0,120.0,0.0,1166,83,4.2543527456473385e-07,0.05,0.0004818232280968918,117.0
145000,0.0,0.0,120.0,0.0,1208,101,4.830769739783136e-07,0.05,0.000859293977630906,134.0
150000,0.0,0.0,120.0,0.0,1250,104,3.914196042842377e-07,0.05,0.0004811239341106258,137.0
155000,0.0,0.0,120.0,0.0,1291,111,4.482241990899638e-07,0.05,0.0004778074818411213,143.0
160000,0.0,0.0,120.0,0.0,1333,111,2.639529554926412e-07,0.05,0.00036124935646232413,143.0
165000,0.0,0.0,120.0,0.0,1375,124,1.8226288034384197e-07,0.05,0.0009255962438498768,156.0
170000,0.0,0.0,120.0,0.0,1416,130,1.0569611958999303e-06,0.05,0.0007652130209051058,163.0
175000,0.0,0.0,120.0,0.0,1458,135,2.299637799296761e-06,0.05,0.0005564057452394442,173.0
180000,0.0,0.0,120.0,0.0,1500,135,1.2778242535205209e-06,0.05,0.0005306293011310707,173.0
185000,0.0,0.0,120.0,0.0,1541,135,3.9817749097892374e-07,0.05,0.0005643316450716238,174.0
190000,0.0,0.0,120.0,0.0,1583,136,5.708822641281586e-07,0.05,0.000418089669849542,178.0
195000,0.0,0.0,120.0,0.0,1625,136,1.2169331284894724e-06,0.05,0.00023343769573024538,178.0
200000,0.0,0.0,120.0,0.0,1666,136,7.516260893680737e-07,0.05,0.00020808449061700696,178.0
205000,0.0,0.0,120.0,0.0,1708,136,1.0369651590735884e-06,0.05,0.0003819915263451042,180.0
210000,0.0,0.0,120.0,0.0,1750,136,5.901972599531291e-07,0.05,0.0004086750840722615,180.0
215000,0.0,0.0,120.0,0.0,1791,136,7.414117817461374e-07,0.05,0.0004744072449644293,185.0
220000,0.0,0.0,120.0,0.0,1833,136,7.616297921231308e-07,0.05,0.00020434189151342865,201.0
225000,0.0,0.0,120.0,0.0,1875,136,9.988424380935612e-07,0.05,0.0003546931032933574,201.0
230000,0.0,0.0,120.0,0.0,1916,138,6.676937687188911e-07,0.05,0.0004159223760124688,202.0
235000,0.0,0.0,120.0,0.0,1958,139,3.455114665484871e-07,0.05,0.00044372448812675234,206.0
240000,0.0,0.0,120.0,0.0,2000,139,4.7006875547594973e-07,0.05,0.00036997273222488407,206.0
245000,0.0,0.0,120.0,0.0,2041,139,4.85113844206353e-07,0.05,0.0004648687444811964,208.0
250000,0.0,0.0,120.0,0.0,2083,139,1.013761902868282e-06,0.05,0.00022154431589528728,208.0
255000,0.0,0.0,120.0,0.0,2125,140,2.5700023797980975e-07,0.05,0.0006584628416029794,214.0
260000,0.0,0.0,120.0,0.0,2166,140,6.221164881026198e-07,0.05,0.0004822300435007465,217.0
265000,0.0,0.0,120.0,0.0,2208,141,6.225878905752324e-07,0.05,0.000325214959716985,220.0
270000,0.0,0.0,120.0,0.0,2250,143,1.6931788593410602e-07,0.05,0.00031816952646058507,222.0
275000,0.0,0.0,120.0,0.0,2291,143,3.768534213577368e-07,0.05,0.0003699558907495136,225.0
280000,0.0,0.0,120.0,0.0,2333,143,9.121276178802873e-08,0.05,0.00024034376719046498,225.0
285000,0.0,0.0,120.0,0.0,2375,143,1.1346008932378027e-07,0.05,0.0002613782879317984,225.0
290000,0.0,0.0,120.0,0.0,2416,144,1.8174317517605232e-07,0.05,0.00027550792608862937,228.0
295000,0.0,0.0,120.0,0.0,2458,144,2.040433173533529e-07,0.05,0.00024512301446742506,228.0
300000,0.0,0.0,120.0,0.0,2500,144,1.8769432585941104e-07,0.05,0.00036398648350915275,229.0
305000,0.0,0.0,120.0,0.0,2541,144,4.161687456871732e-07,0.05,0.00018973491646261605,230.0
310000,0.0,0.0,120.0,0.0,2583,144,4.008401219834923e-07,0.05,0.00017712323606562574,231.0
315000,0.0,0.0,120.0,0.0,2625,144,3.400861885438644e-07,0.05,0.00025161105677415374,231.0
320000,0.0,0.0,120.0,0.0,2666,145,8.147765129251638e-08,0.05,0.00019735608877719614,232.0
325000,0.0,0.0,120.0,0.0,2708,145,2.4158060796253267e-07,0.05,0.0003463374699535349,233.0
330000,0.0,0.0,120.0,0.0,2750,148,1.28812723687588e-06,0.05,0.00038258846966064875,240.0
335000,0.0,0.0,120.0,0.0,2791,148,1.997672427478392e-07,0.05,9.936334323031313e-05,240.0
340000,0.0,0.0,120.0,0.0,2833,148,1.1421200269978726e-06,0.05,0.0002919892984347276,240.0
345000,0.0,0.0,120.0,0.0,2875,148,3.8875197105880943e-07,0.05,0.0003496029756635784,241.0
350000,0.0,0.0,120.0,0.0,2916,148,3.618860091592069e-07,0.05,0.00021298696605608918,241.0
355000,0.0,0.0,120.0,0.0,2958,148,4.765377639159851e-07,0.05,0.00023074677788571923,242.0
360000,0.0,0.0,120.0,0.0,3000,148,3.7689505916205235e-07,0.05,0.00017278314911357812,244.0
365000,0.0,0.0,120.0,0.0,3041,148,3.939774728678458e-07,0.05,0.0002913103381002583,244.0
370000,0.0,0.0,120.0,0.0,3083,150,8.691329185239738e-07,0.05,0.00021745542598321035,246.0
375000,0.0,0.0,120.0,0.0,3125,152,3.267300030529441e-07,0.05,0.00022002537016378991,248.0
380000,0.0,0.0,120.0,0.0,3166,152,1.93652999769256e-06,0.05,0.00021809342379763974,248.0
385000,0.0,0.0,120.0,0.0,3208,154,3.169086255638831e-07,0.05,0.00017421824194086195,250.0
390000,0.0,0.0,120.0,0.0,3250,163,7.729664503131062e-06,0.05,0.0003567590896976592,259.0
395000,0.0,0.0,120.0,0.0,3291,163,3.1580336212755356e-07,0.05,0.0002372724354565343,259.0
