step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,100.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,100.0,0.21955,54,25,2.6006380267062923e-06,0.05,0.0006868806838910614,20.0
10000,0.0,0.0,100.0,0.6834499999999999,176,31,0.0005926561425440013,0.05,0.0004093238389778591,25.0
15000,0.0,0.0,100.0,0.651,292,32,0.0005922424606978893,0.05,0.0003306374043431166,26.0
20000,0.0,0.0,100.0,0.9315999999999998,857,32,0.0032567945308983326,0.05,0.00033186346409943315,26.0
25000,0.0,0.0,100.0,0.0573,1026,32,0.00013980023504700512,0.05,0.0001569799987427712,26.0
30000,0.0,0.0,100.0,0.03615,1076,32,1.9801960661425255e-05,0.05,0.00015909751103260414,26.0
35000,0.0,0.0,100.0,0.12399999999999997,1130,32,8.223263284889981e-05,0.05,0.00016816896798646275,26.0
40000,0.955,0.0,5.0,0.82675,1252,32,2.3863540263846517e-05,0.05,0.00020854396055704918,26.0
45000,0.955,0.0,5.0,0.9297999999999998,1496,32,2.4587825464550406e-05,0.05,0.0001797501725145009,26.0
50000,0.0,0.0,100.0,0.9000999999999998,1900,32,0.00012382044224068522,0.05,0.00015910358622658663,26.0
55000,0.955,0.0,5.0,0.8487499999999999,2410,32,6.52798407827504e-05,0.05,0.00017301255911147812,26.0
60000,0.955,0.0,5.0,0.9167499999999998,2871,32,5.7119141274597496e-05,0.05,0.00013948162158887513,26.0
65000,0.0,0.0,100.0,0.9243999999999998,3528,32,0.00027732070884667337,0.05,0.0001187230359167778,26.0
70000,0.955,0.0,5.0,0.9419499999999997,4114,32,0.00010853827552637085,0.05,0.00011652833191107318,26.0
75000,0.955,0.0,5.0,0.9527499999999998,4954,32,5.133648301125504e-05,0.05,0.00011344745080009078,26.0
80000,0.0,0.0,100.0,0.8244499999999999,5395,32,0.0003567164530977607,0.05,9.77903900837967e-05,26.0
85000,0.0,0.0,100.0,0.8586999999999998,5815,32,0.00011588451889110729,0.05,9.555298567548649e-05,26.0
90000,0.955,0.0,5.0,0.9072999999999997,6314,32,3.3733449527062476e-05,0.05,0.00011631051416425442,26.0
95000,0.0,0.0,100.0,0.9225999999999998,7025,32,0.00014192305388860404,0.05,9.775168263776876e-05,26.0
100000,0.955,0.0,5.0,0.9428499999999997,7796,32,0.008416790515184402,0.05,9.34966882107548e-05,26.0
105000,0.955,0.0,5.0,0.9365499999999999,8402,32,8.1759957538452e-05,0.05,8.96013397399085e-05,26.0
110000,0.955,0.0,5.0,0.9500499999999997,8968,32,0.0017259763553738594,0.05,9.156229461011267e-05,26.0
115000,0.0,0.0,100.0,0.9297999999999998,9576,32,0.00023148319451138377,0.05,8.025267593642676e-05,26.0
120000,0.955,0.0,5.0,0.94195,10195,32,0.005333216395229101,0.05,8.871648587670879e-05,26.0
125000,0.0,0.0,100.0,0.9473499999999998,10990,32,0.00010373217810411006,0.05,9.414129538618953e-05,26.0
130000,0.0,0.0,100.0,0.8618500000000001,11671,32,0.00018565307254903018,0.05,7.665866645322729e-05,26.0
135000,0.955,0.0,5.0,0.9369999999999999,11984,32,0.0001046302350005135,0.05,0.00011536777579335486,26.0
140000,0.955,0.0,5.0,0.9522999999999998,12808,32,2.8903563361382112e-05,0.05,8.59164508559224e-05,26.0
145000,0.955,0.0,5.0,0.9536499999999999,13464,32,0.0017190948128700256,0.05,7.949363367632825e-05,26.0
150000,0.0,0.0,100.0,0.9473499999999998,14287,32,5.7110009947791696e-05,0.05,7.842596799157653e-05,26.0
