step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,1024.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,1024.0,0.0,4,48,1.4158090380078647e-06,0.05,0.0005293463091460157,27.0
10000,0.0,0.0,1024.0,0.0,9,266,3.3470109883637633e-06,0.05,0.0014547134406992783,64.0
15000,0.0,0.0,1024.0,0.2927734375,20,316,2.13585499295732e-05,0.05,0.0002552566602178248,74.0
20000,0.0,0.0,1024.0,0.6042138671875,31,343,4.287251067580655e-05,0.05,0.000510280584736551,82.0
25000,0.0,0.0,1024.0,0.8675927734375,88,380,4.33388959208969e-05,0.05,0.0005749467056566462,84.0
30000,0.0,0.0,1024.0,0.6724169921875,96,392,0.0003925268247257918,0.05,0.00047826823727960423,85.0
35000,0.0,0.0,1024.0,0.48051269531250007,101,444,8.71055235620588e-05,0.05,0.0007368272976146447,95.0
40000,0.0,0.0,1024.0,0.2909716796875,106,491,4.5938926632516086e-05,0.05,0.0004398518864554565,96.0
45000,0.0,0.0,1024.0,0.121064453125,112,547,0.00022040519979782403,0.05,0.0004139836605135525,97.0
50000,0.0,0.0,1024.0,0.1485986328125,118,568,6.709557783324271e-05,0.05,0.00031568860386699423,97.0
55000,0.0,0.0,1024.0,0.22157226562500001,125,604,0.00016686106391716748,0.05,0.0003034098685585489,99.0
60000,0.0,0.0,1024.0,0.34361328125,133,638,4.592880213749595e-05,0.05,0.0003010007349396745,99.0
65000,0.0,0.0,1024.0,0.9403662109374998,163,657,6.342062988551334e-05,0.05,0.0003964979334878388,99.0
70000,0.0,0.0,1024.0,0.80322265625,190,666,4.0127004467649385e-05,0.05,0.00018736026556793016,102.0
75000,0.0,0.0,1024.0,0.7363037109375001,208,677,2.0907360521960072e-05,0.05,0.0003257497731956434,103.0
80000,0.0,0.0,1024.0,0.5774169921875,215,689,8.428654109593481e-05,0.05,0.00029876214219547593,107.0
85000,0.0,0.0,1024.0,0.4378662109375001,221,692,0.000147242026287131,0.05,0.000250197587735509,107.0
90000,0.0,0.0,1024.0,0.39783203124999994,232,692,8.487480954499915e-06,0.05,0.00021919637538351578,107.0
95000,0.0,0.0,1024.0,0.6476220703124999,245,696,6.202507938724011e-05,0.05,0.00016532185551031958,107.0
100000,0.0,0.0,1024.0,0.5091455078125,250,698,2.6489418814890087e-05,0.05,0.00018548713006955872,107.0
105000,0.0,0.0,1024.0,0.44358886718749996,260,706,2.2778764105169103e-05,0.05,0.00017325404389417182,107.0
110000,0.0,0.0,1024.0,0.8917187499999999,286,706,4.899017221760005e-05,0.05,0.0002748993100024049,107.0
115000,0.0,0.0,1024.0,0.7461376953125001,300,708,2.410080014669802e-05,0.05,0.00014863645859769165,107.0
120000,0.0,0.0,1024.0,0.6670458984375001,310,711,2.492268686182797e-05,0.05,0.00018094358342379664,108.0
125000,0.0,0.0,1024.0,0.5668603515624999,322,714,0.0010631470941007137,0.05,0.00014729339016135722,108.0
130000,0.0,0.0,1024.0,0.6125537109375,334,719,0.001053249230608344,0.05,0.0003576974716279477,108.0
135000,0.0,0.0,1024.0,0.5760009765625,343,721,3.0328006687341258e-05,0.05,0.00023329000314000964,108.0
140000,0.0,0.0,1024.0,0.4724853515625,351,728,0.0032581717241555452,0.05,0.0003585274371235286,108.0
145000,0.0,0.0,1024.0,0.5126953125,363,731,1.9173610780853778e-05,0.05,0.0002965146351242127,108.0
150000,0.0,0.0,1024.0,0.6239794921875002,373,735,1.9566134142223746e-05,0.05,0.00017494028665525596,108.0
155000,0.0,0.0,1024.0,0.5908007812499999,385,736,2.6104182325070724e-05,0.05,0.00029165509309142426,108.0
160000,0.0,0.0,1024.0,0.546416015625,393,736,1.1433548934292048e-05,0.05,0.00021150215277278666,108.0
165000,0.0,0.0,1024.0,0.5734423828125,405,738,4.415713556227274e-05,0.05,0.00013165629147505453,108.0
170000,0.0,0.0,1024.0,0.4887548828125,410,740,7.524742977693677e-05,0.05,0.00018555888697369588,108.0
175000,0.0,0.0,1024.0,0.426396484375,419,740,2.272714118589647e-05,0.05,0.00017564685579510853,108.0
180000,0.0,0.0,1024.0,0.5115429687499999,430,740,1.1327767424518242e-05,0.05,0.00010118912054381829,108.0
185000,0.0,0.0,1024.0,0.5856884765625,441,743,2.3749871616018936e-05,0.05,0.0002095142228180403,108.0
190000,0.0,0.0,1024.0,0.70267578125,457,752,1.2689179129665717e-05,0.05,0.0001715326326960415,108.0
195000,0.0,0.0,1024.0,0.65794921875,465,752,2.750140629359521e-05,0.05,8.261030208307525e-05,108.0
200000,0.0,0.0,1024.0,0.5460205078125,475,752,1.075690033758292e-05,0.05,0.0001548774627355823,108.0
205000,0.0,0.0,1024.0,0.42933105468750005,482,752,1.1636757335509174e-05,0.05,0.0002139211130772128,108.0
210000,0.0,0.0,1024.0,0.42354003906250004,489,756,1.9737166439881548e-05,0.05,0.0001797585101604518,108.0
215000,0.0,0.0,1024.0,0.267353515625,495,757,0.00010423014464322478,0.05,0.00033173873760239067,108.0
