step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,epsilon
0,0.0,0.0,490.0,0.0,0,1,,1.0
5000,0.0,0.0,490.0,0.0,10,60,1.3620679055748042e-06,0.940625
10000,0.0,0.0,490.0,0.0,20,69,4.184223598713288e-07,0.88125
15000,0.0,0.0,490.0,0.0,30,69,1.9106917648059607e-07,0.821875
20000,0.0,0.0,490.0,0.0,40,69,1.0547559980977894e-07,0.7625
25000,0.0,0.0,490.0,0.0,51,76,9.178884141647359e-08,0.703125
30000,0.0,0.0,490.0,0.0,61,76,2.439229831452394e-07,0.64375
35000,0.0,0.0,490.0,0.020285714285714285,71,76,2.734692543526762e-07,0.5843750000000001
40000,0.0,0.0,490.0,0.020285714285714285,81,76,5.568834353653074e-07,0.525
45000,0.0,0.0,490.0,0.0,92,76,1.1038799385687526e-07,0.46562500000000007
50000,0.0,0.0,490.0,0.0,102,76,5.171398242964642e-08,0.40625
55000,0.0,0.0,490.0,0.0,112,76,7.631154375076221e-08,0.34687500000000004
60000,0.0,0.0,490.0,0.0,122,76,5.182571953810111e-07,0.2875000000000001
65000,0.0,0.0,490.0,0.0,132,76,2.751710148629627e-08,0.22812500000000002
70000,0.0,0.0,490.0,0.0,143,76,2.588151915006165e-08,0.16875000000000007
75000,0.0,0.0,490.0,0.0,153,76,1.442120947103831e-07,0.109375
80000,0.0,0.0,490.0,0.0,163,76,4.643016637828623e-08,0.050000000000000044
85000,0.0,0.0,490.0,0.0,173,76,1.5015000087714725e-07,0.050000000000000044
90000,0.0,0.0,490.0,0.0,183,76,6.033602772959057e-08,0.050000000000000044
95000,0.0,0.0,490.0,0.0,194,76,4.674453535358225e-08,0.050000000000000044
100000,0.0,0.0,490.0,0.0,204,76,1.3242774343780184e-07,0.050000000000000044
105000,0.0,0.0,490.0,0.0,214,76,5.090492649628686e-08,0.050000000000000044
110000,0.0,0.0,490.0,0.0,224,76,4.426534161439122e-08,0.050000000000000044
115000,0.0,0.0,490.0,0.0,234,76,5.1391992883509374e-08,0.050000000000000044
120000,0.0,0.0,490.0,0.0,245,76,6.382133221904951e-08,0.050000000000000044
125000,0.0,0.0,490.0,0.0,255,76,7.072242880212798e-08,0.050000000000000044
130000,0.0,0.0,490.0,0.0,265,76,3.544214450812433e-07,0.050000000000000044
135000,0.0,0.0,490.0,0.0,275,76,3.1554357349250495e-08,0.050000000000000044
140000,0.0,0.0,490.0,0.0,285,76,3.0176956045124825e-08,0.050000000000000044
145000,0.0,0.0,490.0,0.0,296,76,6.650493844517769e-08,0.050000000000000044
150000,0.0,0.0,490.0,0.0,306,76,9.854225879735168e-09,0.050000000000000044
155000,0.0,0.0,490.0,0.0,316,76,1.8767460474578e-08,0.050000000000000044
160000,0.0,0.0,490.0,0.0,326,76,2.825311540277653e-08,0.050000000000000044
165000,0.0,0.0,490.0,0.0,336,76,3.116744551334705e-08,0.050000000000000044
170000,0.0,0.0,490.0,0.0,347,76,1.682921002554849e-08,0.050000000000000044
175000,0.0,0.0,490.0,0.0,357,76,1.74606427094659e-08,0.050000000000000044
180000,0.0,0.0,490.0,0.0,367,76,8.167063469954883e-09,0.050000000000000044
185000,0.0,0.0,490.0,0.007020408163265307,377,79,7.903220300420344e-09,0.050000000000000044
190000,0.0,0.0,490.0,0.007020408163265307,388,79,9.429626146584269e-08,0.050000000000000044
195000,0.0,0.0,490.0,0.0,398,79,1.0134959538277144e-08,0.050000000000000044
200000,0.0,0.0,490.0,0.0,408,79,4.593599278734928e-09,0.050000000000000044
205000,0.0,0.0,490.0,0.0,418,79,2.141309174419348e-08,0.050000000000000044
210000,0.0,0.0,490.0,0.0,428,79,1.7559738552108684e-08,0.050000000000000044
215000,0.0,0.0,490.0,0.0,439,79,1.0223220670013689e-07,0.050000000000000044
220000,0.0,0.0,490.0,0.0,449,79,3.5461926728430626e-08,0.050000000000000044
225000,0.0,0.0,490.0,0.0,459,79,6.757873194374042e-08,0.050000000000000044
230000,0.0,0.0,490.0,0.0,469,79,5.672815106549933e-09,0.050000000000000044
235000,0.0,0.0,490.0,0.0,479,79,1.3213820260205011e-08,0.050000000000000044
240000,0.0,0.0,490.0,0.0,490,79,2.719999088185432e-07,0.050000000000000044
245000,0.0,0.0,490.0,0.0,500,79,1.9351078606177907e-07,0.050000000000000044
250000,0.0,0.0,490.0,0.0,510,79,2.3035389151715435e-09,0.050000000000000044
255000,0.0,0.0,490.0,0.0,520,79,6.0288085634851996e-09,0.050000000000000044
260000,0.0,0.0,490.0,0.0,530,79,2.72067923745567e-09,0.050000000000000044
265000,0.0,0.0,490.0,0.0,541,79,2.0524149491052412e-08,0.050000000000000044
270000,0.0,0.0,490.0,0.0,551,79,6.903481342135365e-09,0.050000000000000044
275000,0.0,0.0,490.0,0.0,561,79,3.06252836423937e-08,0.050000000000000044
280000,0.0,0.0,490.0,0.0,571,79,1.0434940023174022e-08,0.050000000000000044
285000,0.0,0.0,490.0,0.0,581,79,1.2961762330121473e-08,0.050000000000000044
290000,0.0,0.0,490.0,0.0,592,79,4.931351327286393e-09,0.050000000000000044
295000,0.0,0.0,490.0,0.0,602,79,3.1982605008806786e-08,0.050000000000000044
300000,0.0,0.0,490.0,0.0,612,79,1.0517858584080386e-07,0.050000000000000044
305000,0.0,0.0,490.0,0.0,622,79,4.268107645089003e-09,0.050000000000000044
310000,0.0,0.0,490.0,0.0,632,79,1.9274901674748435e-09,0.050000000000000044
315000,0.0,0.0,490.0,0.0,643,79,7.025472648081177e-09,0.050000000000000044
320000,0.0,0.0,490.0,0.0,653,79,1.883739741970203e-08,0.050000000000000044
325000,0.0,0.0,490.0,0.0,663,79,3.366284140327025e-09,0.050000000000000044
330000,0.0,0.0,490.0,0.0,673,79,2.2202248928238077e-09,0.050000000000000044
335000,0.0,0.0,490.0,0.0,683,79,7.36391712052864e-08,0.050000000000000044
340000,0.0,0.0,490.0,0.0,694,79,1.5972752009929536e-09,0.050000000000000044
345000,0.0,0.0,490.0,0.0,704,79,9.622577401557919e-09,0.050000000000000044
350000,0.0,0.0,490.0,0.0,714,79,5.441173556164358e-08,0.050000000000000044
355000,0.0,0.0,490.0,0.0,724,79,1.4200862707980377e-09,0.050000000000000044
360000,0.0,0.0,490.0,0.0,734,79,2.6280869036554577e-08,0.050000000000000044
365000,0.0,0.0,490.0,0.0,745,79,7.725708073280657e-09,0.050000000000000044
370000,0.0,0.0,490.0,0.0,755,79,1.2198371202032376e-08,0.050000000000000044
375000,0.0,0.0,490.0,0.0,765,79,2.3428203377307e-08,0.050000000000000044
380000,0.0,0.0,490.0,0.010326530612244894,775,79,1.050742337582733e-08,0.050000000000000044
385000,0.0,0.0,490.0,0.010326530612244894,786,79,9.519814270220195e-09,0.050000000000000044
390000,0.0,0.0,490.0,0.0,796,79,1.5965992972155618e-08,0.050000000000000044
395000,0.0,0.0,490.0,0.0,806,79,5.5151801348074514e-08,0.050000000000000044
