step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon
0,0.0,0.0,0.0,0,1,,1.0
5000,0.0,0.0,0.0,5,160,8.847973163028655e-07,0.940625
10000,0.0,0.0,0.0,10,160,1.543229188882833e-07,0.88125
15000,0.0,0.0,0.0,15,160,1.1169827018875367e-07,0.821875
20000,0.0,0.0,0.0,20,160,8.325644529350029e-08,0.7625
25000,0.0,0.0,0.0,25,160,9.737030950418557e-07,0.703125
30000,0.0,0.0,0.0,30,160,2.2965857624512864e-06,0.64375
35000,0.0,0.0,0.0,35,160,4.7460339658300654e-08,0.5843750000000001
40000,0.0,0.0,0.0,40,160,3.310579756998777e-07,0.525
45000,0.0,0.0,0.0,45,160,7.423120251814908e-08,0.46562500000000007
50000,0.0,0.0,0.0,50,160,1.7248419581505914e-08,0.40625
55000,0.0,0.0,0.0,55,160,1.5994849889011675e-07,0.34687500000000004
60000,0.0,0.0,0.0,60,160,1.9827965047625185e-07,0.2875000000000001
65000,0.0,0.0,0.0,65,160,8.96403022920822e-08,0.22812500000000002
70000,0.0,0.0,0.0,70,160,9.975899217806727e-08,0.16875000000000007
75000,0.0,0.0,0.0,75,160,1.1911890851479257e-07,0.109375
80000,0.0,0.0,0.0,80,160,5.422488769113443e-08,0.050000000000000044
85000,0.0,0.0,0.0,85,160,1.9354729374754243e-07,0.050000000000000044
90000,0.0,0.0,0.0,90,160,4.1465231248594137e-08,0.050000000000000044
95000,0.0,0.0,0.0,95,160,3.4402834359070766e-08,0.050000000000000044
100000,0.0,0.0,0.0,100,160,8.334912138252548e-08,0.050000000000000044
105000,0.0,0.0,0.0,105,160,3.108325330458683e-08,0.050000000000000044
110000,0.0,0.0,0.0,110,160,2.433686674407909e-08,0.050000000000000044
115000,0.0,0.0,0.0,115,160,5.244294243311742e-08,0.050000000000000044
120000,0.0,0.0,0.0,120,160,1.1177419168006963e-07,0.050000000000000044
125000,0.0,0.0,0.0,125,160,8.665232797966382e-08,0.050000000000000044
