step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon
130000,0.0,0.0,0.0,130,160,4.2224115759381675e-08,0.050000000000000044
135000,0.0,0.0,0.0,135,160,1.4929179670275516e-08,0.050000000000000044
140000,0.0,0.0,0.0,140,160,1.1228335594637429e-08,0.050000000000000044
145000,0.0,0.0,0.0,145,160,5.616694807031308e-07,0.050000000000000044
150000,0.0,0.0,0.0,150,160,5.867585528562813e-09,0.050000000000000044
155000,0.0,0.0,0.0,155,160,2.7545492997660403e-08,0.050000000000000044
160000,0.0,0.0,0.0,160,160,2.1165575958548288e-07,0.050000000000000044
165000,0.0,0.0,0.0,165,160,3.917745239334636e-09,0.050000000000000044
170000,0.0,0.0,0.0,170,160,9.609123274856302e-09,0.050000000000000044
175000,0.0,0.0,0.0,175,160,6.543113073576023e-08,0.050000000000000044
180000,0.0,0.0,0.0,180,160,6.730162738222134e-08,0.050000000000000044
185000,0.0,0.0,0.0,185,160,1.2621816480873349e-08,0.050000000000000044
190000,0.0,0.0,0.0,190,160,6.723841483591286e-09,0.050000000000000044
195000,0.0,0.0,0.0,195,160,3.375267354499556e-08,0.050000000000000044
200000,0.0,0.0,0.0,200,160,4.926416607986539e-08,0.050000000000000044
205000,0.0,0.0,0.0,205,160,1.3164149770261702e-09,0.050000000000000044
210000,0.0,0.0,0.0,210,160,1.748697719961001e-08,0.050000000000000044
215000,0.0,0.0,0.0,215,160,1.4865219277737651e-08,0.050000000000000044
220000,0.0,0.0,0.0,220,160,1.1572794944569864e-09,0.050000000000000044
225000,0.0,0.0,0.0,225,160,4.057732638784728e-08,0.050000000000000044
230000,0.0,0.0,0.0,230,160,1.0484050294579106e-09,0.050000000000000044
235000,0.0,0.0,0.0,235,160,2.3350386513243393e-08,0.050000000000000044
240000,0.0,0.0,0.0,240,160,1.341905573326585e-07,0.050000000000000044
245000,0.0,0.0,0.0,245,160,1.6420370840819487e-08,0.050000000000000044
250000,0.0,0.0,0.0,250,160,1.856137643585498e-08,0.050000000000000044
255000,0.0,0.0,0.0,255,160,6.218371151334168e-09,0.050000000000000044
260000,0.0,0.0,0.0,260,160,7.2519208416110814e-09,0.050000000000000044
265000,0.0,0.0,0.0,265,160,7.3245507437036395e-09,0.050000000000000044
270000,0.0,0.0,0.0,270,160,2.1172640529698583e-08,0.050000000000000044
275000,0.0,0.0,0.0,275,160,9.475545681425501e-09,0.050000000000000044
280000,0.0,0.0,0.0,280,160,1.8391958178654022e-08,0.050000000000000044
285000,0.0,0.0,0.0,285,160,6.321013490406813e-09,0.050000000000000044
290000,0.0,0.0,0.0,290,160,3.871895692952876e-09,0.050000000000000044
295000,0.0,0.0,0.0,295,160,4.1484639723421424e-08,0.050000000000000044
300000,0.0,0.0,0.0,300,160,3.1099535391376776e-08,0.050000000000000044
305000,0.0,0.0,0.0,305,160,8.537028861610452e-09,0.050000000000000044
310000,0.0,0.0,0.0,310,160,3.383302171755531e-08,0.050000000000000044
315000,0.0,0.0,0.0,315,160,1.9150240504473004e-08,0.050000000000000044
320000,0.0,0.0,0.0,320,160,2.023925249616809e-09,0.050000000000000044
325000,0.0,0.0,0.0,325,160,1.24833494652421e-08,0.050000000000000044
330000,0.0,0.0,0.0,330,160,2.499762175034448e-08,0.050000000000000044
335000,0.0,0.0,0.0,335,160,2.023333500744684e-09,0.050000000000000044
340000,0.0,0.0,0.0,340,160,5.208733000472421e-09,0.050000000000000044
345000,0.0,0.0,0.0,345,160,1.903375945744301e-08,0.050000000000000044
350000,0.0,0.0,0.0,350,160,1.4341393628214405e-09,0.050000000000000044
355000,0.0,0.0,0.0,355,160,5.334335639872734e-08,0.050000000000000044
360000,0.0,0.0,0.0,360,160,5.343149034331418e-09,0.050000000000000044
365000,0.0,0.0,0.0,365,160,8.393638672998804e-09,0.050000000000000044
370000,0.0,0.0,0.0,370,160,9.634930364654792e-08,0.050000000000000044
375000,0.0,0.0,0.0,375,160,2.9022258374311605e-08,0.050000000000000044
380000,0.0,0.0,0.0,380,160,4.779384710218437e-08,0.050000000000000044
385000,0.0,0.0,0.0,385,160,3.5961003064244323e-09,0.050000000000000044
390000,0.0,0.0,0.0,390,160,1.9141083384965896e-08,0.050000000000000044
395000,0.0,0.0,0.0,395,160,6.933149165888608e-09,0.050000000000000044
