step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
215000,0.0,0.0,0.0,2150,53,4.864771767643106e-07,0.05,0.00013737094462505485,67.0
220000,0.0,0.0,0.0,2200,54,7.336421390391479e-07,0.05,9.758185299654856e-05,68.0
225000,0.0,0.0,0.0,2250,54,2.3743987753732654e-07,0.05,0.00016453872551069383,68.0
230000,0.0,0.0,0.0,2300,54,3.95771394323674e-06,0.05,9.752795129711151e-05,71.0
235000,0.0,0.0,0.0,2350,54,1.3866913661786384e-07,0.05,0.00011316351637060243,71.0
240000,0.0,0.0,0.0,2400,54,5.418588671091129e-07,0.05,0.00011079919088059114,71.0
245000,0.0,0.0,0.0,2450,54,1.4027709482888895e-07,0.05,9.092186090607724e-05,71.0
250000,0.0,0.0,0.0,2500,54,1.1234599242015975e-06,0.05,9.348352045838277e-05,71.0
255000,0.0,0.0,0.0,2550,54,1.9736783940516034e-07,0.05,0.0001044869614619409,71.0
260000,0.0,0.0,0.0,2600,54,2.0518027668003924e-06,0.05,0.0001013479366299293,71.0
265000,0.0,0.0,0.0,2650,54,2.095596727258453e-07,0.05,9.841076035799602e-05,71.0
270000,0.0,0.0,0.0,2700,54,5.443245640890382e-07,0.05,9.189234110115148e-05,71.0
275000,0.0,0.0,0.0,2750,54,3.978023244144424e-07,0.05,0.000107487436852534,71.0
280000,0.0,0.0,0.0,2800,54,6.718335043842671e-08,0.05,0.00010055183773973565,71.0
285000,0.0,0.0,0.0,2850,54,8.602967227488989e-07,0.05,0.00010057332217418,71.0
290000,0.0,0.0,0.0,2900,54,2.538241915317485e-06,0.05,9.397453815636111e-05,71.0
295000,0.0,0.0,0.0,2950,54,4.5235447032609954e-07,0.05,0.00011908474687515252,71.0
300000,0.0,0.0,0.0,3000,54,9.112415000345209e-08,0.05,9.730536764717582e-05,71.0
305000,0.0,0.0,0.0,3050,54,1.8242455723793682e-07,0.05,9.621612677436225e-05,71.0
310000,0.0,0.0,0.0,3100,54,2.3208059474200127e-07,0.05,8.274593759542984e-05,71.0
315000,0.0,0.0,0.0,3150,54,1.1563718089746544e-06,0.05,8.84116276395068e-05,71.0
320000,0.0,0.0,0.0,3200,54,3.925981104657694e-07,0.05,8.648386767790925e-05,71.0
325000,0.0,0.0,0.0,3250,54,2.9700655090891814e-07,0.05,7.800315071966038e-05,71.0
330000,0.0,0.0,0.0,3300,54,2.021579803113127e-06,0.05,0.00010289858743693223,71.0
335000,0.0,0.0,0.0,3350,54,5.223772063800425e-07,0.05,0.00010056765866984419,71.0
340000,0.0,0.0,0.0,3400,54,3.324233261992049e-07,0.05,9.084884766456228e-05,71.0
345000,0.0,0.0,0.0,3450,54,6.394633942363726e-07,0.05,9.302078215381257e-05,71.0
350000,0.0,0.0,0.0,3500,54,6.555676463904092e-07,0.05,0.00015836475988557146,71.0
355000,0.0,0.0,0.0,3550,54,1.4032347053216654e-06,0.05,0.00011575084245104249,71.0
360000,0.0,0.0,0.0,3600,54,7.886859521022416e-07,0.05,9.894399372193978e-05,71.0
365000,0.0,0.0,0.0,3650,54,3.734813276423665e-07,0.05,0.00010488999457772358,71.0
370000,0.0,0.0,0.0,3700,54,2.3990960471564904e-06,0.05,8.133260309737811e-05,71.0
375000,0.0,0.0,0.0,3750,54,1.663168802679138e-07,0.05,8.066201186558085e-05,71.0
380000,0.0,0.0,0.0,3800,54,4.811511189473094e-07,0.05,7.060319980742672e-05,71.0
385000,0.0,0.0,0.0,3850,54,4.668291921916534e-07,0.05,8.754754546806951e-05,71.0
390000,0.0,0.0,0.0,3900,54,1.8067578366753878e-07,0.05,0.00010287683703317982,71.0
395000,0.0,0.0,0.0,3950,54,5.681264383383677e-07,0.05,8.61723345402782e-05,71.0
