step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,0.0,50,27,5.0865837692981586e-05,0.05,0.00058055121426889,27.0
10000,0.0,0.0,0.0,100,28,4.0754980545898434e-07,0.05,0.0006180623955872903,28.0
15000,0.0,0.0,0.0,150,28,1.3867665416000818e-07,0.05,0.0005649864190400447,31.0
20000,0.0,0.0,0.0,200,30,9.455651479584049e-07,0.05,0.0006522710100698075,34.0
25000,0.0,0.0,0.0,250,30,4.981702659279108e-07,0.05,0.0005747253913187498,34.0
30000,0.0,0.0,0.0,300,35,2.3279371816897765e-06,0.05,0.00023650808376529623,39.0
35000,0.0,0.0,0.0,350,35,4.960908768225636e-07,0.05,0.0002951110598250508,39.0
40000,0.0,0.0,0.0,400,36,9.976220098906197e-07,0.05,0.0002832210632828949,44.0
45000,0.0,0.0,0.0,450,37,5.449398940982064e-07,0.05,0.0002231366570253819,47.0
50000,0.0,0.0,0.0,500,37,5.382740255299723e-06,0.05,0.00026617983486135763,47.0
55000,0.0,0.0,0.0,550,37,1.7955675275516114e-06,0.05,0.00022856944991192453,47.0
60000,0.0,0.0,0.0,600,37,2.1999676391715184e-07,0.05,0.0002656140150524516,47.0
65000,0.0,0.0,0.0,650,37,4.7240371259249514e-07,0.05,0.00019848294474154955,47.0
70000,0.0,0.0,0.0,700,38,1.1112318532013887e-07,0.05,0.0003899428092062921,51.0
75000,0.0,0.0,0.0,750,38,3.1275104106498475e-07,0.05,0.00019626314636034104,51.0
80000,0.0,0.0,0.0,800,38,3.1641968689655187e-07,0.05,0.00020578554505520618,51.0
85000,0.0,0.0,0.0,850,38,9.634966602334316e-08,0.05,0.00018931671350801632,51.0
90000,0.0,0.0,0.0,900,38,1.8307844129594741e-07,0.05,0.00018934587420312775,51.0
95000,0.0,0.0,0.0,950,38,4.2217178020109714e-07,0.05,0.00018076649816717327,51.0
100000,0.0,0.0,0.0,1000,38,1.744643327583617e-06,0.05,0.000162110151515707,51.0
105000,0.0,0.0,0.0,1050,38,4.672694444707304e-07,0.05,0.0001566938069246308,51.0
110000,0.0,0.0,0.0,1100,38,2.9587948802145547e-07,0.05,0.0001656596932833318,51.0
115000,0.0,0.0,0.0,1150,38,2.869964532692393e-07,0.05,0.00016698662262620278,51.0
120000,0.0,0.0,0.0,1200,38,1.0623210755511536e-06,0.05,0.00016430649827514477,51.0
125000,0.0,0.0,0.0,1250,38,4.152981318839011e-07,0.05,0.00033587513800804875,52.0
130000,0.0,0.0,0.0,1300,38,2.8705775889648066e-07,0.05,0.00016482150126550745,52.0
135000,0.0,0.0,0.0,1350,38,4.384160661174974e-07,0.05,0.00034342419958988097,52.0
140000,0.0,0.0,0.0,1400,38,1.5763396277179709e-06,0.05,0.000170689414490859,52.0
145000,0.0,0.0,0.0,1450,45,6.810586228311877e-07,0.05,0.0002707876814035044,59.0
150000,0.0,0.0,0.0,1500,49,2.1213777472439688e-06,0.05,0.00039882001009379953,63.0
155000,0.0,0.0,0.0,1550,52,1.0522219326958293e-06,0.05,0.00014705366574226515,66.0
160000,0.0,0.0,0.0,1600,52,1.3819684454574599e-06,0.05,0.00013317256330514388,66.0
165000,0.0,0.0,0.0,1650,52,3.67736845419131e-07,0.05,0.00012195382854242448,66.0
170000,0.0,0.0,0.0,1700,52,1.0359058251196984e-05,0.05,0.00014552213857784303,66.0
175000,0.0,0.0,0.0,1750,53,5.685431148094722e-08,0.05,0.00014580845206333342,67.0
180000,0.0,0.0,0.0,1800,53,6.714670064411621e-08,0.05,0.00012629097566534787,67.0
185000,0.0,0.0,0.0,1850,53,2.463297903432249e-07,0.05,0.0001996171396284379,67.0
190000,0.0,0.0,0.0,1900,53,4.2018683643618715e-07,0.05,0.0001276091941826337,67.0
195000,0.0,0.0,0.0,1950,53,2.0860548488599306e-07,0.05,0.0001554420155716747,67.0
200000,0.0,0.0,0.0,2000,53,1.7392690097040031e-06,0.05,0.00012450591444849936,67.0
205000,0.0,0.0,0.0,2050,53,1.0747899068519473e-06,0.05,0.00011518401986155665,67.0
210000,0.0,0.0,0.0,2100,53,3.8664111912112276e-07,0.05,0.00012174245722553348,67.0
