step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss
0,0.0,0.0,0.0,0,1,
5000,0.0,0.0,0.5269499999999999,65,32,0.009462988935410976
10000,0.0,0.0,0.14965,269,32,0.00382458558306098
15000,0.955,0.0,0.9504999999999997,563,32,0.0019874339923262596
20000,0.955,0.0,0.9423999999999999,1321,32,0.0010122425155714154
25000,0.955,0.0,0.9275500000000003,1758,32,0.0014149792259559035
30000,0.955,0.0,0.9379000000000002,2393,32,0.0003495626733638346
35000,0.955,0.0,0.9298,3030,32,0.00015376185183413327
40000,0.955,0.0,0.9261999999999999,3707,32,9.546492947265506e-05
45000,0.955,0.0,0.9140500000000001,4437,32,0.00016424572095274925
50000,0.955,0.0,0.9455499999999999,5184,32,6.526915967697278e-05
55000,0.955,0.0,0.93835,5993,32,3.0982682801550254e-05
60000,0.955,0.0,0.9450999999999998,6736,32,3.076308348681778e-05
65000,0.955,0.0,0.9117999999999998,7497,32,0.00024396899971179664
70000,0.955,0.0,0.9477999999999998,8342,32,4.623815038939938e-05
75000,0.955,0.0,0.9477999999999998,9233,32,1.542878817417659e-05
80000,0.955,0.0,0.9284499999999998,9968,32,0.00010224400466540828
85000,0.955,0.0,0.9469,10795,32,2.6799556508194655e-05
90000,0.955,0.0,0.9415000000000001,11562,32,6.520221359096467e-05
95000,0.955,0.0,0.9486999999999997,12437,32,7.669452315894887e-05
100000,0.955,0.0,0.9392499999999998,13225,32,2.7254825909039937e-05
105000,0.955,0.0,0.9500499999999997,14076,32,4.137205905863084e-05
110000,0.955,0.0,0.9478000000000002,14927,32,4.1140021494356915e-05
115000,0.955,0.0,0.9468999999999997,15844,32,2.1526537238969468e-05
120000,0.955,0.0,0.9549999999999997,16792,32,2.3616248654434457e-05
125000,0.955,0.0,0.9536499999999997,17749,32,5.264655192149803e-05
130000,0.955,0.0,0.9513999999999999,18690,32,2.1981897589284927e-05
135000,0.955,0.0,0.9545499999999999,19668,32,5.24765819136519e-05
140000,0.955,0.0,0.9545499999999997,20620,32,7.656573143322021e-05
145000,0.955,0.0,0.9446500000000002,21478,32,3.052490501431748e-05
150000,0.955,0.0,0.9500499999999997,22331,32,1.5128036466194317e-05
155000,0.955,0.0,0.9540999999999998,23251,32,1.834252179833129e-05
160000,0.955,0.0,0.9522999999999996,24223,32,1.0256562745780684e-05
165000,0.955,0.0,0.9531999999999998,25166,32,0.00017692761321086437
170000,0.955,0.0,0.9513999999999999,26115,32,1.188219084724551e-05
175000,0.955,0.0,0.9536499999999999,27039,32,4.856226951233111e-05
180000,0.955,0.0,0.9527499999999997,28013,32,1.5669480490032583e-05
185000,0.955,0.0,0.9437499999999999,28967,32,4.705880655819783e-06
190000,0.955,0.0,0.9478,29884,32,9.438129927730188e-05
195000,0.955,0.0,0.9527499999999998,30837,32,3.262617383370525e-06
200000,0.955,0.0,0.9540999999999997,31804,32,7.411738624796271e-05
205000,0.955,0.0,0.9531999999999996,32787,32,3.3591695682844147e-06
210000,0.955,0.0,0.9545499999999997,33711,32,5.949382284597959e-06
215000,0.955,0.0,0.9549999999999997,34675,32,1.6010133549571037e-05
220000,0.955,0.0,0.9540999999999997,35650,32,1.2750499081448652e-05
225000,0.955,0.0,0.9549999999999997,36638,32,3.2844662200659513e-05
230000,0.955,0.0,0.9531999999999998,37613,32,6.291157660598401e-06
235000,0.955,0.0,0.9527499999999998,38557,32,8.401502782362513e-06
240000,0.955,0.0,0.9545499999999999,39427,32,1.3375329217524268e-05
245000,0.955,0.0,0.9545499999999999,40406,32,1.0578237379377242e-05
250000,0.955,0.0,0.9532,41388,32,2.819590235958458e-06
255000,0.955,0.0,0.9509499999999995,42275,32,3.0644841899629682e-06
260000,0.955,0.0,0.9536499999999997,43255,32,9.042939382197801e-06
265000,0.955,0.0,0.95365,44136,32,2.3044797217153246e-06
270000,0.955,0.0,0.9531999999999996,45106,32,1.6869611499714665e-05
275000,0.955,0.0,0.9545499999999999,46058,32,1.3437763300316874e-05
