step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss
280000,0.955,0.0,0.9549999999999997,46996,32,9.898381904349662e-06
285000,0.955,0.0,0.9536499999999997,47958,32,5.5420667194994166e-05
290000,0.955,0.0,0.9540999999999998,48928,32,3.1061895242601167e-06
295000,0.955,0.0,0.9540999999999997,49876,32,1.997399886022322e-05
300000,0.955,0.0,0.9549999999999997,50865,32,4.6008642584638437e-07
305000,0.955,0.0,0.9486999999999999,51807,32,6.149648470454849e-06
310000,0.955,0.0,0.9432999999999998,52685,32,1.5289846487576142e-05
315000,0.955,0.0,0.9549999999999997,53662,32,7.2027100941340905e-06
320000,0.955,0.0,0.9527500000000002,54628,32,1.7665307723291335e-06
325000,0.955,0.0,0.9536499999999997,55581,32,1.9917356439691503e-06
330000,0.955,0.0,0.9549999999999997,56572,32,2.2749156869394938e-06
335000,0.955,0.0,0.9500499999999997,57538,32,1.6340543879778124e-05
340000,0.955,0.0,0.9549999999999997,58507,32,6.060598025214858e-06
345000,0.955,0.0,0.9549999999999997,59470,32,1.9041995074076112e-06
350000,0.955,0.0,0.9549999999999997,60399,32,7.863617952352797e-07
355000,0.955,0.0,0.9522999999999999,61387,32,1.3469405530486256e-05
360000,0.955,0.0,0.9487,62360,32,1.2615447303687688e-05
365000,0.955,0.0,0.9540999999999997,63297,32,3.0861349387123482e-06
370000,0.955,0.0,0.9545499999999997,64265,32,1.227287839355995e-06
375000,0.955,0.0,0.9545499999999997,65250,32,3.586286402423866e-05
380000,0.955,0.0,0.9549999999999997,66223,32,1.7886717614601366e-05
385000,0.955,0.0,0.9531999999999996,67203,32,2.503599716874305e-06
390000,0.955,0.0,0.9531999999999998,68179,32,2.403896905889269e-05
395000,0.955,0.0,0.9540999999999997,69139,32,7.016011750238249e-06
