step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,640.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,640.0,0.0,7,64,1.7099597471315064e-06,0.05,0.0013361755348184937,75.0
10000,0.0,0.0,640.0,0.0,15,80,1.7617494449950755e-06,0.05,0.0012599992792785258,109.0
15000,0.0,0.0,640.0,0.0,23,96,2.738919420153252e-06,0.05,0.0017546547777180445,238.0
20000,0.0,0.0,640.0,0.0,31,96,7.872182550272555e-07,0.05,0.0009825562125206238,310.0
25000,0.0,0.0,640.0,0.0,39,96,1.0051697927337955e-06,0.05,0.0021090975960925476,394.0
30000,0.0,0.0,640.0,0.0,46,96,2.5160716177197173e-06,0.05,0.0013660592620145034,444.0
35000,0.0,0.0,640.0,0.0,54,96,9.919793910739827e-07,0.05,0.0006249079880262714,517.0
40000,0.0,0.0,640.0,0.0,62,96,1.4609977370128036e-06,0.05,0.0005828445042664508,531.0
45000,0.0,0.0,640.0,0.0,70,96,9.363316735289118e-07,0.05,0.0005733046543693971,551.0
50000,0.0,0.0,640.0,0.0,78,96,4.085252385266358e-06,0.05,0.0011348115531118002,594.0
55000,0.0,0.0,640.0,0.0,85,96,1.1486173434605007e-06,0.05,0.0013284093704288608,613.0
60000,0.0,0.0,640.0,0.0,93,96,4.082946816197364e-06,0.05,0.0019242830667579338,688.0
65000,0.0,0.0,640.0,0.0,101,96,3.23326912621269e-06,0.05,0.0010108361300997792,728.0
70000,0.0,0.0,640.0,0.0,109,96,2.03723766389885e-06,0.05,0.001335593371962132,772.0
75000,0.0,0.0,640.0,0.0,117,96,1.148383603322145e-06,0.05,0.0015022641654254527,835.0
80000,0.0,0.0,640.0,0.0,125,96,5.857088467564608e-07,0.05,0.0008004980407469525,849.0
85000,0.0,0.0,640.0,0.0,132,96,8.84060000316822e-07,0.05,0.002087297449986361,891.0
90000,0.0,0.0,640.0,0.0,140,96,1.0648709576344118e-06,0.05,0.0005230176705938712,907.0
95000,0.0,0.0,640.0,0.0,148,96,1.3283754469739506e-06,0.05,0.0011176080954082897,923.0
100000,0.0,0.0,640.0,0.0,156,96,1.2170415857326589e-06,0.05,0.0011650057038239314,956.0
105000,0.0,0.0,640.0,0.0,164,96,4.483706106839236e-06,0.05,0.0006095555578824245,969.0
110000,0.0,0.0,640.0,0.0,171,96,3.064600605284795e-06,0.05,0.0004880907467508298,969.0
115000,0.0,0.0,640.0,0.0,179,96,2.8253825803403743e-06,0.05,0.0003694754156862104,975.0
120000,0.0,0.0,640.0,0.0,187,96,4.498369889915921e-07,0.05,0.0008362687036338463,978.0
125000,0.0,0.0,640.0,0.0,195,96,1.3451038967104978e-06,0.05,0.000703777617469816,978.0
130000,0.0,0.0,640.0,0.0,203,96,1.0434359865030274e-06,0.05,0.00046589693868598526,980.0
135000,0.0,0.0,640.0,0.0,210,96,1.683630330262531e-06,0.05,0.00034655049032969476,987.0
140000,0.0,0.0,640.0,0.0,218,96,1.045813291966624e-06,0.05,0.0008454241350489506,993.0
145000,0.0,0.0,640.0,0.0,226,96,1.15636055397772e-06,0.05,0.0003584471829740753,993.0
150000,0.0,0.0,640.0,0.0,234,96,6.428746246456285e-07,0.05,0.0003709177465568621,994.0
155000,0.0,0.0,640.0,0.0,242,96,1.6306169072777266e-06,0.05,0.0004968753959932468,998.0
160000,0.0,0.0,640.0,0.0,250,96,2.9518528208427597e-06,0.05,0.00031043519347582327,998.0
165000,0.0,0.0,640.0,0.0,257,96,1.4961125316403923e-06,0.05,0.00036727197808446695,998.0
170000,0.0,0.0,640.0,0.0,265,96,1.1023262231901754e-06,0.05,0.00031942188201648493,999.0
175000,0.0,0.0,640.0,0.0,273,96,3.224121769562771e-07,0.05,0.0008076279586255509,1003.0
180000,0.0,0.0,640.0,0.0,281,96,8.678285894347937e-07,0.05,0.0011275958054218177,1006.0
185000,0.0,0.0,640.0,0.0,289,96,6.985532081671408e-07,0.05,0.00027450146337158364,1008.0
190000,0.0,0.0,640.0,0.0,296,96,7.231071776914177e-07,0.05,0.0003005980105859195,1008.0
195000,0.0,0.0,640.0,0.0,304,96,1.0248883199892589e-06,0.05,0.0002915708428678437,1008.0
200000,0.0,0.0,640.0,0.0,312,96,2.2383946429727075e-07,0.05,0.000254700382333787,1008.0
205000,0.0,0.0,640.0,0.0,320,96,4.415888724906836e-06,0.05,0.0002692099533528427,1008.0
210000,0.0,0.0,640.0,0.0,328,96,6.071190341572219e-07,0.05,0.00027258004999190165,1008.0
215000,0.0,0.0,640.0,0.0,335,96,1.4068054952076636e-05,0.05,0.00023023956343589525,1008.0
220000,0.0,0.0,640.0,0.0,343,96,4.0055688259599265e-06,0.05,0.000404194234220406,1009.0
225000,0.0,0.0,640.0,0.0,351,96,1.0884393475407705e-07,0.05,0.00034553226423054045,1009.0
230000,0.0,0.0,640.0,0.0,359,96,4.0981277038554254e-07,0.05,0.00044000930978762827,1009.0
235000,0.0,0.0,640.0,0.0,367,96,3.274032565059315e-07,0.05,0.0008926387967640815,1015.0
240000,0.0,0.0,640.0,0.0,375,96,2.991544079122832e-07,0.05,0.0006721086166656054,1017.0
245000,0.0,0.0,640.0,0.0,382,96,1.2340821058387519e-06,0.05,0.0007250879876786871,1020.0
250000,0.0,0.0,640.0,0.0,390,96,1.092996512852551e-06,0.05,0.000437215806109154,1020.0
255000,0.0,0.0,640.0,0.0,398,96,1.0161224963667337e-06,0.05,0.0006636506225778982,1020.0
260000,0.0,0.0,640.0,0.0,406,96,1.4053860013518715e-06,0.05,0.000576435306213296,1025.0
265000,0.0,0.0,640.0,0.0,414,96,8.632030130684143e-07,0.05,0.00030472222545631724,1027.0
270000,0.0,0.0,640.0,0.0,421,96,7.554093599537737e-07,0.05,0.0005855669582494661,1027.0
275000,0.0,0.0,640.0,0.0,429,96,6.504374709948024e-07,0.05,0.0004042131439423581,1028.0
280000,0.0,0.0,640.0,0.0,437,96,1.4634376839239849e-06,0.05,0.0006855514967773675,1028.0
285000,0.0,0.0,640.0,0.0,445,96,1.627142637516954e-06,0.05,0.0004442391208532945,1028.0
290000,0.0,0.0,640.0,0.0,453,96,4.971396379005455e-07,0.05,0.00028364493811109623,1028.0
295000,0.0,0.0,640.0,0.0,460,96,8.457573699161003e-07,0.05,0.0005325779761328102,1028.0
300000,0.0,0.0,640.0,0.0,468,96,3.2759839996288065e-07,0.05,0.00028637758518878815,1033.0
305000,0.0,0.0,640.0,0.0,476,96,2.6704949505074183e-06,0.05,0.00046923011808501074,1033.0
310000,0.0,0.0,640.0,0.0,484,96,1.3122637483320432e-06,0.05,0.00033237832848511507,1035.0
315000,0.0,0.0,640.0,0.0,492,96,2.0234180908573762e-07,0.05,0.00032398949498853546,1037.0
320000,0.0,0.0,640.0,0.0,500,96,2.928007347691164e-07,0.05,0.00033229444272495757,1042.0
325000,0.0,0.0,640.0,0.0,507,96,4.792612344317604e-06,0.05,0.00024183222231420173,1045.0
330000,0.0,0.0,640.0,0.0,515,96,3.7236452499200823e-07,0.05,0.00020885886414964266,1046.0
335000,0.0,0.0,640.0,0.0,523,96,2.630831374972331e-07,0.05,0.0004556769745822673,1047.0
340000,0.0,0.0,640.0,0.0,531,96,4.485701765588601e-07,0.05,0.0002089231699311323,1047.0
345000,0.0,0.0,640.0,0.0,539,96,1.4174859188642586e-06,0.05,0.0002471975179079767,1047.0
350000,0.0,0.0,640.0,0.0,546,96,2.0883795514237136e-05,0.05,0.0005703671520322298,1047.0
355000,0.0,0.0,640.0,0.0,554,96,5.172649935047957e-07,0.05,0.0004741568376091458,1047.0
360000,0.0,0.0,640.0,0.0,562,96,2.3284898986730695e-07,0.05,0.00042430328412664274,1047.0
365000,0.0,0.0,640.0,0.0,570,96,7.753408226562897e-07,0.05,0.0003689184851609267,1047.0
370000,0.0,0.0,640.0,0.0,578,96,6.993666943344579e-07,0.05,0.0006460088883018487,1055.0
375000,0.0,0.0,640.0,0.0,585,96,1.270766574634763e-06,0.05,0.0009367424566708464,1059.0
380000,0.0,0.0,640.0,0.0,593,96,4.875979584539891e-07,0.05,0.00020519086683829928,1059.0
385000,0.0,0.0,640.0,0.0,601,96,1.4524557627737522e-06,0.05,0.0002610268803866309,1059.0
390000,0.0,0.0,640.0,0.0,609,96,2.1455446130858036e-07,0.05,0.000263853834769461,1059.0
395000,0.0,0.0,640.0,0.0,617,96,1.4098854990152176e-06,0.05,0.00022648907756639983,1059.0
