step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,temperature
0,0.0,0.0,0.0,0,1,,0.1
5000,0.0,0.0,0.0,41,55,4.477564061744488e-07,0.08659643233600654
10000,0.0,0.0,0.0,83,57,1.5348123838521133e-07,0.07498942093324559
15000,0.0,0.0,0.0,125,57,1.0065812006132546e-07,0.06493816315762113
20000,0.0,0.0,0.0,166,57,6.943526642544384e-08,0.05623413251903491
25000,0.0,0.0,0.0,208,69,1.1720990755748062e-07,0.04869675251658631
30000,0.0,0.0,0.0,250,69,8.896621750409395e-08,0.042169650342858224
35000,0.0,0.0,0.0,291,69,5.844266866006365e-07,0.036517412725483776
40000,0.0,0.0,0.0,333,69,8.000080953252109e-08,0.0316227766016838
45000,0.0,0.0,0.0,375,69,1.1016781087391792e-07,0.027384196342643614
50000,0.0,0.0,0.0,416,69,5.538760916579122e-08,0.023713737056616554
55000,0.0,0.0,0.0,458,69,1.0192768229444482e-07,0.020535250264571463
60000,0.0,0.0,0.0,500,69,1.3948052810519584e-06,0.01778279410038923
65000,0.0,0.0,0.0,541,69,2.383811725792384e-08,0.01539926526059492
70000,0.0,0.0,0.0,583,69,7.116990108357868e-09,0.01333521432163324
75000,0.0,0.0,0.0,625,69,1.1265616883804341e-08,0.011547819846894583
80000,0.0,0.0,0.0,666,69,2.4341571247532556e-07,0.010000000000000002
85000,0.0,0.0,0.0,708,69,1.4638160905633413e-07,0.008659643233600654
90000,0.0,0.0,0.0,750,69,3.3512927188894537e-07,0.007498942093324558
95000,0.0,0.0,0.0,791,69,3.59892027290698e-07,0.006493816315762114
100000,0.0,0.0,0.0,833,69,3.546011262400839e-09,0.005623413251903492
105000,0.0,0.0,0.0,875,69,1.5917683526822657e-07,0.004869675251658632
110000,0.0,0.0,0.0,916,69,4.216803972667549e-07,0.004216965034285823
115000,0.0,0.0,0.0,958,70,1.2575293339978089e-07,0.003651741272548377
120000,0.0,0.0,0.0,1000,70,1.8527876122220732e-08,0.0031622776601683794
125000,0.0,0.0,0.0,1041,70,4.419505472696983e-08,0.0027384196342643617
130000,0.0,0.0,0.0,1083,71,2.6334106451031403e-08,0.0023713737056616554
135000,0.0,0.0,0.0,1125,78,6.442490985136828e-08,0.002053525026457146
140000,0.0,0.0,0.0,1166,78,4.6988986923679477e-08,0.001778279410038923
145000,0.0,0.0,0.0,1208,78,1.2509750568767686e-08,0.001539926526059492
150000,0.0,0.0,0.0,1250,80,2.8169191423899065e-09,0.001333521432163324
155000,0.0,0.0,0.0,1291,80,2.4042597246420883e-08,0.0011547819846894581
160000,0.0,0.0,0.0,1333,80,8.802957154330215e-07,0.001
165000,0.0,0.0,0.0,1375,80,3.817877569645134e-09,0.001
170000,0.0,0.0,0.0,1416,88,5.6830533168295005e-08,0.001
175000,0.0,0.0,0.0,1458,88,6.313278788638854e-09,0.001
180000,0.0,0.0,0.0,1500,88,3.7237699590519924e-09,0.001
185000,0.0,0.0,0.0,1541,88,1.871216426252431e-08,0.001
190000,0.0,0.0,0.0,1583,88,1.5729111169093812e-07,0.001
195000,0.0,0.0,0.0,1625,88,2.3819618277798327e-08,0.001
200000,0.0,0.0,0.0,1666,91,9.214842222604602e-09,0.001
205000,0.0,0.0,0.0,1708,91,6.305508293280582e-08,0.001
210000,0.0,0.0,0.0,1750,91,3.063785669610297e-09,0.001
215000,0.0,0.0,0.0,1791,91,4.3021969986511976e-08,0.001
220000,0.0,0.0,0.0,1833,91,2.422416756076018e-08,0.001
225000,0.0,0.0,0.0,1875,91,2.4778188389973366e-09,0.001
230000,0.0,0.0,0.0,1916,91,5.249896517511843e-09,0.001
235000,0.0,0.0,0.0,1958,91,9.71667013516253e-09,0.001
240000,0.0,0.0,0.0,2000,91,3.351231825376999e-08,0.001
245000,0.0,0.0,0.0,2041,91,2.4971928525019393e-08,0.001
250000,0.0,0.0,0.0,2083,91,1.0674609640659583e-08,0.001
255000,0.0,0.0,0.0,2125,91,2.3745650423734332e-07,0.001
260000,0.0,0.0,0.0,2166,91,7.599131990332353e-09,0.001
265000,0.0,0.0,0.0,2208,91,2.1456058263424893e-08,0.001
270000,0.0,0.0,0.0,2250,91,6.863722035177489e-08,0.001
275000,0.0,0.0,0.0,2291,91,5.275347092492666e-08,0.001
280000,0.0,0.0,0.0,2333,91,1.8108147514794837e-07,0.001
285000,0.0,0.0,0.0,2375,91,1.1152341983233782e-07,0.001
290000,0.0,0.0,0.0,2416,91,4.5113530688922765e-08,0.001
295000,0.0,0.0,0.0,2458,91,4.99543126863955e-08,0.001
300000,0.0,0.0,0.0,2500,91,2.2947860500721617e-08,0.001
305000,0.0,0.0,0.0,2541,91,4.2934654942428097e-08,0.001
310000,0.0,0.0,0.0,2583,91,6.703550781139711e-08,0.001
315000,0.0,0.0,0.0,2625,91,5.6488119071218534e-08,0.001
320000,0.0,0.0,0.0,2666,91,7.683119918056036e-08,0.001
325000,0.0,0.0,0.0,2708,91,5.658528152707731e-07,0.001
330000,0.0,0.0,0.0,2750,91,6.095084614798907e-08,0.001
335000,0.0,0.0,0.0,2791,91,1.0007462947214663e-07,0.001
340000,0.0,0.0,0.0,2833,94,7.977221372357235e-08,0.001
345000,0.0,0.0,0.0,2875,94,1.9234254011735175e-07,0.001
350000,0.0,0.0,0.0,2916,97,2.1721670862007159e-07,0.001
355000,0.0,0.0,0.0,2958,97,4.4006895905113197e-07,0.001
360000,0.0,0.0,0.0,3000,97,1.8867606854655605e-07,0.001
365000,0.0,0.0,0.0,3041,98,5.343587758943613e-07,0.001
370000,0.0,0.0,0.0,3083,100,2.700422783163958e-07,0.001
375000,0.0,0.0,0.0,3125,100,1.975523389319278e-07,0.001
380000,0.0,0.0,0.0,3166,100,9.884125518055953e-08,0.001
385000,0.0,0.0,0.0,3208,100,4.577747603207172e-08,0.001
390000,0.0,0.0,0.0,3250,100,2.1457591259377296e-08,0.001
395000,0.0,0.0,0.0,3291,100,1.6671226887865487e-07,0.001
