step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,temperature
0,0.0,0.0,0.0,0,1,,0.1
5000,0.0,0.0,0.23084999999999994,60,32,0.0015834248624742031,0.08659643233600654
10000,0.0,0.0,0.44254999999999994,147,32,0.003778348444029689,0.07498942093324559
15000,0.0,0.0,0.7610500000000001,256,32,0.0018481649458408356,0.06493816315762113
20000,0.0,0.0,0.48369999999999996,407,32,0.001277879811823368,0.05623413251903491
25000,0.0,0.0,0.2191,484,32,0.00013145642878953367,0.04869675251658631
30000,0.0,0.0,0.08215,540,32,5.408787910710089e-05,0.042169650342858224
35000,0.0,0.0,0.16414999999999996,601,32,3.454565376159735e-05,0.036517412725483776
40000,0.0,0.0,0.09869999999999998,656,32,0.0006630708812735975,0.0316227766016838
45000,0.0,0.0,0.03745,711,32,6.0543097788468e-05,0.027384196342643614
50000,0.0,0.0,0.023899999999999998,761,32,5.565620813285932e-05,0.023713737056616554
55000,0.0,0.0,0.0,813,32,0.0005127966869622469,0.020535250264571463
60000,0.0,0.0,0.2191,873,32,0.0005934374639764428,0.01778279410038923
65000,0.0,0.0,0.3115,941,32,2.2939317204873078e-05,0.01539926526059492
70000,0.0,0.0,0.36695,1005,32,2.3753907953505404e-05,0.01333521432163324
75000,0.0,0.0,0.63045,1089,32,2.1230331185506657e-05,0.011547819846894583
80000,0.0,0.0,0.8461000000000001,1241,32,9.321342076873407e-06,0.010000000000000002
85000,0.955,0.0,0.9433,1691,32,0.00013038242468610406,0.008659643233600654
90000,0.955,0.0,0.9491499999999998,2453,32,0.00011050292232539505,0.007498942093324558
95000,0.0,0.0,0.8982999999999999,3178,32,8.876610809238628e-05,0.006493816315762114
100000,0.0,0.0,0.7975,3463,32,4.0363098378293216e-05,0.005623413251903492
105000,0.0,0.0,0.8065,3710,32,2.4657554604345933e-05,0.004869675251658632
110000,0.955,0.0,0.9244,4088,32,5.855896233697422e-06,0.004216965034285823
115000,0.955,0.0,0.9334,4651,32,9.495148697169498e-05,0.003651741272548377
120000,0.955,0.0,0.9163,5296,32,0.0001614633365534246,0.0031622776601683794
125000,0.955,0.0,0.9014499999999999,5873,32,0.003244818653911352,0.0027384196342643617
130000,0.955,0.0,0.9424000000000001,6313,32,6.476358976215124e-05,0.0023713737056616554
135000,0.955,0.0,0.9410499999999999,6856,32,0.0008643217734061182,0.002053525026457146
140000,0.0,0.0,0.94915,7688,32,6.317012594081461e-05,0.001778279410038923
145000,0.0,0.0,0.9360999999999999,8369,32,0.00010671860945876688,0.001539926526059492
150000,0.955,0.0,0.9473499999999996,9059,32,8.540732233086601e-05,0.001333521432163324
155000,0.955,0.0,0.9545499999999999,9900,32,0.00013837835285812616,0.0011547819846894581
160000,0.955,0.0,0.9320499999999997,10576,32,9.163053618976846e-05,0.001
165000,0.0,0.0,0.8605,10969,32,0.00023908600269351155,0.001
170000,0.0,0.0,0.9549999999999997,11648,32,0.00025397626450285316,0.001
175000,0.955,0.0,0.9486999999999999,12447,32,7.535945042036474e-05,0.001
180000,0.0,0.0,0.9442,13026,32,0.0001369198434986174,0.001
