step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss
0,0.0,0.0,0.0,0,1,
5000,0.955,0.0,0.7371999999999999,101,32,0.0004355242708697915
10000,0.955,0.0,0.84385,229,32,0.004222527612000704
15000,0.955,0.0,0.94195,1062,32,0.0005958460387773812
20000,0.0,0.0,0.9198999999999999,1533,32,0.0009242757223546505
25000,0.0,0.0,0.87715,1960,32,0.001195005257613957
30000,0.955,0.0,0.9180999999999999,2437,32,0.0002672169648576528
35000,0.955,0.0,0.9360999999999999,3039,32,0.0007577392389066517
40000,0.955,0.0,0.95095,3841,32,5.861555109731853e-05
45000,0.955,0.0,0.93835,4506,32,0.0005678806337527931
50000,0.955,0.0,0.9423999999999999,5170,32,0.00010051478602690622
55000,0.955,0.0,0.9527499999999998,5965,32,0.00017287569062318653
60000,0.955,0.0,0.9531999999999996,6919,32,1.603526106919162e-05
65000,0.0,0.0,0.9428500000000002,7727,32,0.00011570784408831969
70000,0.955,0.0,0.95185,8513,32,7.057736638671486e-06
75000,0.955,0.0,0.9513999999999998,9337,32,4.239629924995825e-05
80000,0.955,0.0,0.9473499999999999,10251,32,6.147089879959822e-05
85000,0.0,0.0,0.8960500000000001,10917,32,4.3112104322062805e-05
90000,0.955,0.0,0.9518499999999998,11753,32,9.68094464042224e-05
95000,0.955,0.0,0.9527499999999998,12587,32,1.8722865206655115e-05
100000,0.955,0.0,0.9329500000000002,13331,32,9.948525985237211e-05
105000,0.955,0.0,0.9532,14251,32,5.081139534013346e-05
110000,0.955,0.0,0.9415000000000001,15146,32,1.950090518221259e-05
115000,0.955,0.0,0.9495999999999999,16038,32,4.372337571112439e-05
120000,0.955,0.0,0.9500499999999995,16950,32,2.7190922992303967e-05
125000,0.955,0.0,0.9540999999999997,17896,32,2.4267155822599307e-05
130000,0.955,0.0,0.9496,18850,32,1.1346738574502524e-05
135000,0.955,0.0,0.9495999999999999,19757,32,2.701468110899441e-05
140000,0.955,0.0,0.95365,20695,32,4.85396922158543e-05
145000,0.955,0.0,0.9549999999999997,21680,32,3.315781941637397e-05
150000,0.955,0.0,0.9478,22501,32,0.0003071982355322689
155000,0.955,0.0,0.9509499999999995,23427,32,4.290501237846911e-06
160000,0.955,0.0,0.9527499999999997,24376,32,9.238999155058991e-06
165000,0.955,0.0,0.9536499999999997,25306,32,1.2258689821464941e-05
170000,0.955,0.0,0.94375,26156,32,3.376723179826513e-05
175000,0.955,0.0,0.9540999999999998,27035,32,1.143233930633869e-05
180000,0.955,0.0,0.9495999999999997,27908,32,7.853541319491342e-06
185000,0.955,0.0,0.9549999999999997,28873,32,1.6128275092341937e-05
190000,0.955,0.0,0.9540999999999998,29851,32,5.464877176564187e-06
195000,0.955,0.0,0.9527499999999997,30786,32,4.925761459162459e-06
200000,0.955,0.0,0.9536499999999997,31738,32,2.3215305191115476e-05
205000,0.955,0.0,0.95365,32712,32,1.0573314284556545e-05
210000,0.955,0.0,0.9514000000000001,33661,32,1.2580794646055438e-05
215000,0.955,0.0,0.94375,34612,32,3.6072084185434505e-05
220000,0.955,0.0,0.9509499999999997,35546,32,7.0635610427416395e-06
225000,0.955,0.0,0.95275,36455,32,2.0472576579777524e-05
230000,0.955,0.0,0.9549999999999997,37439,32,3.3092990179284243e-06
235000,0.955,0.0,0.9432999999999998,38400,32,2.6883466489380226e-05
240000,0.955,0.0,0.9545499999999997,39354,32,6.575138831976801e-05
245000,0.955,0.0,0.9540999999999997,40344,32,2.5136976546491496e-05
250000,0.955,0.0,0.9545499999999997,41324,32,3.384390311111929e-06
255000,0.955,0.0,0.9545499999999999,42286,32,3.0139834052533843e-05
260000,0.955,0.0,0.9540999999999997,43280,32,5.742774192185607e-06
265000,0.955,0.0,0.9531999999999998,44258,32,9.903030331770424e-06
270000,0.955,0.0,0.9549999999999997,45244,32,1.1403749340388458e-05
275000,0.955,0.0,0.9545499999999997,46205,32,7.998944965947885e-06
280000,0.955,0.0,0.9536499999999999,47170,32,3.0155635613482445e-05
285000,0.955,0.0,0.9549999999999997,48134,32,2.2169886506162584e-05
290000,0.955,0.0,0.9509499999999997,49077,32,5.218909427640028e-05
295000,0.955,0.0,0.9545499999999997,50065,32,2.028663584496826e-05
