step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss
300000,0.955,0.0,0.9536499999999997,51029,32,7.376053758889611e-07
305000,0.955,0.0,0.9536499999999997,51984,32,2.965890416817274e-05
310000,0.955,0.0,0.9545499999999997,52938,32,3.6017461297888076e-06
315000,0.955,0.0,0.9527499999999998,53873,32,6.161633791634813e-06
320000,0.955,0.0,0.9549999999999997,54840,32,1.8944722341984743e-06
325000,0.955,0.0,0.9549999999999997,55784,32,5.838744073116686e-06
330000,0.955,0.0,0.95275,56703,32,1.3791481251246296e-05
335000,0.955,0.0,0.9549999999999997,57684,32,1.9535898445610655e-06
340000,0.955,0.0,0.9541000000000001,58673,32,1.274335772905033e-05
345000,0.955,0.0,0.9509499999999995,59633,32,3.9985340549719695e-07
350000,0.955,0.0,0.9522999999999998,60529,32,2.82137898466317e-06
355000,0.955,0.0,0.9522999999999996,61457,32,3.916451987606706e-06
360000,0.955,0.0,0.9531999999999998,62419,32,8.38651176309213e-05
365000,0.955,0.0,0.9545499999999997,63398,32,0.00020994991064071655
370000,0.955,0.0,0.9549999999999997,64377,32,5.271918780636042e-06
375000,0.955,0.0,0.9468999999999996,65350,32,2.62728917732602e-06
380000,0.955,0.0,0.9549999999999997,66321,32,1.94635890693462e-06
385000,0.955,0.0,0.9527499999999997,67284,32,9.239698556484655e-06
390000,0.955,0.0,0.9531999999999996,68241,32,2.10868961403321e-06
395000,0.955,0.0,0.9540999999999997,69205,32,1.9759789211093448e-05
