step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,250.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,250.0,0.0,20,8,1.7640971918808646e-06,0.05,0.0006954273659144765,17.0
10000,0.0,0.0,250.0,0.0,40,12,5.015859301238379e-07,0.05,0.0006516361835640813,32.0
15000,0.0,0.0,250.0,0.0325,60,17,2.633692872677784e-07,0.05,0.0005113913071126155,45.0
20000,0.0,0.0,250.0,0.0,80,17,6.89622254412825e-07,0.05,0.0004093679551894902,47.0
25000,0.0,0.0,250.0,0.0,100,17,6.475574991782196e-07,0.05,0.0003557506182795378,47.0
30000,0.0,0.0,250.0,0.0,120,17,3.02906300930772e-07,0.05,0.0003069153832544027,48.0
35000,0.0,0.0,250.0,0.0,140,17,5.047101694799494e-06,0.05,0.00036569701678370946,48.0
40000,0.0,0.0,250.0,0.0,160,17,1.149508307207725e-06,0.05,0.0002994922864038541,48.0
45000,0.0,0.0,250.0,0.0,180,17,8.917581340028846e-08,0.05,0.00034054308563640347,48.0
50000,0.0,0.0,250.0,0.0,200,17,4.911464657197939e-07,0.05,0.000256924743390764,50.0
55000,0.0,0.0,250.0,0.008059999999999994,220,17,6.586883500858676e-06,0.05,0.0009063630117329666,59.0
60000,0.0,0.0,250.0,0.0,240,20,1.8980473726060154e-07,0.05,0.000567492503213793,66.0
65000,0.0,0.0,250.0,0.0,260,23,2.569105390648474e-07,0.05,0.0007505790226922853,79.0
70000,0.0,0.0,250.0,0.0051800000000000014,280,23,4.539562894478877e-07,0.05,0.0007539387803250741,88.0
75000,0.0,0.0,250.0,0.0,300,23,1.8894677396019688e-06,0.05,0.00032511304808452776,89.0
80000,0.0,0.0,250.0,0.0,320,23,2.4364013029298803e-07,0.05,0.0005766271943672171,91.0
85000,0.0,0.0,250.0,0.006619999999999998,340,23,1.5206644548015902e-06,0.05,0.0009303776210179806,97.0
90000,0.0,0.0,250.0,0.03663999999999999,361,23,8.005842460079293e-07,0.05,0.00022998497674634667,98.0
95000,0.0,0.0,250.0,0.2222,385,23,1.2502052868512692e-06,0.05,0.00033236387469981867,101.0
100000,0.0,0.0,250.0,0.17454,408,23,1.1394943612685893e-05,0.05,0.00023265346703114215,105.0
105000,0.0,0.0,250.0,0.15531999999999999,432,23,5.467452865559608e-06,0.05,0.0004444201856511869,105.0
110000,0.0,0.0,250.0,0.08106,453,23,1.2102605978725478e-05,0.05,0.00023478659681042978,105.0
115000,0.0,0.0,250.0,0.7243999999999999,494,24,1.1278642887191381e-05,0.05,0.00036793455713133303,106.0
120000,0.9748,0.0,7.0,0.22674,528,24,3.320157702546567e-05,0.05,0.0002671698274756194,107.0
