step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss
0,0.0,0.0,40.0,0.0,0,1,
5000,0.0,0.0,40.0,0.0,125,30,0.00012568800593726337
10000,0.0,0.0,40.0,0.0,250,32,5.525628512259573e-05
15000,0.0,0.0,40.0,0.0,375,37,2.06511867872905e-05
20000,0.0,0.0,40.0,0.0,500,37,2.4510609364369884e-06
25000,0.0,0.0,40.0,0.0,625,39,1.7940928955795243e-06
30000,0.0,0.0,40.0,0.0,750,39,4.134689106649603e-07
35000,0.0,0.0,40.0,0.0,875,39,1.8126530676454422e-07
40000,0.0,0.0,40.0,0.0,1000,39,8.957429145084461e-07
45000,0.0,0.0,40.0,0.0,1125,40,4.7386354395939634e-08
50000,0.0,0.0,40.0,0.0,1250,40,9.61015160783063e-08
55000,0.0,0.0,40.0,0.0,1375,40,2.9140649004943953e-08
60000,0.0,0.0,40.0,0.0,1500,40,1.212297320307698e-07
65000,0.0,0.0,40.0,0.0,1625,40,2.350639505266372e-08
70000,0.0,0.0,40.0,0.0,1750,40,2.3817039007667518e-08
75000,0.0,0.0,40.0,0.0,1875,40,4.762251748502422e-08
80000,0.0,0.0,40.0,0.0,2000,40,6.461218760023257e-08
85000,0.0,0.0,40.0,0.0,2125,40,2.7031809679556318e-08
90000,0.0,0.0,40.0,0.0,2250,40,1.4059911279673543e-07
95000,0.0,0.0,40.0,0.0,2375,40,2.476727711808735e-09
100000,0.0,0.0,40.0,0.0,2500,40,4.041202572580005e-08
105000,0.0,0.0,40.0,0.0,2625,40,9.35322077566525e-08
110000,0.0,0.0,40.0,0.0,2750,42,3.724718666830995e-08
115000,0.0,0.0,40.0,0.0,2875,42,9.681778045944611e-09
120000,0.0,0.0,40.0,0.0,3000,42,1.556103086386429e-07
125000,0.0,0.0,40.0,0.0,3125,42,3.2736164889968222e-09
130000,0.0,0.0,40.0,0.0,3250,43,3.960608907505048e-08
135000,0.0,0.0,40.0,0.0,3375,43,8.553443819891982e-08
140000,0.0,0.0,40.0,0.0,3500,43,1.1850230796639494e-09
145000,0.0,0.0,40.0,0.0,3625,46,3.6952909621135177e-09
150000,0.0,0.0,40.0,0.0,3750,46,2.9713007165810268e-08
155000,0.0,0.0,40.0,0.0,3875,46,5.897793364795234e-09
160000,0.0,0.0,40.0,0.0,4000,46,7.483782482609058e-09
165000,0.0,0.0,40.0,0.0,4125,46,6.1230691628111344e-09
170000,0.0,0.0,40.0,0.0,4250,46,2.900881979073233e-09
175000,0.0,0.0,40.0,0.0,4375,46,1.746201050423224e-08
180000,0.0,0.0,40.0,0.0,4500,46,3.6677680892438502e-09
185000,0.0,0.0,40.0,0.0,4625,46,1.525771722299396e-07
190000,0.0,0.0,40.0,0.0,4750,47,8.775247195558222e-10
195000,0.0,0.0,40.0,0.0,4875,48,2.2617648198774987e-08
200000,0.0,0.0,40.0,0.0,5000,59,4.055732816254931e-08
205000,0.0,0.0,40.0,0.0,5125,59,7.345248409507121e-09
210000,0.0,0.0,40.0,0.0,5250,59,2.3709525009962817e-08
215000,0.0,0.0,40.0,0.0,5375,61,1.7846794264642085e-08
220000,0.0,0.0,40.0,0.0,5500,61,6.879774971935149e-09
225000,0.0,0.0,40.0,0.0,5625,61,5.019839655062697e-09
230000,0.0,0.0,40.0,0.0,5750,61,3.1134515410258246e-08
235000,0.0,0.0,40.0,0.0,5875,61,3.3739393501264203e-09
240000,0.0,0.0,40.0,0.0,6000,61,5.194847219058829e-09
245000,0.0,0.0,40.0,0.0,6125,61,7.719431316388636e-09
250000,0.0,0.0,40.0,0.0,6250,61,4.868190739415468e-09
255000,0.0,0.0,40.0,0.0,6375,61,2.953947131345558e-08
260000,0.0,0.0,40.0,0.0,6500,61,3.171285101188914e-08
265000,0.0,0.0,40.0,0.0,6625,61,4.009869769561192e-09
270000,0.0,0.0,40.0,0.0,6750,61,1.0814662942948416e-08
275000,0.0,0.0,40.0,0.0,6875,61,3.928019509658043e-08
280000,0.0,0.0,40.0,0.0,7000,61,1.2883955236020483e-08
285000,0.0,0.0,40.0,0.0,7125,61,4.637270123453163e-09
290000,0.0,0.0,40.0,0.0,7250,61,2.525653997054178e-08
295000,0.0,0.0,40.0,0.0,7375,61,8.023531705703135e-08
300000,0.0,0.0,40.0,0.0,7500,61,2.9816975555263525e-09
305000,0.0,0.0,40.0,0.0,7625,61,1.992983555965111e-08
310000,0.0,0.0,40.0,0.0,7750,61,4.9760644493801465e-09
315000,0.0,0.0,40.0,0.0,7875,61,2.1049775256187786e-08
320000,0.0,0.0,40.0,0.0,8000,61,5.063520092107865e-08
325000,0.0,0.0,40.0,0.0,8125,61,7.62597451853253e-09
330000,0.0,0.0,40.0,0.0,8250,61,4.583647239542188e-09
335000,0.0,0.0,40.0,0.0,8375,61,1.3243636409754345e-08
340000,0.0,0.0,40.0,0.0,8500,61,2.8220403791578974e-09
345000,0.0,0.0,40.0,0.0,8625,62,9.040315163133528e-09
350000,0.0,0.0,40.0,0.0,8750,62,4.388379792885644e-08
355000,0.0,0.0,40.0,0.0,8875,62,1.1835665780779436e-09
360000,0.0,0.0,40.0,0.0,9000,62,8.23253429871329e-08
365000,0.0,0.0,40.0,0.0,9125,64,1.747851689770652e-11
370000,0.0,0.0,40.0,0.0,9250,64,3.1669102895648393e-09
375000,0.0,0.0,40.0,0.0,9376,64,1.5066522962570161e-07
380000,0.0,0.0,40.0,0.027500000000000004,9502,64,1.2874450394662063e-09
385000,0.0,0.0,40.0,0.0,9627,64,2.9318021343982537e-09
390000,0.0,0.0,40.0,0.0,9752,65,5.879945064179992e-08
395000,0.0,0.0,40.0,0.0,9877,65,4.244452844748281e-10
