step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,temperature
0,0.0,0.0,0.0,0,1,,0.1
5000,0.0,0.0,0.0,125,33,2.3435070488631027e-06,0.08659643233600654
10000,0.0,0.0,0.004999999999999999,250,39,1.7789507182897069e-06,0.07498942093324559
15000,0.865,0.0,0.0,378,43,6.926280548213981e-06,0.06493816315762113
20000,0.865,0.0,0.193625,510,46,3.747989103430882e-05,0.05623413251903491
25000,0.865,0.0,0.42799999999999994,694,46,0.00033565828925929964,0.04869675251658631
30000,0.0,0.0,0.08075,842,46,4.744084435515106e-05,0.042169650342858224
35000,0.0,0.0,0.05874999999999999,973,46,2.77933959296206e-05,0.036517412725483776
40000,0.0,0.0,0.020749999999999998,1099,46,1.5568513845209964e-05,0.0316227766016838
45000,0.0,0.0,0.0,1225,47,0.000220612739212811,0.027384196342643614
50000,0.0,0.0,0.03025,1351,47,0.0017120762495324016,0.023713737056616554
55000,0.0,0.0,0.10274999999999998,1480,47,0.0015069546643644571,0.020535250264571463
60000,0.0,0.0,0.06625,1611,47,6.675700205960311e-06,0.01778279410038923
65000,0.0,0.0,0.045375,1741,47,1.4168605048325844e-05,0.01539926526059492
70000,0.0,0.0,0.06275,1870,47,8.145167157636024e-06,0.01333521432163324
75000,0.865,0.0,0.255625,2015,48,2.63633319264045e-06,0.011547819846894583
80000,0.0,0.0,0.12175,2155,48,1.4496415133180562e-05,0.010000000000000002
85000,0.0,0.0,0.12450000000000001,2291,48,0.0009301814716309309,0.008659643233600654
90000,0.0,0.0,0.257,2429,48,1.5613713912898675e-05,0.007498942093324558
95000,0.0,0.0,0.25625,2577,49,6.80796392771299e-06,0.006493816315762114
100000,0.865,0.0,0.418,2747,49,0.0011615748517215252,0.005623413251903492
105000,0.865,0.0,0.7131249999999999,3152,49,3.223036037525162e-05,0.004869675251658632
110000,0.865,0.0,0.821125,3817,49,0.002959243021905422,0.004216965034285823
115000,0.865,0.0,0.8425,4372,49,0.00023249280638992786,0.003651741272548377
120000,0.0,0.0,0.771625,4890,49,4.836123844143003e-05,0.0031622776601683794
125000,0.0,0.0,0.81325,5396,49,0.00029503137920983136,0.0027384196342643617
130000,0.0,0.0,0.55825,5882,49,0.00017234495317097753,0.0023713737056616554
135000,0.865,0.0,0.5828749999999998,6186,49,0.00014442038082052022,0.002053525026457146
140000,0.0,0.0,0.561625,6421,49,8.996378164738417e-05,0.001778279410038923
145000,0.0,0.0,0.13187500000000002,6615,49,3.4068154491251335e-05,0.001539926526059492
150000,0.0,0.0,0.8334999999999999,7000,49,0.002507690107449889,0.001333521432163324
155000,0.865,0.0,0.841375,7703,49,0.0003232215531170368,0.0011547819846894581
160000,0.865,0.0,0.702,8113,49,4.491681465879083e-05,0.001
165000,0.865,0.0,0.7823749999999999,8610,49,3.4769822377711535e-05,0.001
170000,0.0,0.0,0.6148749999999998,9089,49,0.00014683170593343675,0.001
175000,0.0,0.0,0.29762500000000003,9507,49,0.0003641959046944976,0.001
180000,0.865,0.0,0.8278749999999999,10034,49,0.00014032197941560298,0.001
185000,0.865,0.0,0.8026250000000001,10603,49,7.39990864531137e-05,0.001
190000,0.0,0.0,0.603625,11147,49,0.001176747609861195,0.001
195000,0.0,0.0,0.5389999999999999,11472,49,0.0002202173345722258,0.001
200000,0.0,0.0,0.752,11986,49,0.00022544708917848766,0.001
205000,0.0,0.0,0.803125,12350,49,0.00011793369048973545,0.001
210000,0.865,0.0,0.807625,12914,49,9.902940655592829e-05,0.001
215000,0.0,0.0,0.700375,13387,49,0.00022319940035231411,0.001
220000,0.865,0.0,0.84475,13819,49,0.00016026839148253202,0.001
225000,0.865,0.0,0.8469999999999999,14381,49,9.189834963763133e-05,0.001
230000,0.0,0.0,0.77675,14938,49,0.00011804228415712714,0.001
235000,0.0,0.0,0.73225,15435,49,0.00014322152128443122,0.001
240000,0.865,0.0,0.8627499999999999,16015,49,6.263389514060691e-05,0.001
245000,0.865,0.0,0.84475,16581,49,6.297972868196666e-05,0.001
250000,0.865,0.0,0.764875,16877,49,5.34857354068663e-05,0.001
255000,0.0,0.0,0.3335,17188,49,0.0009993653511628509,0.001
260000,0.0,0.0,0.6425,17579,49,0.00016375130508095026,0.001
265000,0.865,0.0,0.788,18087,49,5.598407005891204e-05,0.001
270000,0.0,0.0,0.812125,18646,49,1.2832140782848e-05,0.001
275000,0.0,0.0,0.7065,19179,49,0.00018116552382707596,0.001
280000,0.865,0.0,0.8256249999999999,19702,49,2.8148751880507916e-05,0.001
285000,0.865,0.0,0.8616249999999999,20275,49,4.1791729017859325e-05,0.001
290000,0.0,0.0,0.6244999999999999,20742,49,8.895234350347891e-05,0.001
295000,0.865,0.0,0.5934999999999999,21099,49,5.6875003792811185e-05,0.001
300000,0.865,0.0,0.845875,21684,49,3.446505434112623e-05,0.001
305000,0.865,0.0,0.6441250000000001,22056,49,0.006592574063688517,0.001
310000,0.0,0.0,0.6682500000000001,22579,49,0.00037536691525019705,0.001
315000,0.0,0.0,0.82675,23013,49,0.006040835753083229,0.001
320000,0.865,0.0,0.789125,23639,49,0.0006032063392922282,0.001
325000,0.865,0.0,0.836875,24200,49,7.964389806147665e-05,0.001
330000,0.0,0.0,0.702625,24801,49,0.0003364458680152893,0.001
335000,0.0,0.0,0.8155000000000001,25329,49,0.00010496966569917277,0.001
340000,0.865,0.0,0.859375,25930,49,6.910414231242612e-05,0.001
345000,0.865,0.0,0.841375,26468,49,6.358994141919538e-05,0.001
350000,0.0,0.0,0.7413750000000001,27052,49,0.0008125707390718162,0.001
355000,0.865,0.0,0.8616249999999999,27721,49,4.0367915062233806e-05,0.001
360000,0.865,0.0,0.8469999999999999,28402,49,9.692303865449503e-05,0.001
365000,0.865,0.0,0.83125,29021,49,0.005147038027644157,0.001
370000,0.0,0.0,0.739625,29519,49,0.002328435890376568,0.001
375000,0.865,0.0,0.6907500000000001,29989,49,0.00014633816317655146,0.001
380000,0.0,0.0,0.368375,30375,49,0.00011969910701736808,0.001
385000,0.865,0.0,0.845875,30742,49,0.0011959358816966414,0.001
390000,0.865,0.0,0.7205,31456,49,0.00011117743270006031,0.001
395000,0.0,0.0,0.7251249999999999,32067,49,3.336694135214202e-05,0.001
