step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,epsilon
0,0.0,0.0,640.0,0.0,0,1,,1.0
5000,0.0,0.0,640.0,0.0,7,96,4.785657665706822e-07,0.940625
10000,0.0,0.0,640.0,0.0,15,96,8.739212375985517e-08,0.88125
15000,0.0,0.0,640.0,0.0,23,96,1.2801481830138073e-07,0.821875
20000,0.0,0.0,640.0,0.0,31,96,4.63100136016692e-08,0.7625
25000,0.0,0.0,640.0,0.0,39,96,4.707790068891882e-08,0.703125
30000,0.0,0.0,640.0,0.0,46,96,3.763903322351325e-08,0.64375
35000,0.0,0.0,640.0,0.0,54,96,1.5498355310228362e-07,0.5843750000000001
40000,0.0,0.0,640.0,0.0,62,96,3.721048358329426e-08,0.525
45000,0.0,0.0,640.0,0.0,70,96,6.45250892716831e-08,0.46562500000000007
50000,0.0,0.0,640.0,0.0,78,96,2.099498942698119e-06,0.40625
55000,0.0,0.0,640.0,0.0,85,96,8.425187658644973e-09,0.34687500000000004
60000,0.0,0.0,640.0,0.0,93,96,8.93483864672362e-09,0.2875000000000001
65000,0.0,0.0,640.0,0.0,101,96,1.8663309120370286e-08,0.22812500000000002
70000,0.0,0.0,640.0,0.0,109,96,2.5312791862575068e-08,0.16875000000000007
75000,0.0,0.0,640.0,0.0,117,96,9.464965700090033e-09,0.109375
80000,0.0,0.0,640.0,0.0,125,96,4.884023496742884e-07,0.050000000000000044
85000,0.0,0.0,640.0,0.0,132,96,1.1292304691323807e-07,0.050000000000000044
90000,0.0,0.0,640.0,0.0,140,96,3.759420152960047e-08,0.050000000000000044
95000,0.0,0.0,640.0,0.0,148,96,3.425888017716261e-09,0.050000000000000044
100000,0.0,0.0,640.0,0.0,156,96,6.130333645160135e-07,0.050000000000000044
105000,0.0,0.0,640.0,0.0,164,96,2.6518471862857496e-09,0.050000000000000044
110000,0.0,0.0,640.0,0.0,171,96,1.2150105810349032e-08,0.050000000000000044
115000,0.0,0.0,640.0,0.0,179,96,1.1880761263682871e-07,0.050000000000000044
120000,0.0,0.0,640.0,0.0,187,96,1.033362373448199e-08,0.050000000000000044
125000,0.0,0.0,640.0,0.0,195,96,4.516879315019651e-09,0.050000000000000044
130000,0.0,0.0,640.0,0.0,203,96,5.082633336428444e-08,0.050000000000000044
135000,0.0,0.0,640.0,0.0,210,96,1.5881301607123532e-08,0.050000000000000044
140000,0.0,0.0,640.0,0.0,218,96,1.9044244936594623e-07,0.050000000000000044
145000,0.0,0.0,640.0,0.0,226,96,1.891069700832304e-08,0.050000000000000044
150000,0.0,0.0,640.0,0.0,234,96,2.2910406016762863e-07,0.050000000000000044
155000,0.0,0.0,640.0,0.0,242,96,2.5301223338658474e-09,0.050000000000000044
160000,0.0,0.0,640.0,0.0,250,96,9.374797826922077e-09,0.050000000000000044
165000,0.0,0.0,640.0,0.0,257,96,6.039345024078102e-09,0.050000000000000044
170000,0.0,0.0,640.0,0.0,265,96,4.4784709274381385e-08,0.050000000000000044
175000,0.0,0.0,640.0,0.0,273,96,4.451371182767616e-08,0.050000000000000044
180000,0.0,0.0,640.0,0.0,281,96,2.290872735954963e-08,0.050000000000000044
185000,0.0,0.0,640.0,0.0,289,96,2.902064011323091e-07,0.050000000000000044
190000,0.0,0.0,640.0,0.0,296,96,4.187499769159331e-08,0.050000000000000044
195000,0.0,0.0,640.0,0.0,304,96,1.0378292669699363e-09,0.050000000000000044
200000,0.0,0.0,640.0,0.0,312,96,3.081998434240063e-09,0.050000000000000044
205000,0.0,0.0,640.0,0.0,320,96,1.2921510972319084e-07,0.050000000000000044
210000,0.0,0.0,640.0,0.0,328,96,3.410862259300984e-09,0.050000000000000044
215000,0.0,0.0,640.0,0.0,335,96,7.874909613292402e-09,0.050000000000000044
220000,0.0,0.0,640.0,0.0,343,96,2.1707842190465954e-09,0.050000000000000044
225000,0.0,0.0,640.0,0.0,351,96,2.7503576305321076e-08,0.050000000000000044
230000,0.0,0.0,640.0,0.0,359,96,6.136606223172691e-10,0.050000000000000044
235000,0.0,0.0,640.0,0.0,367,96,1.4073165743866412e-08,0.050000000000000044
240000,0.0,0.0,640.0,0.0,375,96,1.3503035134476704e-08,0.050000000000000044
245000,0.0,0.0,640.0,0.0,382,96,1.1477503392143262e-08,0.050000000000000044
250000,0.0,0.0,640.0,0.0,390,96,2.3366715140582528e-07,0.050000000000000044
255000,0.0,0.0,640.0,0.0,398,96,2.567815471365975e-08,0.050000000000000044
260000,0.0,0.0,640.0,0.0,406,96,9.311087456609357e-10,0.050000000000000044
265000,0.0,0.0,640.0,0.0,414,96,5.878073583431842e-10,0.050000000000000044
270000,0.0,0.0,640.0,0.0,421,96,2.547989819134955e-09,0.050000000000000044
275000,0.0,0.0,640.0,0.0,429,96,9.74848202162093e-09,0.050000000000000044
280000,0.0,0.0,640.0,0.0,437,96,8.720055788558057e-09,0.050000000000000044
285000,0.0,0.0,640.0,0.0,445,96,1.0360669477904594e-07,0.050000000000000044
290000,0.0,0.0,640.0,0.0,453,96,5.99234795117809e-09,0.050000000000000044
295000,0.0,0.0,640.0,0.0,460,96,2.623948613944549e-09,0.050000000000000044
