step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,temperature
0,0.0,0.0,120.0,0.0,0,1,,0.1
5000,0.0,0.0,120.0,0.0,41,66,1.8365533378528198e-06,0.08659643233600654
10000,0.0,0.0,120.0,0.0,83,71,3.429166497426195e-07,0.07498942093324559
15000,0.0,0.0,120.0,0.0,125,80,8.210789559370824e-08,0.06493816315762113
20000,0.0,0.0,120.0,0.0,166,80,7.268895529932706e-08,0.05623413251903491
25000,0.0,0.0,120.0,0.0,208,80,2.27197887170405e-07,0.04869675251658631
30000,0.0,0.0,120.0,0.0,250,96,2.967159495881333e-08,0.042169650342858224
35000,0.0,0.0,120.0,0.0,291,96,5.777334308731952e-07,0.036517412725483776
40000,0.0,0.0,120.0,0.0,333,105,8.936904549727842e-08,0.0316227766016838
45000,0.0,0.0,120.0,0.0,375,105,8.79346906401679e-09,0.027384196342643614
50000,0.0,0.0,120.0,0.0,416,105,1.6000178959529876e-07,0.023713737056616554
55000,0.0,0.0,120.0,0.0,458,105,1.380949470330961e-06,0.020535250264571463
60000,0.0,0.0,120.0,0.0,500,105,2.1537113426006727e-08,0.01778279410038923
65000,0.0,0.0,120.0,0.0,541,105,2.3018515094008762e-08,0.01539926526059492
70000,0.0,0.0,120.0,0.0,583,109,2.849038338581522e-08,0.01333521432163324
75000,0.0,0.0,120.0,0.0,625,109,8.405990570281574e-09,0.011547819846894583
80000,0.0,0.0,120.0,0.0,666,115,4.463449698732802e-08,0.010000000000000002
85000,0.0,0.0,120.0,0.0,708,115,3.991967290062348e-08,0.008659643233600654
90000,0.0,0.0,120.0,0.0,750,119,2.297404364526301e-07,0.007498942093324558
95000,0.0,0.0,120.0,0.0,791,119,4.005807596740851e-08,0.006493816315762114
100000,0.0,0.0,120.0,0.0,833,119,8.42667446931955e-08,0.005623413251903492
105000,0.0,0.0,120.0,0.0,875,119,8.306521692702518e-08,0.004869675251658632
110000,0.0,0.0,120.0,0.0,916,119,4.765307437537558e-07,0.004216965034285823
115000,0.0,0.0,120.0,0.0,958,119,3.140134197110456e-08,0.003651741272548377
120000,0.0,0.0,120.0,0.0,1000,119,2.284975231248154e-08,0.0031622776601683794
125000,0.0,0.0,120.0,0.0,1041,127,3.0581780663396785e-08,0.0027384196342643617
130000,0.0,0.0,120.0,0.0,1083,127,2.410708475508727e-06,0.0023713737056616554
135000,0.0,0.0,120.0,0.0,1125,127,1.771610413925373e-09,0.002053525026457146
140000,0.0,0.0,120.0,0.0,1166,127,5.076474351994875e-09,0.001778279410038923
145000,0.0,0.0,120.0,0.0,1208,127,6.940766894558692e-08,0.001539926526059492
150000,0.0,0.0,120.0,0.0,1250,127,2.206685278949294e-09,0.001333521432163324
155000,0.0,0.0,120.0,0.0,1291,127,2.65845123692543e-09,0.0011547819846894581
160000,0.0,0.0,120.0,0.0,1333,127,7.640699806188422e-08,0.001
165000,0.0,0.0,120.0,0.0,1375,127,7.329979290204847e-09,0.001
170000,0.0,0.0,120.0,0.0,1416,127,2.6526618679412195e-09,0.001
175000,0.0,0.0,120.0,0.0,1458,127,6.347455006050495e-09,0.001
180000,0.0,0.0,120.0,0.0,1500,128,1.950492878322052e-09,0.001
185000,0.0,0.0,120.0,0.0,1541,128,1.9274031615168497e-07,0.001
190000,0.0,0.0,120.0,0.0,1583,128,3.5400355979930964e-09,0.001
195000,0.0,0.0,120.0,0.0,1625,128,3.1355262830601305e-09,0.001
200000,0.0,0.0,120.0,0.0,1666,128,4.998424341096097e-09,0.001
205000,0.0,0.0,120.0,0.0,1708,128,1.085887468832425e-08,0.001
210000,0.0,0.0,120.0,0.0,1750,128,9.846445436778595e-09,0.001
215000,0.0,0.0,120.0,0.0,1791,128,2.9680293778255873e-09,0.001
220000,0.0,0.0,120.0,0.0,1833,128,1.7217570702499074e-09,0.001
225000,0.0,0.0,120.0,0.0,1875,128,3.605863696520828e-08,0.001
230000,0.0,0.0,120.0,0.0,1916,128,2.2770105800873353e-08,0.001
235000,0.0,0.0,120.0,0.0,1958,128,6.718454415022279e-08,0.001
240000,0.0,0.0,120.0,0.0,2000,128,1.2939187499227955e-08,0.001
245000,0.0,0.0,120.0,0.0,2041,128,1.7191593704168895e-09,0.001
250000,0.0,0.0,120.0,0.0,2083,128,1.775145932469968e-07,0.001
255000,0.0,0.0,120.0,0.0,2125,128,5.609218090008028e-10,0.001
260000,0.0,0.0,120.0,0.0,2166,131,1.6270794711559233e-09,0.001
265000,0.0,0.0,120.0,0.0,2208,131,2.3000730209332687e-09,0.001
270000,0.0,0.0,120.0,0.0,2250,131,7.426521619890991e-09,0.001
275000,0.0,0.0,120.0,0.0,2291,131,7.509703081609587e-09,0.001
280000,0.0,0.0,120.0,0.0,2333,131,1.7719518297099057e-08,0.001
285000,0.0,0.0,120.0,0.0,2375,131,3.525032354900759e-08,0.001
290000,0.0,0.0,120.0,0.0,2416,131,3.1686070656178345e-07,0.001
295000,0.0,0.0,120.0,0.0,2458,131,1.5808262476824098e-09,0.001
300000,0.0,0.0,120.0,0.0,2500,131,7.262727308443573e-09,0.001
305000,0.0,0.0,120.0,0.0,2541,131,7.947511448946898e-08,0.001
310000,0.0,0.0,120.0,0.0,2583,131,6.389796425310124e-08,0.001
315000,0.0,0.0,120.0,0.0,2625,132,1.3911461982374362e-09,0.001
320000,0.0,0.0,120.0,0.0,2666,132,5.040700079561589e-10,0.001
