step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,0.0,4,52,6.433644011849537e-05,0.05,0.0006293960018286164,25.0
10000,0.0,0.0,0.0,9,230,1.5443707752638147e-06,0.05,0.0011469938045531997,66.0
15000,0.0,0.0,0.0,14,377,6.54739949368377e-07,0.05,0.0011942297646325355,92.0
20000,0.0,0.0,0.0,19,504,9.896476740323124e-07,0.05,0.0008713655746323041,99.0
25000,0.0,0.0,0.0,24,550,4.058626643654861e-07,0.05,0.0006607380874005382,100.0
30000,0.0,0.0,0.3597802734375001,36,591,6.5083477238658816e-06,0.05,0.0004736458811283023,106.0
35000,0.0,0.0,0.6998388671875,49,603,8.125847671180964e-06,0.05,0.0002966209308184055,106.0
40000,0.0,0.0,0.862451171875,81,610,3.0710285500390455e-05,0.05,0.0003111112119699442,108.0
45000,0.0,0.0,0.719736328125,96,612,0.00034251523902639747,0.05,0.00028526172187216033,108.0
50000,0.0,0.0,0.5495214843749999,102,612,0.00038818561006337404,0.05,0.00021212187960330898,108.0
55000,0.0,0.0,0.38463378906249995,106,613,0.0003148711402900517,0.05,0.000384158291025241,108.0
60000,0.0,0.0,0.1832373046875,111,613,0.00028952446882613003,0.05,0.00022307125462092437,108.0
65000,0.0,0.0,0.05512207031250001,116,614,0.00047415029257535934,0.05,0.00023319674524950395,108.0
70000,0.0,0.0,0.0068896484375000015,121,614,0.00018694893515203148,0.05,0.0002916140315863417,108.0
75000,0.0,0.0,0.0068896484375000015,126,615,0.007059725001454353,0.05,0.00017540246381529014,108.0
80000,0.0,0.0,0.0068896484375000015,131,639,0.008563523180782795,0.05,0.00045526250360224075,108.0
85000,0.0,0.0,0.01396484375,136,641,0.0003884058678522706,0.05,0.00024719372504182144,108.0
90000,0.0,0.0,0.07270019531250001,142,678,0.008839154615998268,0.05,0.00034180834596378846,108.0
95000,0.0,0.0,0.10516601562500001,147,704,0.009885773062705994,0.05,0.0001440658116035523,108.0
100000,0.0,0.0,0.10516601562499998,152,713,0.00022523387451656163,0.05,0.00017801062026903236,108.0
105000,0.0,0.0,0.09120117187499999,157,714,0.00017886937712319195,0.05,0.00016140577925598268,108.0
