step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,256.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,256.0,0.0,19,17,4.470743078854866e-06,0.05,0.0007803991185307282,17.0
10000,0.0,0.0,256.0,0.0,39,25,3.7360007354436675e-07,0.05,0.0008317213084059249,25.0
15000,0.0,0.0,256.0,0.0,58,98,5.177278126211604e-07,0.05,0.0015172485975043072,67.0
20000,0.0,0.0,256.0,0.0,78,109,4.077243715983059e-07,0.05,0.000778427772845947,69.0
25000,0.0,0.0,256.0,0.11271484375,99,135,8.005205813788052e-07,0.05,0.0009127943429904839,83.0
30000,0.0,0.0,256.0,0.5688671875,135,137,1.807928492780775e-05,0.05,0.0005726761136964796,83.0
35000,0.0,0.0,256.0,0.8913671875,262,139,0.0002307282411493361,0.05,0.0003934246950476877,85.0
40000,0.0,0.0,256.0,0.39154296874999994,350,139,0.00016639044042676687,0.05,0.0003905471413651113,85.0
45000,0.0,0.0,256.0,0.0,369,140,7.733981328783557e-05,0.05,0.0005426849031441073,86.0
50000,0.0,0.0,256.0,0.0,389,140,0.00022978789638727903,0.05,0.00019459143763080834,86.0
55000,0.0,0.0,256.0,0.0,408,140,7.227207970572636e-05,0.05,0.00017466687891259033,86.0
60000,0.0,0.0,256.0,0.0,428,140,3.0598806915804744e-05,0.05,0.00024237975968083653,86.0
65000,0.0,0.0,256.0,0.005878906249999999,447,140,7.378647569566965e-05,0.05,0.0003772944282996472,86.0
70000,0.0,0.0,256.0,0.07371093749999999,468,140,0.00012489529035519809,0.05,0.00040274549049596587,86.0
75000,0.0,0.0,256.0,0.26560546874999996,494,140,0.00017491386097390205,0.05,0.00030646078244707576,86.0
80000,0.0,0.0,256.0,0.21083984375,517,140,4.212576095596887e-05,0.05,0.00030168465907116367,86.0
85000,0.0,0.0,256.0,0.27966796875,548,140,3.7961268390063196e-05,0.05,0.0002607125008782281,86.0
90000,0.0,0.0,256.0,0.35021484374999995,576,140,4.098546924069524e-05,0.05,0.00022052150453625037,86.0
95000,0.961328125,0.0,11.0,0.66130859375,622,140,1.105771298171021e-05,0.05,0.00032482405441432616,86.0
100000,0.0,0.0,256.0,0.497421875,668,140,4.143261321587488e-05,0.05,0.00025779748506645536,86.0
105000,0.0,0.0,256.0,0.16814453125,691,140,3.802034188993275e-05,0.05,0.00014613035833068946,86.0
110000,0.0,0.0,256.0,0.30029296875,716,140,4.008632822660729e-05,0.05,0.00020598119100164353,86.0
115000,0.0,0.0,256.0,0.4638671875,763,140,9.780368600331713e-06,0.05,0.0002573931848658372,86.0
120000,0.0,0.0,256.0,0.4708984375,792,140,2.6475863705854863e-05,0.05,0.000464193327136774,86.0
125000,0.0,0.0,256.0,0.81455078125,853,140,0.0005586716579273343,0.05,0.00023181359569505287,86.0
130000,0.0,0.0,256.0,0.5134765625,889,140,1.4504172213491984e-05,0.05,0.00024709977491901586,86.0
135000,0.0,0.0,256.0,0.5839453125,923,140,0.0002392266469541937,0.05,0.00014303467546428327,86.0
140000,0.0,0.0,256.0,0.43386718750000003,973,140,2.1398989701992832e-05,0.05,0.00025752676599559383,86.0
