step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss
0,0.0,0.0,100.0,0.0,0,1,
5000,0.0,0.0,100.0,0.0,50,23,0.00047488935524597764
10000,0.0,0.0,100.0,0.51785,130,32,2.8635384296649136e-05
15000,0.0,0.0,100.0,0.10185,275,32,0.003034030320122838
20000,0.0,0.0,100.0,0.8843499999999999,397,32,0.0019418552983552217
25000,0.955,0.0,5.0,0.9019,1079,32,0.0018739599036052823
30000,0.0,0.0,100.0,0.87805,1623,32,0.00025903902132995427
35000,0.0,0.0,100.0,0.8519500000000001,2004,32,5.892003537155688e-05
40000,0.0,0.0,100.0,0.8533,2290,32,0.00042499456321820617
45000,0.0,0.0,100.0,0.8852500000000001,2700,32,0.00020679141744039953
50000,0.955,0.0,5.0,0.9473499999999996,3328,32,2.9896622436353937e-05
55000,0.955,0.0,5.0,0.95095,4172,32,0.00010160134843317792
60000,0.955,0.0,5.0,0.9545499999999997,5026,32,0.00012833297660108656
65000,0.0,0.0,100.0,0.9419500000000001,5850,32,5.475191937875934e-05
70000,0.955,0.0,5.0,0.9460000000000001,6632,32,4.954120595357381e-05
75000,0.955,0.0,5.0,0.9531999999999996,7529,32,7.623760029673576e-05
80000,0.955,0.0,5.0,0.9477999999999998,8438,32,9.606534149497747e-05
85000,0.955,0.0,5.0,0.9486999999999999,9316,32,0.00012631634308490902
90000,0.955,0.0,5.0,0.9531999999999998,10245,32,6.416338146664202e-05
95000,0.955,0.0,5.0,0.9540999999999997,11143,32,6.681743252556771e-05
100000,0.955,0.0,5.0,0.9293499999999998,11981,32,4.0037764847511426e-05
105000,0.955,0.0,5.0,0.93385,12813,32,3.6984565667808056e-05
110000,0.955,0.0,5.0,0.9504999999999997,13739,32,9.352650522487238e-06
115000,0.0,0.0,100.0,0.9487,14570,32,0.0011846417328342795
120000,0.0,0.0,100.0,0.9360999999999999,15444,32,2.266412047902122e-05
125000,0.955,0.0,5.0,0.9513999999999998,16348,32,5.740896813222207e-05
130000,0.955,0.0,5.0,0.9486999999999999,17324,32,4.561583773465827e-05
135000,0.955,0.0,5.0,0.9244,18124,32,0.0002086540189338848
140000,0.955,0.0,5.0,0.9549999999999997,18932,32,7.525031105615199e-05
145000,0.955,0.0,5.0,0.9518499999999998,19798,32,0.0005584351602010429
150000,0.955,0.0,5.0,0.9549999999999997,20758,32,1.9658507881104015e-05
155000,0.955,0.0,5.0,0.9549999999999997,21734,32,3.0377550501725636e-05
160000,0.955,0.0,5.0,0.9473500000000001,22648,32,2.7933663659496233e-05
165000,0.955,0.0,5.0,0.9518499999999996,23538,32,1.4419667422771454e-05
170000,0.955,0.0,5.0,0.9536499999999999,24489,32,1.8543907572166063e-05
175000,0.955,0.0,5.0,0.9504999999999997,25421,32,4.234149673720822e-05
180000,0.955,0.0,5.0,0.9545499999999997,26346,32,1.8187509340350516e-05
185000,0.955,0.0,5.0,0.9496,27249,32,1.76066932908725e-05
190000,0.955,0.0,5.0,0.95275,28208,32,3.730372554855421e-05
195000,0.955,0.0,5.0,0.9545499999999997,29191,32,3.978151653427631e-05
200000,0.955,0.0,5.0,0.9441999999999998,30151,32,0.0001687024050625041
205000,0.955,0.0,5.0,0.9522999999999998,31018,32,6.732560905220453e-06
210000,0.955,0.0,5.0,0.9531999999999998,31972,32,1.8655305211723316e-06
215000,0.955,0.0,5.0,0.9549999999999997,32948,32,7.170799653977156e-05
220000,0.0,0.0,100.0,0.94915,33925,32,5.737360697821714e-05
225000,0.955,0.0,5.0,0.9540999999999998,34838,32,2.3941012841532938e-05
230000,0.955,0.0,5.0,0.9545499999999997,35791,32,1.1898623597517144e-05
235000,0.955,0.0,5.0,0.9536499999999999,36758,32,7.390750397462398e-06
240000,0.955,0.0,5.0,0.9531999999999996,37696,32,1.3427770682028495e-05
245000,0.955,0.0,5.0,0.9532,38671,32,1.8316823116037995e-05
250000,0.955,0.0,5.0,0.9532,39603,32,1.4227582141757011e-05
255000,0.955,0.0,5.0,0.9545499999999997,40556,32,1.3882052371627651e-05
260000,0.955,0.0,5.0,0.9549999999999997,41508,32,2.3013155896478565e-06
265000,0.955,0.0,5.0,0.9531999999999998,42443,32,1.5006318790256046e-05
270000,0.955,0.0,5.0,0.9509499999999997,43412,32,1.3476819731295109e-06
275000,0.955,0.0,5.0,0.9486999999999999,44269,32,9.586881787981838e-06
280000,0.955,0.0,5.0,0.9531999999999996,45224,32,6.8810350057901815e-06
285000,0.955,0.0,5.0,0.9540999999999998,46184,32,2.626597733978997e-06
290000,0.955,0.0,5.0,0.9549999999999997,47116,32,4.596580311044818e-06
295000,0.955,0.0,5.0,0.9549999999999997,48089,32,2.563703128544148e-05
300000,0.955,0.0,5.0,0.9549999999999997,49044,32,3.581022974685766e-05
305000,0.955,0.0,5.0,0.9540999999999997,50013,32,4.3485124479047954e-05
310000,0.955,0.0,5.0,0.9522999999999999,50995,32,2.174052724512876e-06
315000,0.955,0.0,5.0,0.9540999999999998,51971,32,4.257179625710705e-06
320000,0.955,0.0,5.0,0.9531999999999996,52901,32,3.6740120776812546e-06
325000,0.955,0.0,5.0,0.9410499999999999,53792,32,1.1242253094678745e-05
330000,0.955,0.0,5.0,0.9545499999999997,54740,32,2.8752924663422164e-06
335000,0.955,0.0,5.0,0.9468999999999997,55667,32,7.517970516346395e-05
340000,0.955,0.0,5.0,0.9513999999999998,56494,32,3.8715429582225624e-06
345000,0.955,0.0,5.0,0.9549999999999997,57463,32,1.4765386140425107e-06
350000,0.955,0.0,5.0,0.9540999999999997,58424,32,7.205271231214283e-06
355000,0.955,0.0,5.0,0.9545499999999997,59342,32,1.0723846571636386e-05
360000,0.955,0.0,5.0,0.9549999999999997,60314,32,5.484956545842579e-06
