step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,epsilon
0,0.0,0.0,100.0,0.0,0,1,,1.0
5000,0.0,0.0,100.0,0.0,50,64,9.041504256401822e-08,0.940625
10000,0.0,0.0,100.0,0.0,100,69,4.982452495028156e-08,0.88125
15000,0.0,0.0,100.0,0.0,150,73,7.438129046022368e-08,0.821875
20000,0.0,0.0,100.0,0.0,200,73,5.9513805439337375e-08,0.7625
25000,0.0,0.0,100.0,0.0,250,77,7.986017180883209e-08,0.703125
30000,0.0,0.0,100.0,0.0,300,79,9.215025897901796e-08,0.64375
35000,0.0,0.0,100.0,0.0,350,79,1.377670173496881e-07,0.5843750000000001
40000,0.0,0.0,100.0,0.0,400,81,3.0876655898737226e-08,0.525
45000,0.0,0.0,100.0,0.0,450,90,9.983966720028548e-07,0.46562500000000007
50000,0.0,0.0,100.0,0.0,500,91,8.442249566087412e-08,0.40625
55000,0.0,0.0,100.0,0.0,550,91,1.102334522329329e-06,0.34687500000000004
60000,0.0,0.0,100.0,0.0,600,91,3.1677505063498756e-08,0.2875000000000001
65000,0.0,0.0,100.0,0.0,650,91,2.8645510852243206e-08,0.22812500000000002
70000,0.0,0.0,100.0,0.0,700,91,1.4166855066832795e-07,0.16875000000000007
75000,0.0,0.0,100.0,0.0,750,91,2.0797305211317507e-08,0.109375
80000,0.0,0.0,100.0,0.0,800,91,1.0544023432146332e-08,0.050000000000000044
85000,0.0,0.0,100.0,0.0,850,91,1.2022432827052398e-07,0.050000000000000044
90000,0.0,0.0,100.0,0.0,900,91,2.419673421627522e-07,0.050000000000000044
95000,0.0,0.0,100.0,0.0,950,91,4.99379471108341e-09,0.050000000000000044
100000,0.0,0.0,100.0,0.0,1000,91,8.484009583753505e-08,0.050000000000000044
105000,0.0,0.0,100.0,0.0,1050,91,6.900654714314669e-09,0.050000000000000044
110000,0.0,0.0,100.0,0.0,1100,91,5.174904504912092e-09,0.050000000000000044
115000,0.0,0.0,100.0,0.0,1150,91,1.5364506111836818e-08,0.050000000000000044
120000,0.0,0.0,100.0,0.0,1200,91,1.1388803500267386e-07,0.050000000000000044
125000,0.0,0.0,100.0,0.0,1250,91,7.929580903009992e-08,0.050000000000000044
