step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
320000,0.0,0.0,0.0,966,48,1.2705705785265309e-06,0.05,0.0003065354597053489,301.0
325000,0.0,0.0,0.0,980,48,1.2352060139164678e-06,0.05,0.00018234111370293333,303.0
330000,0.0,0.0,0.0,994,48,2.682138756426866e-06,0.05,0.0002425833673572249,306.0
335000,0.0,0.0,0.0,1008,48,9.101487421503407e-07,0.05,0.00018207605013564014,306.0
340000,0.0,0.0,0.0,1022,48,6.028075176800485e-07,0.05,0.00017592892705397772,306.0
345000,0.0,0.0,0.0,1036,48,1.918128191391588e-06,0.05,0.0001681710751298193,307.0
350000,0.0,0.0,0.0,1050,48,1.198240852318122e-06,0.05,0.00023494119536251234,307.0
355000,0.0,0.0,0.0,1064,48,9.132581908488646e-07,0.05,0.0001897675897389221,307.0
360000,0.0,0.0,0.006624999999999997,1078,48,2.7990181479253806e-06,0.05,0.00018376009390810502,307.0
365000,0.0,0.0,0.0,1091,48,2.493013369075925e-07,0.05,0.00016477958904583778,307.0
370000,0.0,0.0,0.015125,1106,48,7.350562327701482e-07,0.05,0.00012759655685845106,307.0
375000,0.0,0.0,0.13487500000000002,1122,48,1.1516190170368645e-06,0.05,0.00023312139090997286,307.0
380000,0.0,0.0,0.396,1144,48,5.493962817126885e-06,0.05,0.00016457133846243288,310.0
385000,0.0,0.0,0.7024999999999999,1178,48,0.0003140132175758481,0.05,0.00026969760405781674,313.0
390000,0.0,0.0,0.34524999999999995,1198,48,1.548439104226418e-05,0.05,0.0002669191878769118,313.0
395000,0.0,0.0,0.027249999999999996,1212,48,6.478477735072374e-05,0.05,0.0001708283104811456,313.0
