step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss
0,0.0,0.0,0.0,0,1,
5000,0.0,0.0,0.0,20,12,0.00022060619085095823
10000,0.0,0.0,0.0,40,15,8.15610201243544e-06
15000,0.0,0.0,0.019399999999999994,60,21,2.6525336579652503e-05
20000,0.0,0.0,0.03646,80,21,2.74010358225496e-06
25000,0.0,0.0,0.06004,102,24,5.534929641726194e-06
30000,0.0,0.0,0.08026,123,24,4.489398008900025e-07
35000,0.0,0.0,0.05697999999999999,145,24,8.103985464913421e-07
40000,0.0,0.0,0.017599999999999998,165,24,3.7088503290760855e-07
45000,0.0,0.0,0.0,185,24,2.2636683638666e-07
50000,0.0,0.0,0.0753,207,24,3.440346745264833e-07
55000,0.0,0.0,0.25506,232,24,1.4297952475317288e-06
60000,0.0,0.0,0.19929999999999998,256,24,6.892402780067641e-06
65000,0.0,0.0,0.0,276,24,0.0010015142615884542
70000,0.0,0.0,0.0,296,24,0.0002479947579558939
75000,0.0,0.0,0.0,316,24,7.32214402887621e-06
80000,0.0,0.0,0.18908,339,24,1.0217525414191186e-05
85000,0.0,0.0,0.18580000000000002,364,24,6.280896741372999e-06
90000,0.0,0.0,0.16874,388,24,3.617457332438789e-05
95000,0.0,0.0,0.11701999999999999,410,24,2.8477967134676874e-05
100000,0.0,0.0,0.16936,433,24,1.25241922432906e-05
105000,0.0,0.0,0.13106,456,24,0.0006152630085125566
110000,0.0,0.0,0.04208,477,24,1.2231104847160168e-05
115000,0.0,0.0,0.030379999999999997,499,24,9.534648415865377e-05
120000,0.0,0.0,0.0185,519,24,2.9987784728291444e-05
125000,0.0,0.0,0.0,539,24,0.0003014640824403614
130000,0.0,0.0,0.0,559,24,9.996204607887194e-05
135000,0.0,0.0,0.0,579,24,4.800128226634115e-05
140000,0.0,0.0,0.0,599,24,0.0004509396094363183
145000,0.0,0.0,0.0,619,24,9.194038284476846e-05
150000,0.0,0.0,0.0,639,24,0.0003548263921402395
155000,0.0,0.0,0.0,659,24,0.00017245369963347912
160000,0.0,0.0,0.0,679,24,4.6642107918160036e-05
165000,0.0,0.0,0.0,699,24,6.738804222550243e-05
170000,0.0,0.0,0.0,719,24,0.00011127814650535583
175000,0.0,0.0,0.0,739,24,6.771588959963992e-05
180000,0.0,0.0,0.0,759,24,3.3254229492740706e-05
185000,0.0,0.0,0.0,779,24,2.3770146071910858e-05
190000,0.0,0.0,0.0,799,24,6.520455372083234e-06
195000,0.0,0.0,0.0,819,24,8.527921454515308e-05
200000,0.0,0.0,0.0,839,24,1.0382028449384961e-05
205000,0.0,0.0,0.0,859,24,1.8241815268993378e-05
210000,0.0,0.0,0.0,879,24,1.3921638128522318e-05
215000,0.0,0.0,0.0,899,24,1.1865593478432857e-05
220000,0.0,0.0,0.0,919,24,1.0663979992386885e-05
225000,0.0,0.0,0.0,939,24,2.101774953189306e-05
230000,0.0,0.0,0.0,959,24,2.921103259723168e-06
235000,0.0,0.0,0.0,979,24,2.833823145920178e-06
240000,0.0,0.0,0.0,999,24,6.602818757528439e-06
245000,0.0,0.0,0.0,1019,24,2.727206992858555e-05
250000,0.0,0.0,0.0,1039,24,1.8579099560156465e-05
255000,0.0,0.0,0.05608,1060,24,2.2387610442820005e-05
260000,0.0,0.0,0.08210000000000002,1081,24,8.012403668544721e-06
265000,0.0,0.0,0.011659999999999998,1102,24,1.4030501915840432e-05
270000,0.0,0.0,0.0,1122,24,1.6422885664724163e-06
275000,0.0,0.0,0.0,1142,24,2.9803163670294452e-06
280000,0.0,0.0,0.0,1162,24,3.5192490486224415e-06
285000,0.0,0.0,0.0,1182,24,2.0571726508933352e-06
290000,0.0,0.0,0.0,1202,24,5.91273465033737e-06
295000,0.0,0.0,0.0,1222,24,1.6738721342335339e-06
300000,0.0,0.0,0.0,1242,24,2.0886253082608164e-07
305000,0.0,0.0,0.0,1262,24,8.006996949916356e-07
310000,0.0,0.0,0.0,1282,24,4.633257049135864e-07
315000,0.0,0.0,0.0,1302,24,1.3822398159391014e-06
320000,0.0,0.0,0.0,1322,24,9.176913408737164e-06
325000,0.0,0.0,0.0,1342,24,1.4884416543736734e-07
330000,0.0,0.0,0.0,1362,24,5.525454298549448e-07
335000,0.0,0.0,0.0,1382,24,9.27748203594092e-07
340000,0.0,0.0,0.0,1402,24,1.2542349168143119e-06
345000,0.0,0.0,0.0,1422,24,2.946662220892904e-07
350000,0.0,0.0,0.040100000000000004,1442,24,3.600882223508961e-07
355000,0.0,0.0,0.0,1462,24,3.5499863315635594e-06
360000,0.0,0.0,0.0,1482,24,1.5981731849024072e-06
365000,0.0,0.0,0.0,1502,24,2.093591433549591e-07
370000,0.0,0.0,0.0,1522,24,7.563050985481823e-07
375000,0.0,0.0,0.0,1542,24,5.624459049613506e-07
380000,0.0,0.0,0.0,1562,24,3.7789334328408586e-07
385000,0.0,0.0,0.0,1582,24,8.517064316038159e-07
390000,0.0,0.0,0.0,1602,24,5.258977580524515e-06
395000,0.0,0.0,0.0,1622,24,3.663342056370311e-07
