step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,0.0,7,36,2.2752490167476935e-06,0.05,0.0011504839800163538,36.0
10000,0.0,0.0,0.0,15,89,1.7107413441408426e-06,0.05,0.002975098747310601,143.0
15000,0.0,0.0,0.0,23,93,1.3251611790110474e-06,0.05,0.0010382239932887765,187.0
20000,0.0,0.0,0.0,31,94,1.3698146403839928e-06,0.05,0.0007952335065179773,218.0
25000,0.0,0.0,0.0,39,96,1.7000584193738177e-06,0.05,0.0008618524616420971,225.0
30000,0.0,0.0,0.0,46,96,2.138375293725403e-06,0.05,0.002227260778224877,282.0
35000,0.0,0.0,0.0,54,96,1.5525663457083283e-06,0.05,0.000996375660994162,303.0
40000,0.0,0.0,0.0,62,96,4.3631316657410935e-06,0.05,0.0009134016921906223,318.0
45000,0.0,0.0,0.0,70,96,1.8079784922520048e-06,0.05,0.0007696670414626128,324.0
50000,0.0,0.0,0.0,78,96,2.6637615064828424e-06,0.05,0.0011420467155657402,338.0
55000,0.0,0.0,0.0,85,96,1.205790226777026e-06,0.05,0.0010943928814957477,355.0
60000,0.0,0.0,0.0,93,96,3.0447527024080046e-06,0.05,0.0008128948931197347,378.0
65000,0.0,0.0,0.0,101,96,5.872937549611379e-07,0.05,0.0009558117208937139,412.0
70000,0.0,0.0,0.0,109,96,5.528508495444839e-07,0.05,0.0005286604548517584,448.0
75000,0.0,0.0,0.0,117,96,4.830786224374606e-07,0.05,0.0010016509018535853,468.0
80000,0.0,0.0,0.0,125,96,6.764455520169577e-07,0.05,0.0008589300774191997,480.0
85000,0.0,0.0,0.0,132,96,1.7889478840515949e-06,0.05,0.0008489420524845373,489.0
90000,0.0,0.0,0.0,140,96,8.647583058518649e-07,0.05,0.0005281540279983375,496.0
95000,0.0,0.0,0.0,148,96,1.106031618292036e-06,0.05,0.0008321780429386247,512.0
100000,0.0,0.0,0.0,156,96,5.001779754820745e-07,0.05,0.000568461902967702,513.0
105000,0.0,0.0,0.0,164,96,2.0097750166314654e-06,0.05,0.000836942471067475,515.0
110000,0.0,0.0,0.0,171,96,6.129022267487017e-07,0.05,0.000372344148662767,519.0
115000,0.0,0.0,0.0,179,96,1.1486713447084185e-06,0.05,0.0004997422010390038,519.0
120000,0.0,0.0,0.0,187,96,1.319346779382613e-06,0.05,0.0005372644404474178,521.0
125000,0.0,0.0,0.0,195,96,1.3065606481177383e-06,0.05,0.0005194199581755613,527.0
130000,0.0,0.0,0.0,203,96,9.174462434202724e-07,0.05,0.0004628938640836085,531.0
135000,0.0,0.0,0.0,210,96,1.7161560208478477e-06,0.05,0.0004438951790789845,532.0
140000,0.0,0.0,0.0,218,96,1.0082039807457477e-06,0.05,0.0004671991587899443,534.0
145000,0.0,0.0,0.0,226,96,1.5518556892857305e-06,0.05,0.0003936708743976702,534.0
150000,0.0,0.0,0.0,234,96,5.851254627486924e-07,0.05,0.0004330821375086173,538.0
155000,0.0,0.0,0.0,242,96,1.0737647926362115e-06,0.05,0.00044534126568015705,538.0
160000,0.0,0.0,0.0,250,96,2.2987453576206462e-06,0.05,0.0004947997415532549,539.0
165000,0.0,0.0,0.0,257,96,1.1961443533436977e-06,0.05,0.00040271279864714327,539.0
170000,0.0,0.0,0.0,265,96,4.077703863458737e-07,0.05,0.0005020241909841952,542.0
175000,0.0,0.0,0.0,273,96,5.251974926068215e-07,0.05,0.0005998682885101756,546.0
180000,0.0,0.0,0.0,281,96,9.862108072411502e-07,0.05,0.0002893352149498171,546.0
185000,0.0,0.0,0.0,289,96,2.1034990993484826e-07,0.05,0.0004476046245236204,546.0
190000,0.0,0.0,0.0,296,96,2.41136348222426e-07,0.05,0.0003534306032709804,546.0
195000,0.0,0.0,0.0,304,96,4.918609306514554e-07,0.05,0.00030528041370974474,549.0
200000,0.0,0.0,0.0,312,96,1.1309869023534702e-06,0.05,0.0003762269518321943,549.0
205000,0.0,0.0,0.0,320,96,7.890350843808847e-07,0.05,0.000379052756416433,550.0
210000,0.0,0.0,0.0,328,96,1.7658678075349599e-07,0.05,0.00040370675511303063,550.0
215000,0.0,0.0,0.0,335,96,3.2144870942829584e-07,0.05,0.0003413359293411511,550.0
220000,0.0,0.0,0.0,343,96,2.613390677197458e-07,0.05,0.00027272749920236185,550.0
225000,0.0,0.0,0.0,351,96,4.192168319150369e-07,0.05,0.000287444882115001,550.0
230000,0.0,0.0,0.0,359,96,4.640577571990434e-06,0.05,0.0002700916008008638,550.0
235000,0.0,0.0,0.0,367,96,3.334423581691226e-07,0.05,0.00041252411150186085,553.0
240000,0.0,0.0,0.0,375,96,3.0152125418680953e-07,0.05,0.00030467104245694915,556.0
245000,0.0,0.0,0.0,382,96,6.62789943817188e-07,0.05,0.00036345054260000233,568.0
250000,0.0,0.0,0.0,390,96,4.3924032411268854e-07,0.05,0.00031239003908565047,568.0
255000,0.0,0.0,0.0,398,96,1.8258815543958917e-05,0.05,0.00039444266623151034,573.0
260000,0.0,0.0,0.0,406,96,3.454063914887229e-07,0.05,0.0004344915778141733,575.0
265000,0.0,0.0,0.0,414,96,2.1578634346042236e-07,0.05,0.00022727274566502803,575.0
270000,0.0,0.0,0.0,421,96,5.277065611153375e-07,0.05,0.0002099327056015753,580.0
275000,0.0,0.0,0.0,429,96,2.5776694201340433e-07,0.05,0.0002098603256543649,580.0
280000,0.0,0.0,0.0,437,96,1.2799223725323827e-07,0.05,0.0009212727612348749,589.0
285000,0.0,0.0,0.0,445,98,1.1933335599678685e-06,0.05,0.0005670007090796734,598.0
290000,0.0,0.0,0.0,453,98,3.236524719341105e-07,0.05,0.00031875306187386434,600.0
295000,0.0,0.0,0.0,460,98,5.266404059511842e-07,0.05,0.0006025163489634218,602.0
300000,0.0,0.0,0.0,468,98,7.1732438300387e-07,0.05,0.00026255991033916065,612.0
305000,0.0,0.0,0.0,476,98,5.278823209664552e-07,0.05,0.00037507381869084316,616.0
310000,0.0,0.0,0.0,484,98,1.025229266815586e-06,0.05,0.00048797871488909337,619.0
315000,0.0,0.0,0.0,492,98,2.7020628294849303e-06,0.05,0.0006578526803744087,627.0
320000,0.0,0.0,0.0,500,98,5.231428872320976e-07,0.05,0.00036467527149633357,630.0
325000,0.0,0.0,0.0,507,98,3.810696398431901e-07,0.05,0.00045603887496782256,633.0
330000,0.0,0.0,0.0,515,98,2.7613154998107348e-06,0.05,0.00023806226214629123,635.0
335000,0.0,0.0,0.0,523,98,2.690236669877777e-06,0.05,0.0002769804886811163,635.0
340000,0.0,0.0,0.0,531,98,9.979042943086824e-07,0.05,0.00023364803754760195,636.0
345000,0.0,0.0,0.0,539,98,2.983412741741631e-06,0.05,0.0008585860044458981,638.0
350000,0.0,0.0,0.0,546,98,2.979335476993583e-06,0.05,0.0002244753804296262,640.0
355000,0.0,0.0,0.0,554,98,4.797680048795883e-07,0.05,0.00032748814912833535,641.0
360000,0.0,0.0,0.0,562,98,2.188332246078062e-06,0.05,0.0002699019729568544,644.0
365000,0.0,0.0,0.0,570,98,8.457145668216981e-07,0.05,0.00044666606913597664,644.0
370000,0.0,0.0,0.0,578,98,8.979893664218253e-07,0.05,0.0005923173465811944,645.0
375000,0.0,0.0,0.0,585,98,5.518824082173523e-07,0.05,0.00030911895742221783,645.0
