step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,0.0,5,55,2.8939402909600176e-06,0.05,0.0018493977011907778,51.0
10000,0.0,0.0,0.0,10,100,4.7290956217693747e-07,0.05,0.0016743472318436262,106.0
15000,0.0,0.0,0.0,15,113,1.915482698677806e-06,0.05,0.0017701735132834946,184.0
20000,0.0,0.0,0.0,20,154,2.858949528672383e-06,0.05,0.003098940865040167,415.0
25000,0.0,0.0,0.0,25,156,2.1444805042847292e-06,0.05,0.0015810688515126676,542.0
30000,0.0,0.0,0.0,30,157,2.8844299322372535e-06,0.05,0.0023738667519440796,730.0
35000,0.0,0.0,0.0,35,157,2.9169452773203375e-06,0.05,0.0016363984672655922,817.0
40000,0.0,0.0,0.0,40,160,1.5814914604561636e-06,0.05,0.0017273474962610916,884.0
45000,0.0,0.0,0.0,45,160,4.950379661750048e-06,0.05,0.0009173960410646487,900.0
50000,0.0,0.0,0.0,50,160,3.2738221307226922e-06,0.05,0.001838189061173377,940.0
55000,0.0,0.0,0.0,55,160,6.40934513285174e-06,0.05,0.0017144022115928436,1021.0
60000,0.0,0.0,0.0,60,160,4.41352085545077e-06,0.05,0.0008357424356727002,1032.0
65000,0.0,0.0,0.0,65,160,1.1973452274105512e-06,0.05,0.0005828249236428535,1061.0
70000,0.0,0.0,0.0,70,160,7.030635629234894e-07,0.05,0.001246371014100553,1081.0
75000,0.0,0.0,0.0,75,160,3.2521770663151983e-06,0.05,0.0005525815422590153,1086.0
80000,0.0,0.0,0.0,80,160,5.303199031914119e-06,0.05,0.000993579744183076,1091.0
85000,0.0,0.0,0.0,85,160,2.384811068623094e-06,0.05,0.0012056969837800366,1116.0
90000,0.0,0.0,0.0,90,160,1.1239566219956032e-06,0.05,0.001037840466596814,1124.0
95000,0.0,0.0,0.0,95,160,2.6145041829295224e-06,0.05,0.0009129855125649497,1132.0
100000,0.0,0.0,0.01148,100,177,2.2866446670377627e-05,0.05,0.0010100016834904428,1179.0
105000,0.0,0.0,0.01148,105,177,1.688624479356804e-06,0.05,0.000508598094827853,1180.0
110000,0.0,0.0,0.01148,110,177,7.91561205915059e-07,0.05,0.0009258233049727274,1185.0
115000,0.0,0.0,0.01148,115,177,1.105488081520889e-06,0.05,0.0009551980906293576,1192.0
120000,0.0,0.0,0.0,120,177,2.786784989439184e-06,0.05,0.0007202751150433976,1196.0
125000,0.0,0.0,0.0,125,177,1.2721022812911542e-06,0.05,0.0006375962472948096,1214.0
130000,0.0,0.0,0.0,130,177,2.6314478418498766e-06,0.05,0.00043626173284553547,1223.0
135000,0.0,0.0,0.0,135,177,1.8721125343290623e-06,0.05,0.0003943157611758063,1230.0
140000,0.0,0.0,0.0,140,177,4.037573944515316e-06,0.05,0.00035067016909958685,1230.0
145000,0.0,0.0,0.0,145,177,7.351554813794792e-07,0.05,0.0003223914955249567,1230.0
150000,0.0,0.0,0.0,150,177,1.137239678428159e-06,0.05,0.000359176866871039,1230.0
155000,0.0,0.0,0.0,155,177,1.5529130905633792e-06,0.05,0.00035008347649211085,1230.0
160000,0.0,0.0,0.0,160,177,9.537536698189797e-07,0.05,0.0003427833274833335,1234.0
165000,0.0,0.0,0.0,165,177,2.144934342140914e-06,0.05,0.000346916271635299,1234.0
170000,0.0,0.0,0.0,170,177,7.082469437591499e-07,0.05,0.0006091167924398039,1238.0
175000,0.0,0.0,0.0,175,177,2.8540978291857755e-07,0.05,0.0008908731841357298,1251.0
180000,0.0,0.0,0.0,180,177,9.567471579430276e-07,0.05,0.0011757614504535518,1257.0
185000,0.0,0.0,0.0,185,177,9.329418162451475e-07,0.05,0.00048167724323005146,1258.0
190000,0.0,0.0,0.0,190,177,1.0896121693804162e-06,0.05,0.0008563001474218451,1265.0
195000,0.0,0.0,0.0,195,177,1.6111505374283297e-06,0.05,0.0003507745350232782,1270.0
200000,0.0,0.0,0.0,200,177,8.500237527186982e-07,0.05,0.0007562819914035639,1281.0
205000,0.0,0.0,0.0,205,177,1.3467906683217734e-06,0.05,0.0005949176339599813,1281.0
210000,0.0,0.0,0.0,210,177,5.82104405566497e-07,0.05,0.0005626790978335316,1283.0
215000,0.0,0.0,0.0,215,177,2.0981992747692857e-06,0.05,0.0004518665396659152,1283.0
220000,0.0,0.0,0.0,220,177,1.6897622572287219e-06,0.05,0.00029778526787984895,1284.0
225000,0.0,0.0,0.0,225,177,1.2437300256351591e-06,0.05,0.0007479346909273259,1284.0
230000,0.0,0.0,0.0,230,177,1.5208602235361468e-06,0.05,0.00032140332537511753,1288.0
235000,0.0,0.0,0.0,235,177,1.3611409031000221e-06,0.05,0.00048236435393913656,1288.0
240000,0.0,0.0,0.0,240,177,1.7415911770513048e-06,0.05,0.00042227462531164333,1288.0
245000,0.0,0.0,0.0,245,177,1.241669792761968e-06,0.05,0.000647680302522668,1291.0
250000,0.0,0.0,0.0,250,177,1.0176945579587482e-06,0.05,0.00030226860806573005,1292.0
255000,0.0,0.0,0.0,255,177,9.602322279533837e-07,0.05,0.0012088856018811541,1294.0
260000,0.0,0.0,0.0,260,177,1.4159817283143639e-06,0.05,0.00031666242125699597,1294.0
