step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon
0,0.0,0.0,0.0,0,1,,1.0
5000,0.0,0.0,0.017299107142857144,7,109,3.2921298043220304e-07,0.940625
10000,0.0,0.0,0.008072916666666667,15,109,1.1409703404297034e-07,0.88125
15000,0.0,0.0,0.0,23,109,7.437324711645488e-07,0.821875
20000,0.0,0.0,0.0,31,109,1.8806019852490863e-06,0.7625
25000,0.0,0.0,0.0,39,109,1.0815284667842207e-07,0.703125
30000,0.0,0.0,0.0,46,109,9.116205035297753e-08,0.64375
35000,0.0,0.0,0.0,54,109,1.2518167125108448e-07,0.5843750000000001
40000,0.0,0.0,0.0,62,109,1.9521779393016914e-07,0.525
45000,0.0,0.0,0.0,70,109,7.374525523573539e-08,0.46562500000000007
50000,0.0,0.0,0.0,78,109,4.5858545405508266e-08,0.40625
55000,0.0,0.0,0.0,85,109,9.325164000983932e-07,0.34687500000000004
60000,0.0,0.0,0.0,93,109,1.3500428508450568e-07,0.2875000000000001
65000,0.0,0.0,0.0,101,109,8.887818125913327e-08,0.22812500000000002
70000,0.0,0.0,0.0,109,109,8.160397158007981e-08,0.16875000000000007
75000,0.0,0.0,0.0,117,109,6.851752232250874e-08,0.109375
80000,0.0,0.0,0.0,125,109,7.625739328886993e-08,0.050000000000000044
85000,0.0,0.0,0.0,132,109,2.0788167631735632e-08,0.050000000000000044
90000,0.0,0.0,0.012453124999999999,140,111,4.345397641714044e-08,0.050000000000000044
95000,0.0,0.0,0.012453124999999999,148,111,2.060264137071499e-08,0.050000000000000044
100000,0.0,0.0,0.012453124999999999,156,111,1.390656478861274e-07,0.050000000000000044
105000,0.0,0.0,0.0,164,111,1.748412969959645e-08,0.050000000000000044
110000,0.0,0.0,0.0,172,111,3.8587521089539223e-07,0.050000000000000044
115000,0.0,0.0,0.0,179,111,8.290765549645585e-07,0.050000000000000044
120000,0.0,0.0,0.0,187,111,3.081566646301326e-08,0.050000000000000044
125000,0.0,0.0,0.0,195,111,4.751500910060713e-06,0.050000000000000044
130000,0.0,0.0,0.0,203,111,2.3098507995200634e-08,0.050000000000000044
135000,0.0,0.0,0.0,211,111,1.6357933674271408e-08,0.050000000000000044
140000,0.0,0.0,0.0,218,111,7.170323446104021e-09,0.050000000000000044
145000,0.0,0.0,0.0,226,111,9.436196712897527e-09,0.050000000000000044
150000,0.0,0.0,0.0,234,111,6.2292535574215435e-09,0.050000000000000044
155000,0.0,0.0,0.0,242,111,7.2716508370263e-09,0.050000000000000044
160000,0.0,0.0,0.0,250,111,1.6834050597935857e-07,0.050000000000000044
165000,0.0,0.0,0.0,258,111,1.7987597189517146e-08,0.050000000000000044
170000,0.0,0.0,0.0,265,111,1.8146167803934077e-06,0.050000000000000044
175000,0.0,0.0,0.0,273,111,6.925898965448596e-09,0.050000000000000044
180000,0.0,0.0,0.0,281,111,5.5108584362528745e-09,0.050000000000000044
185000,0.0,0.0,0.0,289,111,7.398418233606208e-08,0.050000000000000044
190000,0.0,0.0,0.0,297,111,7.073033714277699e-09,0.050000000000000044
195000,0.0,0.0,0.0,304,111,9.699833825038695e-09,0.050000000000000044
200000,0.0,0.0,0.0,312,111,2.296699008752512e-08,0.050000000000000044
205000,0.0,0.0,0.0,320,111,1.0591022281403184e-08,0.050000000000000044
210000,0.0,0.0,0.0,328,111,2.850297420309289e-08,0.050000000000000044
215000,0.0,0.0,0.0,336,111,6.306294153546332e-09,0.050000000000000044
220000,0.0,0.0,0.0,343,111,7.406041113711126e-09,0.050000000000000044
225000,0.0,0.0,0.0,351,111,6.720344458699401e-08,0.050000000000000044
230000,0.0,0.0,0.0,359,111,1.5742523951089993e-09,0.050000000000000044
235000,0.0,0.0,0.0,367,111,2.0687134227870274e-09,0.050000000000000044
240000,0.0,0.0,0.0,375,111,1.844962937980199e-08,0.050000000000000044
245000,0.0,0.0,0.0,383,111,2.9622642117033138e-09,0.050000000000000044
250000,0.0,0.0,0.0,390,111,1.9295995912216313e-09,0.050000000000000044
255000,0.0,0.0,0.0,398,111,1.5095362737582718e-09,0.050000000000000044
260000,0.0,0.0,0.0,406,111,2.3902293477817693e-09,0.050000000000000044
265000,0.0,0.0,0.0,414,111,5.886550624722986e-08,0.050000000000000044
270000,0.0,0.0,0.0,422,111,4.62226346087391e-08,0.050000000000000044
275000,0.0,0.0,0.0,429,111,7.951055369659343e-10,0.050000000000000044
280000,0.0,0.0,0.0,437,111,3.038524987175606e-09,0.050000000000000044
285000,0.0,0.0,0.0,445,111,5.359940047355849e-08,0.050000000000000044
290000,0.0,0.0,0.0,453,111,1.1090050655582218e-08,0.050000000000000044
295000,0.0,0.0,0.0,461,111,6.007450092937461e-10,0.050000000000000044
300000,0.0,0.0,0.0,468,111,6.674049046750952e-08,0.050000000000000044
305000,0.0,0.0,0.0,476,111,4.916909546182069e-09,0.050000000000000044
