step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,temperature
0,0.0,0.0,0.0,0,1,,0.1
5000,0.0,0.0,0.0,4,513,2.0819534540805762e-07,0.08659643233600654
10000,0.0,0.0,0.031618923611111106,9,683,2.1963742824482324e-07,0.07498942093324559
15000,0.0,0.0,0.084921875,15,731,5.6302378652617335e-06,0.06493816315762113
20000,0.0,0.0,0.06369140625,20,737,1.0500424423298682e-06,0.05623413251903491
25000,0.0,0.0,0.06369140625,25,750,4.721870027424302e-06,0.04869675251658631
30000,0.0,0.0,0.04946289062499999,30,757,6.4790410760906525e-06,0.042169650342858224
35000,0.0,0.0,0.05412109375,36,765,1.4243481928133406e-05,0.036517412725483776
40000,0.97626953125,0.0,0.08543457031249999,41,772,1.1145679309265688e-05,0.0316227766016838
45000,0.0,0.0,0.1218017578125,47,772,1.5064402759890072e-05,0.027384196342643614
50000,0.0,0.0,0.141171875,52,772,2.9343171263462864e-05,0.023713737056616554
55000,0.0,0.0,0.1633984375,58,772,2.4992721591843292e-05,0.020535250264571463
60000,0.0,0.0,0.1774169921875,64,772,7.210468902485445e-05,0.01778279410038923
65000,0.0,0.0,0.15672851562499998,69,772,1.592131047800649e-05,0.01539926526059492
70000,0.0,0.0,0.0983544921875,74,772,1.491118200647179e-05,0.01333521432163324
75000,0.0,0.0,0.054560546875000004,79,772,5.364418029785156e-06,0.011547819846894583
80000,0.0,0.0,0.0,83,772,1.8989332602359354e-05,0.010000000000000002
85000,0.0,0.0,0.0,88,772,6.064476110623218e-05,0.008659643233600654
90000,0.0,0.0,0.0,93,772,1.3768642020295374e-05,0.007498942093324558
95000,0.0,0.0,0.0,98,772,1.1466710930108093e-05,0.006493816315762114
100000,0.0,0.0,0.0,103,772,1.5723648175480776e-05,0.005623413251903492
105000,0.0,0.0,0.0,108,772,6.734583166689845e-06,0.004869675251658632
110000,0.0,0.0,0.0,113,772,4.5158103603171185e-06,0.004216965034285823
115000,0.0,0.0,0.0,118,772,2.3452568711945787e-05,0.003651741272548377
120000,0.0,0.0,0.0402001953125,123,772,9.129222235060297e-06,0.0031622776601683794
125000,0.0,0.0,0.10929687499999999,129,772,1.321390300290659e-06,0.0027384196342643617
130000,0.0,0.0,0.540654296875,144,772,2.7496346319821896e-06,0.0023713737056616554
135000,0.0,0.0,0.8851708984375,187,772,9.077401045942679e-06,0.002053525026457146
140000,0.0,0.0,0.9103515625,272,772,2.0040562958456576e-05,0.001778279410038923
145000,0.0,0.0,0.7223486328125001,278,772,5.782151856692508e-05,0.001539926526059492
150000,0.0,0.0,0.488125,283,772,0.00010561190720181912,0.001333521432163324
155000,0.0,0.0,0.2702490234375,292,772,1.84568216354819e-05,0.0011547819846894581
160000,0.0,0.0,0.90841796875,325,772,0.00013259061961434782,0.001
165000,0.0,0.0,0.8789404296875001,363,772,2.8341344659565948e-05,0.001
170000,0.97626953125,0.0,0.7549023437500001,380,772,1.6413598132203333e-05,0.001
175000,0.0,0.0,0.9713037109375,425,773,1.1747512871806975e-05,0.001
180000,0.97626953125,0.0,0.9737207031250001,513,773,0.00018482876475900412,0.001
185000,0.0,0.0,0.9519677734374999,607,773,1.4290431863628328e-05,0.001
