step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss
0,0.0,0.0,256.0,0.0,0,1,
5000,0.0,0.0,256.0,0.29826171874999996,26,139,6.007615229464136e-05
10000,0.0,0.0,256.0,0.2085546875,49,140,9.422912989975885e-05
15000,0.0,0.0,256.0,0.8526953124999999,98,140,0.0011779802152886987
20000,0.0,0.0,256.0,0.45874999999999994,168,140,0.008528225123882294
25000,0.0,0.0,256.0,0.2019921875,192,140,0.004456324968487024
30000,0.0,0.0,256.0,0.01501953125,211,140,8.598262502346188e-05
35000,0.0,0.0,256.0,0.0,231,140,6.764691352145746e-05
40000,0.0,0.0,256.0,0.03505859375,252,140,6.655881588812917e-05
45000,0.0,0.0,256.0,0.0750390625,275,140,0.00013803891488350928
50000,0.0,0.0,256.0,0.31103515625000006,300,140,6.250337901292369e-05
55000,0.0,0.0,256.0,0.39013671875000006,330,140,4.7509096475550905e-05
60000,0.0,0.0,256.0,0.16525390624999997,353,140,0.0026292717084288597
65000,0.0,0.0,256.0,0.22308593749999997,378,140,0.002117787254974246
70000,0.0,0.0,256.0,0.51869140625,410,140,1.154845995188225e-05
75000,0.0,0.0,256.0,0.5779882812499999,463,140,3.728915544343181e-05
80000,0.0,0.0,256.0,0.8878515624999999,578,140,2.835759732988663e-05
85000,0.0,0.0,256.0,0.93794921875,831,140,0.0029902157839387655
90000,0.954296875,0.0,13.0,0.9525390625,1134,140,0.0032631466165184975
95000,0.0,0.0,256.0,0.5755273437499999,1263,140,0.0001631170161999762
100000,0.0,0.0,256.0,0.4787109375,1316,140,0.00014600327995140105
105000,0.0,0.0,256.0,0.0596484375,1337,140,0.00025026965886354446
110000,0.0,0.0,256.0,0.20935546875000002,1360,140,6.76311829010956e-05
115000,0.0,0.0,256.0,0.07574218749999999,1381,140,0.00014881257084198296
120000,0.0,0.0,256.0,0.6058203124999999,1422,140,0.00034786510514095426
125000,0.0,0.0,256.0,0.4833984374999999,1466,140,0.0007442230125889182
130000,0.0,0.0,256.0,0.63537109375,1531,140,0.006721151061356068
135000,0.954296875,0.0,13.0,0.8897851562500001,1629,140,1.9465269360807724e-05
140000,0.0,0.0,256.0,0.92265625,1831,140,3.3600816095713526e-05
145000,0.954296875,0.0,13.0,0.93671875,2075,140,1.589900602994021e-05
150000,0.954296875,0.0,13.0,0.9495507812500001,2346,140,3.067322541028261e-05
155000,0.954296875,0.0,13.0,0.9532421875000002,2699,140,0.00011041305697290227
160000,0.954296875,0.0,13.0,0.9467382812500003,3058,140,0.0004299453576095402
165000,0.954296875,0.0,13.0,0.9488476562499999,3415,140,0.0017842566594481468
170000,0.954296875,0.0,13.0,0.9535937500000001,3780,140,8.709024768904783e-06
175000,0.954296875,0.0,13.0,0.9386523437500001,4133,140,3.544550418155268e-05
180000,0.954296875,0.0,13.0,0.9532421875000001,4470,140,3.318896051496267e-05
185000,0.954296875,0.0,13.0,0.95201171875,4835,140,2.1084204490762204e-05
190000,0.954296875,0.0,13.0,0.95236328125,5201,140,5.1251026889076456e-05
195000,0.954296875,0.0,13.0,0.94462890625,5540,140,0.00012548989616334438
200000,0.954296875,0.0,13.0,0.9532421875000002,5875,140,1.5347994121839292e-05
205000,0.954296875,0.0,13.0,0.9513085937500001,6230,140,0.0001369799574604258
210000,0.954296875,0.0,13.0,0.9541210937500001,6605,140,2.9001732400502078e-05
215000,0.954296875,0.0,13.0,0.9541210937500001,6951,140,8.141715625242796e-06
220000,0.954296875,0.0,13.0,0.9514843749999999,7318,140,3.091710595981567e-06
225000,0.954296875,0.0,13.0,0.9527148437500002,7687,140,4.1136496292892843e-05
230000,0.954296875,0.0,13.0,0.9462109375000001,8062,140,7.078501221258193e-05
235000,0.954296875,0.0,13.0,0.9537695312500002,8436,140,2.9253931643324904e-05
240000,0.954296875,0.0,13.0,0.9525390625,8817,140,7.031347195152193e-05
245000,0.954296875,0.0,13.0,0.9542968750000002,9193,140,4.162970526522258e-06
250000,0.954296875,0.0,13.0,0.95341796875,9558,140,9.071395652426872e-06
255000,0.954296875,0.0,13.0,0.9539453125000001,9933,140,1.0512010248930892e-06
260000,0.954296875,0.0,13.0,0.9530664062499999,10315,140,1.8903132286141044e-06
265000,0.0,0.0,256.0,0.9532421875000002,10681,140,1.6350444639101624e-05
270000,0.954296875,0.0,13.0,0.9495507812500001,11051,140,1.0288013982062694e-05
275000,0.954296875,0.0,13.0,0.9537695312500001,11429,140,4.652520146919414e-06
280000,0.954296875,0.0,13.0,0.9532421875000001,11801,140,1.092764887289377e-05
285000,0.954296875,0.0,13.0,0.9541210937500001,12175,140,4.331151103542652e-06
290000,0.954296875,0.0,13.0,0.9535937500000001,12557,140,5.308905656420393e-06
295000,0.954296875,0.0,13.0,0.9534179687500002,12939,140,5.912418146181153e-06
300000,0.954296875,0.0,13.0,0.951484375,13319,140,4.84783868159866e-06
305000,0.954296875,0.0,13.0,0.9537695312500002,13679,140,5.188114300835878e-06
310000,0.954296875,0.0,13.0,0.9458593750000002,14051,140,4.2636406760721e-06
315000,0.954296875,0.0,13.0,0.9495507812500001,14426,140,7.354615263466258e-06
320000,0.954296875,0.0,13.0,0.9516601562500002,14798,140,3.042459411517484e-06
325000,0.954296875,0.0,13.0,0.9534179687500002,15155,140,3.5754901546170004e-06
330000,0.954296875,0.0,13.0,0.9506054687500001,15523,140,2.5807012207224034e-06
335000,0.954296875,0.0,13.0,0.9502539062500001,15890,140,1.4489831301034428e-05
340000,0.954296875,0.0,13.0,0.9532421875000001,16249,140,5.644970315188402e-06
345000,0.954296875,0.0,13.0,0.9521875000000002,16607,140,3.6928099689248484e-06
350000,0.0,0.0,256.0,0.9513085937500001,16972,140,9.651666005083825e-06
355000,0.954296875,0.0,13.0,0.9537695312500002,17321,140,2.0092071281396784e-05
360000,0.954296875,0.0,13.0,0.9539453125000001,17682,140,1.2559361493913457e-05
365000,0.954296875,0.0,13.0,0.9537695312500002,18051,140,2.3903783130663214e-06
370000,0.954296875,0.0,13.0,0.9532421875000001,18421,140,2.2582596557185752e-06
375000,0.954296875,0.0,13.0,0.9456835937499999,18788,140,6.617399321839912e-06
380000,0.954296875,0.0,13.0,0.9500781249999999,19142,140,6.280436082306551e-07
385000,0.954296875,0.0,13.0,0.9499023437500002,19515,140,7.2134639594878536e-06
390000,0.0,0.0,256.0,0.9511328125000003,19894,140,4.384154635772575e-06
395000,0.954296875,0.0,13.0,0.95236328125,20264,140,5.828227585880086e-06
