step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,epsilon,mean_bonus,distinct_keys
0,0.0,0.0,0.0,0,1,,0.05,0.01,1.0
5000,0.0,0.0,0.0,13,32,1.5807189583938452e-06,0.05,0.001379061687653215,44.0
10000,0.0,0.0,0.0,27,32,3.140452690786333e-06,0.05,0.0007889472301983147,82.0
15000,0.0,0.0,0.0,41,32,4.247380616106966e-07,0.05,0.0011656961681717605,108.0
20000,0.0,0.0,0.0,55,32,6.743830454070121e-07,0.05,0.0009451491718213129,125.0
25000,0.0,0.0,0.0,69,32,8.077064421740943e-07,0.05,0.0006520147263684821,139.0
30000,0.0,0.0,0.0,83,32,1.063993636307714e-06,0.05,0.0007105039937193017,153.0
35000,0.0,0.0,0.0,97,32,7.480898602807429e-07,0.05,0.0006393011576693849,154.0
40000,0.0,0.0,0.0,111,32,1.3159778973204084e-06,0.05,0.0009373177826156944,165.0
45000,0.0,0.0,0.0,125,32,8.345015771737962e-07,0.05,0.000690028782617643,169.0
50000,0.0,0.0,0.021374999999999998,139,37,1.2506899338404764e-06,0.05,0.0006491240424037015,189.0
55000,0.0,0.0,0.027250000000000003,153,37,4.260707100911532e-06,0.05,0.00044685186564916103,191.0
60000,0.0,0.0,0.0,167,37,1.4386637303687166e-06,0.05,0.0007023849219684395,195.0
65000,0.0,0.0,0.10474999999999998,182,37,6.867546744615538e-07,0.05,0.0004860289251937416,196.0
70000,0.0,0.0,0.014749999999999996,196,37,3.7054206813991186e-07,0.05,0.0006942535493011877,200.0
75000,0.0,0.0,0.05287499999999999,211,37,5.536417120310944e-07,0.05,0.0004835436449057807,200.0
80000,0.0,0.0,0.039125,225,37,1.867061428129091e-06,0.05,0.0004427272819089953,200.0
85000,0.0,0.0,0.0,239,37,2.763396196314716e-07,0.05,0.0003097866944171749,200.0
90000,0.0,0.0,0.008750000000000003,253,37,3.0772218906349735e-06,0.05,0.00026468480467307796,203.0
95000,0.0,0.0,0.0,267,37,2.213344259871519e-06,0.05,0.00026349982342902954,203.0
100000,0.0,0.0,0.0,281,37,2.247764768981142e-06,0.05,0.00019809851316782146,203.0
105000,0.0,0.0,0.0,294,37,7.138371529435972e-07,0.05,0.0003020270321936252,203.0
110000,0.0,0.0,0.0,308,37,8.954918939707568e-07,0.05,0.00028743704114856403,203.0
115000,0.0,0.0,0.0,322,37,4.806690867553698e-07,0.05,0.00023627122505404607,204.0
120000,0.0,0.0,0.0,336,37,1.476732450100826e-06,0.05,0.00035249608010334664,205.0
125000,0.0,0.0,0.0,350,38,3.545683284755796e-06,0.05,0.00037523993112448733,206.0
130000,0.0,0.0,0.0185,364,38,1.1137136425531935e-05,0.05,0.0003638012032632021,206.0
135000,0.0,0.0,0.0185,378,38,2.1891589767619735e-06,0.05,0.0005286760188540557,209.0
140000,0.0,0.0,0.0,392,39,5.2551076805684716e-06,0.05,0.00027121708911291066,216.0
145000,0.0,0.0,0.05349999999999999,407,39,4.866620884058648e-07,0.05,0.000248390516566896,216.0
150000,0.0,0.0,0.04325,422,39,3.1719978323963005e-06,0.05,0.00023870861900250484,216.0
155000,0.0,0.0,0.0,435,39,2.205296823376557e-06,0.05,0.00022248787011997897,218.0
160000,0.0,0.0,0.0,449,39,3.690312553317199e-07,0.05,0.00031433610526111636,218.0
165000,0.0,0.0,0.0,463,39,2.0043707138484024e-07,0.05,0.000217881281906807,218.0
170000,0.0,0.0,0.019374999999999996,477,39,2.2961214085626125e-07,0.05,0.0005751376351725362,218.0
175000,0.0,0.0,0.0,491,39,3.329095932258497e-07,0.05,0.0002002909532379198,218.0
180000,0.0,0.0,0.0,505,39,1.0267626038285016e-07,0.05,0.0002894560920300252,219.0
185000,0.0,0.0,0.0,519,39,5.871014536751318e-07,0.05,0.0001550413137910191,219.0
