step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,epsilon
0,0.0,0.0,256.0,0.0,0,1,,1.0
5000,0.0,0.0,256.0,0.09048828125,21,136,2.0863860754616326e-06,0.940625
10000,0.0,0.0,256.0,0.1506640625,43,140,9.709983714856207e-07,0.88125
15000,0.0,0.0,256.0,0.3315039062499999,69,140,3.2413012377219275e-05,0.821875
20000,0.0,0.0,256.0,0.5340234374999999,111,140,4.3550018745008856e-05,0.7625
25000,0.0,0.0,256.0,0.34349609375,139,140,0.0011276990408077836,0.703125
30000,0.0,0.0,256.0,0.18492187499999996,162,140,0.0018630297854542732,0.64375
35000,0.0,0.0,256.0,0.3419140625,188,140,0.0008332434808835387,0.5843750000000001
40000,0.0,0.0,256.0,0.23515625,212,140,0.0001082838571164757,0.525
45000,0.0,0.0,256.0,0.3765625,240,140,0.000668587046675384,0.46562500000000007
50000,0.0,0.0,256.0,0.22605468749999996,265,140,0.0007455635350197554,0.40625
55000,0.0,0.0,256.0,0.0740625,287,140,0.00014833809109404683,0.34687500000000004
60000,0.0,0.0,256.0,0.012558593749999996,306,140,3.6150602682027966e-05,0.2875000000000001
65000,0.0,0.0,256.0,0.0,326,140,2.9906486815889366e-05,0.22812500000000002
70000,0.0,0.0,256.0,0.044804687499999996,346,140,1.0468991604284383e-05,0.16875000000000007
75000,0.0,0.0,256.0,0.006582031249999998,366,140,1.0350890079280362e-05,0.109375
80000,0.0,0.0,256.0,0.0,385,140,1.221797560901905e-06,0.050000000000000044
85000,0.0,0.0,256.0,0.0,405,140,5.845826308359392e-06,0.050000000000000044
90000,0.0,0.0,256.0,0.044453124999999996,425,140,4.417635409481591e-06,0.050000000000000044
95000,0.0,0.0,256.0,0.043046875,446,140,2.2511338102049194e-05,0.050000000000000044
100000,0.0,0.0,256.0,0.0505859375,466,140,6.288192707870621e-06,0.050000000000000044
105000,0.0,0.0,256.0,0.043125,486,140,8.546493290850776e-07,0.050000000000000044
110000,0.0,0.0,256.0,0.0875,507,140,2.7774221962317824e-06,0.050000000000000044
115000,0.0,0.0,256.0,0.07738281249999998,528,140,4.656882083509117e-06,0.050000000000000044
120000,0.0,0.0,256.0,0.13001953125,550,140,1.0769788787001744e-05,0.050000000000000044
125000,0.0,0.0,256.0,0.0,570,140,1.0686484529287554e-05,0.050000000000000044
130000,0.0,0.0,256.0,0.030214843749999998,590,140,5.789713668491459e-07,0.050000000000000044
135000,0.0,0.0,256.0,0.10085937500000001,611,140,7.818734957254492e-07,0.050000000000000044
140000,0.0,0.0,256.0,0.08345703125,633,140,2.8144595489720814e-06,0.050000000000000044
145000,0.0,0.0,256.0,0.40998046875,660,140,3.0866951306052215e-07,0.050000000000000044
150000,0.961328125,0.0,11.0,0.9571093749999999,845,140,0.002890762174502015,0.050000000000000044
155000,0.0,0.0,256.0,0.700234375,1018,140,0.0006637689075432718,0.050000000000000044
160000,0.0,0.0,256.0,0.07986328125,1040,140,8.008190343389288e-05,0.050000000000000044
165000,0.0,0.0,256.0,0.0,1060,140,0.00021786318393424153,0.050000000000000044
170000,0.0,0.0,256.0,0.03583984375,1080,140,0.00015700378571636975,0.050000000000000044
175000,0.0,0.0,256.0,0.0,1099,140,0.00011702466872520745,0.050000000000000044
180000,0.0,0.0,256.0,0.0,1119,140,5.4749623814132065e-05,0.050000000000000044
185000,0.0,0.0,256.0,0.0,1139,140,0.00010902770736720413,0.050000000000000044
190000,0.0,0.0,256.0,0.0,1158,140,1.1820136023743544e-05,0.050000000000000044
195000,0.0,0.0,256.0,0.0,1178,140,0.00011409698345232755,0.050000000000000044
200000,0.0,0.0,256.0,0.0,1197,140,2.0964658688171767e-05,0.050000000000000044
205000,0.0,0.0,256.0,0.0,1217,140,0.00012404521112330258,0.050000000000000044
210000,0.0,0.0,256.0,0.0,1236,140,0.004925375338643789,0.050000000000000044
215000,0.0,0.0,256.0,0.0,1256,140,7.864471626817249e-06,0.050000000000000044
220000,0.0,0.0,256.0,0.0,1275,140,1.3872824638383463e-05,0.050000000000000044
225000,0.0,0.0,256.0,0.036640624999999996,1295,140,1.2110499483242165e-05,0.050000000000000044
230000,0.0,0.0,256.0,0.12447265625,1318,140,3.3658222946542082e-06,0.050000000000000044
235000,0.0,0.0,256.0,0.06710937499999999,1338,140,1.8521748643252067e-05,0.050000000000000044
240000,0.0,0.0,256.0,0.2900390625,1363,140,0.0001685002353042364,0.050000000000000044
245000,0.0,0.0,256.0,0.12537109375,1386,140,7.089926384651335e-06,0.050000000000000044
250000,0.0,0.0,256.0,0.1301171875,1407,140,4.245622676535277e-06,0.050000000000000044
255000,0.0,0.0,256.0,0.55033203125,1464,140,1.006341972242808e-05,0.050000000000000044
260000,0.0,0.0,256.0,0.17078124999999997,1487,140,2.239876448584255e-05,0.050000000000000044
265000,0.0,0.0,256.0,0.0,1506,140,3.4573204175103456e-06,0.050000000000000044
270000,0.0,0.0,256.0,0.0,1526,140,3.4876636618719203e-06,0.050000000000000044
275000,0.0,0.0,256.0,0.0,1545,140,6.562838279933203e-06,0.050000000000000044
280000,0.0,0.0,256.0,0.04919921875,1566,140,2.181436684622895e-06,0.050000000000000044
285000,0.0,0.0,256.0,0.0,1585,140,8.216334208555054e-06,0.050000000000000044
290000,0.0,0.0,256.0,0.04779296875,1606,140,4.291398909117561e-06,0.050000000000000044
295000,0.0,0.0,256.0,0.05412109375,1626,140,1.8563971480034525e-06,0.050000000000000044
300000,0.0,0.0,256.0,0.50595703125,1661,140,5.919313480262645e-06,0.050000000000000044
305000,0.0,0.0,256.0,0.10330078124999997,1682,140,6.655450852122158e-05,0.050000000000000044
310000,0.0,0.0,256.0,0.0,1701,140,9.563152707414702e-05,0.050000000000000044
315000,0.0,0.0,256.0,0.0,1721,140,0.00018034868116956204,0.050000000000000044
320000,0.0,0.0,256.0,0.0,1741,140,0.00026150347548536956,0.050000000000000044
325000,0.0,0.0,256.0,0.0,1760,140,5.140623397892341e-05,0.050000000000000044
330000,0.0,0.0,256.0,0.0,1780,140,2.2408228687709197e-05,0.050000000000000044
335000,0.0,0.0,256.0,0.0,1799,140,2.6339723262935877e-05,0.050000000000000044
340000,0.0,0.0,256.0,0.0,1819,140,8.633587640360929e-06,0.050000000000000044
345000,0.0,0.0,256.0,0.0,1838,140,4.63733840661007e-06,0.050000000000000044
350000,0.0,0.0,256.0,0.0,1858,140,0.0010717621771618724,0.050000000000000044
355000,0.0,0.0,256.0,0.0,1877,140,5.836947821080685e-06,0.050000000000000044
360000,0.0,0.0,256.0,0.046132812499999995,1898,140,2.2537367385666585e-06,0.050000000000000044
365000,0.0,0.0,256.0,0.010800781249999997,1917,140,7.1637223300058395e-06,0.050000000000000044
370000,0.0,0.0,256.0,0.01853515625,1937,140,9.270343070966192e-06,0.050000000000000044
375000,0.0,0.0,256.0,0.0,1957,140,1.1342905281708227e-06,0.050000000000000044
380000,0.0,0.0,256.0,0.2790625,1982,140,2.9996936063980684e-06,0.050000000000000044
385000,0.0,0.0,256.0,0.19609375,2007,140,3.1166364351520315e-06,0.050000000000000044
390000,0.0,0.0,256.0,0.14478515625000002,2030,140,2.9700182494707406e-05,0.050000000000000044
395000,0.0,0.0,256.0,0.28062499999999996,2056,140,3.027747334272135e-05,0.050000000000000044
