step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss
0,0.0,0.0,120.0,0.0,0,1,
5000,0.0,0.0,120.0,0.0,41,16,0.00015868802438490093
10000,0.0,0.0,120.0,0.0,83,16,1.6003217751858756e-05
15000,0.0,0.0,120.0,0.0,125,16,1.414592406945303e-05
20000,0.0,0.0,120.0,0.0,166,16,1.935740510816686e-05
25000,0.0,0.0,120.0,0.0,208,28,2.831623078236589e-07
30000,0.0,0.0,120.0,0.0,250,28,1.0886439667956438e-05
35000,0.0,0.0,120.0,0.0,291,36,8.457877811451908e-06
40000,0.0,0.0,120.0,0.0,333,50,6.516614234897133e-07
45000,0.0,0.0,120.0,0.0,375,50,1.4549419802278862e-06
50000,0.0,0.0,120.0,0.0,416,50,1.6789896051250253e-07
55000,0.0,0.0,120.0,0.0,458,50,1.7748496361491561e-07
60000,0.0,0.0,120.0,0.0,500,50,1.6637488897686126e-07
65000,0.0,0.0,120.0,0.0,541,50,1.855142528484066e-08
70000,0.0,0.0,120.0,0.0,583,50,5.410803183281132e-08
75000,0.0,0.0,120.0,0.0,625,50,8.515974769807144e-08
80000,0.0,0.0,120.0,0.0,666,50,1.8256704592545248e-08
85000,0.0,0.0,120.0,0.0,708,50,3.0118041394189277e-08
90000,0.0,0.0,120.0,0.0,750,50,4.3947041561409605e-09
95000,0.0,0.0,120.0,0.0,791,50,1.3267426268726012e-08
100000,0.0,0.0,120.0,0.0,833,55,7.952224656548879e-09
105000,0.0,0.0,120.0,0.0,875,55,1.5234785877282775e-08
110000,0.0,0.0,120.0,0.0,916,55,1.4861450736702864e-08
115000,0.0,0.0,120.0,0.0,958,55,6.190802537275886e-09
120000,0.0,0.0,120.0,0.0,1000,55,4.0380584209742665e-08
125000,0.0,0.0,120.0,0.0,1041,55,7.512606003956535e-08
130000,0.0,0.0,120.0,0.0,1083,55,1.176993258411585e-08
135000,0.0,0.0,120.0,0.0,1125,55,1.4145304483292875e-08
140000,0.0,0.0,120.0,0.0,1166,55,1.2821209871560768e-08
145000,0.0,0.0,120.0,0.0,1208,55,3.118280966774023e-09
150000,0.0,0.0,120.0,0.0,1250,59,6.302056654305943e-09
155000,0.0,0.0,120.0,0.0,1291,59,2.980721092171734e-08
160000,0.0,0.0,120.0,0.0,1333,59,2.426441625402731e-08
165000,0.0,0.0,120.0,0.0,1375,59,2.1338120603786592e-08
170000,0.0,0.0,120.0,0.0,1416,59,8.607175416841528e-09
175000,0.0,0.0,120.0,0.0,1458,59,2.0273684953053817e-08
180000,0.0,0.0,120.0,0.0,1500,60,7.4356667489894335e-09
185000,0.0,0.0,120.0,0.0,1541,61,3.294082873139814e-08
190000,0.0,0.0,120.0,0.0,1583,61,7.085862119282638e-09
195000,0.0,0.0,120.0,0.0,1625,63,1.1910971764450551e-08
200000,0.0,0.0,120.0,0.0,1666,63,5.75089842413945e-09
205000,0.0,0.0,120.0,0.0,1708,63,4.098537509378275e-09
210000,0.0,0.0,120.0,0.0,1750,63,5.270270442281344e-09
215000,0.0,0.0,120.0,0.0,1791,63,8.952743968393406e-08
220000,0.0,0.0,120.0,0.0,1833,63,4.438520662120027e-09
225000,0.0,0.0,120.0,0.0,1875,65,7.6370234580736e-09
230000,0.0,0.0,120.0,0.0,1916,65,1.802615123835949e-08
235000,0.0,0.0,120.0,0.0,1958,69,2.9166047355033697e-08
240000,0.0,0.0,120.0,0.0,2000,69,1.3636717310916424e-09
245000,0.0,0.0,120.0,0.0,2041,74,2.319955250129624e-08
250000,0.0,0.0,120.0,0.0,2083,74,1.2140184857400982e-08
255000,0.0,0.0,120.0,0.0,2125,74,2.59808841107656e-09
260000,0.0,0.0,120.0,0.0,2166,74,1.0349442192136848e-08
265000,0.0,0.0,120.0,0.0,2208,74,7.221971465298793e-09
270000,0.0,0.0,120.0,0.0,2250,74,6.6083529759453086e-09
275000,0.0,0.0,120.0,0.0,2291,74,5.629707255927485e-10
280000,0.0,0.0,120.0,0.0,2333,74,2.0436491610098528e-08
285000,0.0,0.0,120.0,0.0,2375,78,2.064949988778153e-08
290000,0.0,0.0,120.0,0.0,2416,78,7.579814109703875e-09
295000,0.0,0.0,120.0,0.0,2458,78,1.6877466535447638e-08
300000,0.0,0.0,120.0,0.0,2500,78,3.380166191391254e-08
305000,0.0,0.0,120.0,0.0,2541,78,4.5531906023299484e-10
310000,0.0,0.0,120.0,0.0,2583,78,9.81056347271192e-10
315000,0.0,0.0,120.0,0.0,2625,78,1.8374168853085848e-10
320000,0.0,0.0,120.0,0.0,2666,79,1.2793794468279884e-08
325000,0.0,0.0,120.0,0.0,2708,79,1.6835213223487244e-09
330000,0.0,0.0,120.0,0.0,2750,79,2.382878783180331e-09
335000,0.0,0.0,120.0,0.0,2791,79,8.051158850719276e-09
340000,0.0,0.0,120.0,0.0,2833,79,6.6627769967908534e-09
345000,0.0,0.0,120.0,0.0,2875,82,2.0958728086384326e-09
350000,0.0,0.0,120.0,0.0,2916,82,3.5830938216463437e-09
355000,0.0,0.0,120.0,0.0,2958,82,7.302711768630843e-09
360000,0.0,0.0,120.0,0.0,3000,82,7.787645195378445e-09
365000,0.0,0.0,120.0,0.0,3041,82,5.724673624030174e-09
370000,0.0,0.0,120.0,0.0,3083,82,8.491891634321291e-09
375000,0.0,0.0,120.0,0.0,3125,82,2.377145369436562e-09
380000,0.0,0.0,120.0,0.0,3166,82,1.4383771507198162e-08
385000,0.0,0.0,120.0,0.0,3208,82,2.9394910949775976e-09
390000,0.0,0.0,120.0,0.0,3250,82,7.164626225630855e-09
395000,0.0,0.0,120.0,0.0,3291,82,2.5046922313975983e-09
