step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,temperature
0,0.0,0.0,0.0,0,1,,0.1
5000,0.0,0.0,0.0,7,74,9.809306220631697e-07,0.08659643233600654
10000,0.0,0.0,0.0,15,85,5.158171916264109e-07,0.07498942093324559
15000,0.0,0.0,0.0,23,87,1.2014595540676964e-07,0.06493816315762113
20000,0.0,0.0,0.0,31,100,1.0486776602647296e-07,0.05623413251903491
25000,0.0,0.0,0.0,39,100,5.650490564335087e-08,0.04869675251658631
30000,0.0,0.0,0.0,46,100,4.163771194498622e-08,0.042169650342858224
35000,0.0,0.0,0.0,54,106,1.7978113930894324e-07,0.036517412725483776
40000,0.0,0.0,0.0,62,106,1.9575475107558304e-07,0.0316227766016838
45000,0.0,0.0,0.0,70,106,4.975434109155685e-08,0.027384196342643614
50000,0.0,0.0,0.010835937499999998,78,110,1.8056434569757585e-08,0.023713737056616554
55000,0.0,0.0,0.010835937499999998,86,110,5.444839530355239e-07,0.020535250264571463
60000,0.0,0.0,0.010835937499999998,93,110,1.5420245347286254e-07,0.01778279410038923
65000,0.0,0.0,0.0,101,110,1.7313601574642234e-07,0.01539926526059492
70000,0.0,0.0,0.0,109,110,5.034014520788332e-07,0.01333521432163324
75000,0.0,0.0,0.0,117,114,9.506373466194873e-09,0.011547819846894583
80000,0.0,0.0,0.0,125,114,4.454188484714905e-08,0.010000000000000002
85000,0.0,0.0,0.012312499999999999,133,119,1.033211294299008e-08,0.008659643233600654
90000,0.0,0.0,0.020054687499999994,140,120,1.1864470295108731e-08,0.007498942093324558
95000,0.0,0.0,0.020054687499999994,148,120,1.5473622738682025e-07,0.006493816315762114
100000,0.0,0.0,0.030671874999999998,157,120,2.5834847150463247e-08,0.005623413251903492
105000,0.0,0.0,0.030671874999999998,164,120,1.246471814653205e-08,0.004869675251658632
110000,0.0,0.0,0.030671874999999998,172,120,2.2165167479215597e-07,0.004216965034285823
115000,0.0,0.0,0.0,180,120,2.8743070146219907e-08,0.003651741272548377
120000,0.0,0.0,0.0,188,120,2.148935607237945e-07,0.0031622776601683794
125000,0.0,0.0,0.0,196,120,1.1334363136938919e-07,0.0027384196342643617
130000,0.0,0.0,0.012453124999999999,204,120,7.423005143891714e-08,0.0023713737056616554
135000,0.0,0.0,0.038828125,212,120,4.244740011927206e-06,0.002053525026457146
140000,0.0,0.0,0.038828125,220,120,4.4593957682081964e-07,0.001778279410038923
145000,0.0,0.0,0.0,228,120,1.668256004450086e-07,0.001539926526059492
150000,0.0,0.0,0.030171875000000004,236,120,2.5933745746442582e-06,0.001333521432163324
155000,0.0,0.0,0.030171875000000004,244,120,2.6386709350845194e-07,0.0011547819846894581
160000,0.0,0.0,0.030171875000000004,252,120,1.070905909728026e-06,0.001
165000,0.0,0.0,0.0,259,120,5.428069016488735e-07,0.001
170000,0.0,0.0,0.0,267,120,2.3656984637909773e-07,0.001
175000,0.0,0.0,0.02890625,275,120,1.6017134839785285e-05,0.001
180000,0.0,0.0,0.2398984375,287,120,4.792193522007437e-06,0.001
185000,0.0,0.0,0.28821874999999997,296,120,2.187079644500045e-06,0.001
190000,0.0,0.0,0.18673437500000004,305,120,2.7227554255659925e-06,0.001
195000,0.0,0.0,0.115921875,314,120,1.9499100289976923e-06,0.001
200000,0.0,0.0,0.09228906249999999,322,120,4.770102805196075e-06,0.001
205000,0.0,0.0,0.017234374999999996,330,120,3.745245521713514e-06,0.001
210000,0.0,0.0,0.017234374999999996,337,120,4.069800525030587e-06,0.001
215000,0.0,0.0,0.0,345,120,3.7333597902033944e-06,0.001
220000,0.0,0.0,0.0,353,120,0.00027590218815021217,0.001
225000,0.0,0.0,0.0,361,120,3.9619226299691945e-06,0.001
230000,0.0,0.0,0.0,369,120,4.1704597606440075e-06,0.001
235000,0.0,0.0,0.0,376,120,3.0059788969083456e-06,0.001
240000,0.0,0.0,0.0,384,120,3.4929880712297745e-06,0.001
245000,0.0,0.0,0.0,392,120,4.750584594148677e-06,0.001
250000,0.0,0.0,0.0,400,120,2.9563752832473256e-06,0.001
255000,0.0,0.0,0.0,408,120,3.094410885751131e-06,0.001
260000,0.0,0.0,0.0,415,120,1.086017527995864e-05,0.001
265000,0.0,0.0,0.0,423,120,3.8350361137418076e-05,0.001
270000,0.0,0.0,0.0,431,120,1.458050337532768e-05,0.001
275000,0.0,0.0,0.0,439,120,7.197099330369383e-05,0.001
280000,0.0,0.0,0.0,447,120,2.5883176931529306e-05,0.001
285000,0.0,0.0,0.0,455,120,1.3628628039441537e-05,0.001
290000,0.0,0.0,0.0,462,120,1.2230600077600684e-05,0.001
295000,0.0,0.0,0.0,470,120,3.184348315699026e-06,0.001
300000,0.0,0.0,0.0,478,120,2.0201738152536564e-05,0.001
305000,0.0,0.0,0.0,486,120,1.4644569091615267e-05,0.001
310000,0.0,0.0,0.0,494,120,2.197512731072493e-05,0.001
315000,0.0,0.0,0.0,501,120,1.2337050065980293e-05,0.001
320000,0.0,0.0,0.0,509,120,1.6472684364998713e-05,0.001
325000,0.0,0.0,0.0,517,120,2.0683970433310606e-05,0.001
330000,0.0,0.0,0.0,525,120,1.2247390259290114e-05,0.001
335000,0.0,0.0,0.0,533,120,1.4489552086160984e-05,0.001
340000,0.0,0.0,0.0,540,120,2.0848818166996352e-05,0.001
345000,0.0,0.0,0.0,548,120,2.752048885668046e-06,0.001
350000,0.0,0.0,0.0,556,120,3.1926292649586685e-06,0.001
355000,0.0,0.0,0.0,564,120,2.597229467937723e-06,0.001
360000,0.0,0.0,0.0,572,120,2.9832822292519268e-06,0.001
365000,0.0,0.0,0.0,580,120,7.576805273856735e-06,0.001
370000,0.0,0.0,0.0,587,120,1.5178462490439415e-05,0.001
375000,0.0,0.0,0.0,595,120,1.9409137621551054e-06,0.001
380000,0.0,0.0,0.0,603,120,4.676882781495806e-06,0.001
385000,0.0,0.0,0.0,611,120,1.4887720681144856e-05,0.001
390000,0.0,0.0,0.0,619,120,6.842388984296122e-07,0.001
395000,0.0,0.0,0.0,626,120,6.212965217855526e-06,0.001
