step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss
0,0.0,0.0,0.0,0,1,
5000,0.0,0.0,0.35759765625,29,139,6.607332034036517e-05
10000,0.0,0.0,0.88662109375,83,139,5.42926718480885e-05
15000,0.0,0.0,0.5181640625,214,139,0.004359694197773933
20000,0.0,0.0,0.0,234,139,0.00819399580359459
25000,0.0,0.0,0.0,253,139,0.00027855788357555866
30000,0.0,0.0,0.0,273,139,0.00022370769875124097
35000,0.0,0.0,0.0,292,139,0.00011271968833170831
40000,0.0,0.0,0.0,312,139,4.7553003241773695e-05
45000,0.0,0.0,0.02275390625,332,139,4.635993536794558e-05
50000,0.0,0.0,0.00974609375,351,139,0.00012918141146656126
55000,0.0,0.0,0.004999999999999999,371,139,0.000843543210066855
60000,0.0,0.0,0.26263671875,401,139,2.144940481230151e-05
65000,0.0,0.0,0.30771484375,431,139,0.002204675693064928
70000,0.0,0.0,0.2541796875,456,139,2.2463967980002053e-05
75000,0.0,0.0,0.4204296875,484,139,1.302423515880946e-05
80000,0.0,0.0,0.20128906249999998,507,139,1.7913353076437488e-05
85000,0.0,0.0,0.27175781250000003,533,139,4.018501931568608e-05
90000,0.0,0.0,0.28589843749999994,557,139,3.9591654058313e-05
95000,0.0,0.0,0.155078125,581,139,5.6128730648197234e-05
100000,0.0,0.0,0.21720703125,606,139,9.605269951862283e-06
105000,0.0,0.0,0.036464843749999996,626,139,2.5981182261602953e-05
110000,0.0,0.0,0.12767578124999998,648,139,2.623819455038756e-05
115000,0.0,0.0,0.0,668,139,1.0450300578668248e-05
120000,0.0,0.0,0.0,687,139,6.620121439482318e-06
125000,0.0,0.0,0.0,707,139,1.1383491255401168e-05
130000,0.0,0.0,0.27908203125,733,139,4.448220806807512e-06
135000,0.0,0.0,0.5830273437500001,768,139,6.085128006816376e-06
140000,0.0,0.0,0.4829296875000001,805,139,1.8597063444758533e-06
145000,0.0,0.0,0.6934765624999999,862,139,1.6312431398546323e-05
150000,0.0,0.0,0.80787109375,983,139,0.000518052140250802
155000,0.0,0.0,0.881171875,1111,139,0.0001863691140897572
160000,0.0,0.0,0.9147460937500002,1223,139,4.875948070548475e-05
165000,0.0,0.0,0.07669921874999999,1246,139,0.00011045779683627188
170000,0.0,0.0,0.8834570312499999,1427,139,5.3632295021088794e-05
175000,0.0,0.0,0.8354687500000001,1535,139,5.0126305723097175e-05
180000,0.9578125,0.0,0.9462109374999998,1813,139,2.6998166504199617e-05
185000,0.0,0.0,0.9261718749999999,2064,139,2.4894248781492934e-05
190000,0.9578125,0.0,0.9525390625,2365,139,3.182009095326066e-05
195000,0.9578125,0.0,0.9528906249999999,2734,139,1.3232906894700136e-05
200000,0.9578125,0.0,0.9520117187499999,3109,139,0.00010165801359107718
205000,0.9578125,0.0,0.9578124999999998,3499,139,2.8095184461562894e-05
210000,0.9578125,0.0,0.9546484374999998,3901,139,3.560385084711015e-05
215000,0.9578125,0.0,0.9578124999999998,4300,139,1.4417570127989165e-05
220000,0.9578125,0.0,0.95658203125,4710,139,2.3923154003568925e-05
225000,0.9578125,0.0,0.9571093749999999,5113,139,2.846050301741343e-05
230000,0.9578125,0.0,0.9574609374999998,5517,139,8.810026884020772e-06
235000,0.9578125,0.0,0.9549999999999998,5921,139,1.813158087315969e-05
240000,0.0,0.0,0.9553515625000001,6324,139,0.00013183975534047931
245000,0.0,0.0,0.9549999999999998,6690,139,4.67711561213946e-06
250000,0.9578125,0.0,0.9576367187499999,7079,139,0.0005329002742655575
255000,0.9578125,0.0,0.9576367187499999,7492,139,7.271837148437044e-06
260000,0.9578125,0.0,0.9539453124999999,7902,139,2.1407739041023888e-05
265000,0.9578125,0.0,0.9576367187499999,8315,139,6.0753732213925105e-06
270000,0.9578125,0.0,0.9520117187499999,8720,139,1.0951929652947001e-05
275000,0.9578125,0.0,0.9576367187499999,9111,139,1.9711660570465028e-05
280000,0.9578125,0.0,0.9576367187499999,9520,139,4.51999221695587e-06
285000,0.9578125,0.0,0.9576367187499999,9934,139,3.2076300158223603e-06
290000,0.9578125,0.0,0.9578124999999998,10350,139,8.540525868738769e-07
295000,0.9578125,0.0,0.9578124999999998,10763,139,4.6990335249574855e-06
300000,0.9578125,0.0,0.8818749999999997,11133,139,7.478612360500847e-07
305000,0.9578125,0.0,0.9578124999999998,11540,139,7.380194801953621e-07
310000,0.9578125,0.0,0.9578124999999998,11949,139,1.398688618792221e-05
315000,0.9578125,0.0,0.9567578124999999,12359,139,1.2436488759703934e-05
320000,0.9578125,0.0,0.9572851562499999,12756,139,7.226653451652965e-06
325000,0.9578125,0.0,0.95482421875,13133,139,1.8814196209859801e-06
330000,0.9578125,0.0,0.9572851562499999,13539,139,2.960299980259151e-06
335000,0.9578125,0.0,0.9574609374999998,13953,139,7.988881407072768e-06
340000,0.9578125,0.0,0.9572851562499999,14367,139,1.5663206795579754e-05
345000,0.9578125,0.0,0.9578124999999998,14773,139,9.108985068451148e-07
350000,0.9578125,0.0,0.9572851562499999,15189,139,1.5172111488936935e-05
355000,0.9578125,0.0,0.9564062499999999,15598,139,1.3514392094293726e-06
360000,0.9578125,0.0,0.9567578124999999,16009,139,4.059700131620048e-06
365000,0.9578125,0.0,0.9578124999999998,16418,139,2.5736205770954257e-06
370000,0.9578125,0.0,0.9576367187499999,16828,139,6.308900992735289e-07
375000,0.9578125,0.0,0.9576367187499999,17243,139,2.357129233132582e-06
380000,0.9578125,0.0,0.9578124999999998,17651,139,4.327344413468381e-06
385000,0.9578125,0.0,0.9576367187499999,18065,139,1.447135446142056e-06
390000,0.9578125,0.0,0.9571093749999999,18473,139,1.9007848095498048e-05
395000,0.9578125,0.0,0.9578124999999998,18878,139,1.825555159484793e-06
