step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss,epsilon
0,0.0,0.0,250.0,0.0,0,1,,1.0
5000,0.0,0.0,250.0,0.0,20,19,2.640109926232981e-07,0.940625
10000,0.0,0.0,250.0,0.01742,40,21,3.457597230749343e-08,0.88125
15000,0.0,0.0,250.0,0.05032,61,24,1.8944234625450918e-07,0.821875
20000,0.0,0.0,250.0,0.027500000000000004,81,24,5.681374091182079e-07,0.7625
25000,0.0,0.0,250.0,0.0334,102,24,1.762188617249194e-06,0.703125
30000,0.0,0.0,250.0,0.0,122,24,1.3090201719023753e-05,0.64375
35000,0.0,0.0,250.0,0.0,142,24,1.1748885526685626e-06,0.5843750000000001
40000,0.0,0.0,250.0,0.014539999999999997,162,24,2.979269879688218e-07,0.525
45000,0.0,0.0,250.0,0.026779999999999998,182,24,1.954495019163005e-06,0.46562500000000007
50000,0.0,0.0,250.0,0.08368,204,24,7.611399723828072e-07,0.40625
55000,0.0,0.0,250.0,0.09303999999999998,226,24,1.9011578160643694e-06,0.34687500000000004
60000,0.0,0.0,250.0,0.04924,247,24,2.593534418338095e-06,0.2875000000000001
65000,0.0,0.0,250.0,0.21955999999999998,271,24,1.1709183127095457e-05,0.22812500000000002
70000,0.0,0.0,250.0,0.13508,294,24,2.1239055058686063e-05,0.16875000000000007
75000,0.0,0.0,250.0,0.032100000000000004,314,24,0.0013813653495162725,0.109375
80000,0.0,0.0,250.0,0.02012,335,24,0.0019704820588231087,0.050000000000000044
85000,0.0,0.0,250.0,0.0,355,24,2.1597576051135547e-05,0.050000000000000044
90000,0.0,0.0,250.0,0.0,375,24,0.0001221124257426709,0.050000000000000044
95000,0.0,0.0,250.0,0.0,395,24,0.00016924244118854403,0.050000000000000044
100000,0.0,0.0,250.0,0.0,415,24,0.0009243822423741221,0.050000000000000044
105000,0.0,0.0,250.0,0.0,435,24,7.591355824843049e-05,0.050000000000000044
110000,0.0,0.0,250.0,0.0,455,24,4.5816126657882705e-05,0.050000000000000044
115000,0.0,0.0,250.0,0.0,475,24,6.680522346869111e-05,0.050000000000000044
120000,0.0,0.0,250.0,0.0,495,24,4.461828211788088e-05,0.050000000000000044
125000,0.0,0.0,250.0,0.0,515,24,5.239982783677988e-05,0.050000000000000044
130000,0.0,0.0,250.0,0.0,535,24,2.5029770768014714e-05,0.050000000000000044
135000,0.0,0.0,250.0,0.0,555,24,3.047286554647144e-05,0.050000000000000044
140000,0.0,0.0,250.0,0.041679999999999995,575,24,8.775837341090664e-05,0.050000000000000044
145000,0.0,0.0,250.0,0.041139999999999996,597,24,1.3006815606786404e-05,0.050000000000000044
150000,0.0,0.0,250.0,0.05711999999999999,618,24,1.2016129403491504e-05,0.050000000000000044
155000,0.0,0.0,250.0,0.0,638,24,2.3482858523493633e-05,0.050000000000000044
160000,0.0,0.0,250.0,0.0,658,24,5.334001343726413e-06,0.050000000000000044
165000,0.0,0.0,250.0,0.0,678,24,1.3920320270699449e-05,0.050000000000000044
170000,0.0,0.0,250.0,0.0,698,24,7.705202733632177e-06,0.050000000000000044
175000,0.0,0.0,250.0,0.0,718,24,1.4007076060806867e-05,0.050000000000000044
180000,0.0,0.0,250.0,0.0,738,24,8.642040484119207e-06,0.050000000000000044
185000,0.0,0.0,250.0,0.0,758,24,4.321829692344181e-06,0.050000000000000044
190000,0.0,0.0,250.0,0.0,778,24,3.6843130146735348e-06,0.050000000000000044
195000,0.0,0.0,250.0,0.0,798,24,4.123865437577479e-06,0.050000000000000044
200000,0.0,0.0,250.0,0.0,818,24,1.4225287259250763e-06,0.050000000000000044
205000,0.0,0.0,250.0,0.0,838,24,3.0508645068039186e-05,0.050000000000000044
210000,0.0,0.0,250.0,0.0,858,24,1.1971742424066179e-06,0.050000000000000044
215000,0.0,0.0,250.0,0.0,878,24,2.659478923305869e-06,0.050000000000000044
220000,0.0,0.0,250.0,0.0,898,24,1.6327699086104985e-06,0.050000000000000044
225000,0.0,0.0,250.0,0.00878,918,24,3.905039648088859e-06,0.050000000000000044
230000,0.0,0.0,250.0,0.04406,939,24,1.2360667369648581e-06,0.050000000000000044
235000,0.0,0.0,250.0,0.05639999999999999,960,24,3.771699994103983e-06,0.050000000000000044
240000,0.0,0.0,250.0,0.0,980,24,8.431728701907559e-07,0.050000000000000044
245000,0.0,0.0,250.0,0.0,1000,24,5.336479262041394e-06,0.050000000000000044
250000,0.0,0.0,250.0,0.0,1020,24,1.4169338555802824e-06,0.050000000000000044
255000,0.0,0.0,250.0,0.013999999999999995,1040,24,2.3358551004548644e-07,0.050000000000000044
260000,0.0,0.0,250.0,0.024260000000000004,1060,24,5.523746722246869e-07,0.050000000000000044
265000,0.0,0.0,250.0,0.0,1080,24,2.0233855480000784e-07,0.050000000000000044
270000,0.0,0.0,250.0,0.0,1100,24,1.7171873878396582e-07,0.050000000000000044
275000,0.0,0.0,250.0,0.0,1120,24,1.4939384129775135e-07,0.050000000000000044
280000,0.0,0.0,250.0,0.11338,1142,24,4.036324980916106e-07,0.050000000000000044
285000,0.0,0.0,250.0,0.01652,1163,24,6.924940407770919e-07,0.050000000000000044
290000,0.0,0.0,250.0,0.0,1183,24,3.545985123309947e-07,0.050000000000000044
295000,0.0,0.0,250.0,0.48382000000000003,1212,24,1.2210497288833722e-06,0.050000000000000044
300000,0.0,0.0,250.0,0.38172000000000006,1253,24,7.892186840763316e-05,0.050000000000000044
305000,0.946,0.0,15.0,0.8154999999999999,1312,24,2.4585748178651556e-05,0.050000000000000044
310000,0.0,0.0,250.0,0.36373999999999995,1362,24,0.0005446409340947866,0.050000000000000044
315000,0.0,0.0,250.0,0.0,1382,24,0.0002561823057476431,0.050000000000000044
320000,0.0,0.0,250.0,0.0,1402,24,0.00024485387257300317,0.050000000000000044
325000,0.0,0.0,250.0,0.03232,1422,24,0.00013015800504945219,0.050000000000000044
330000,0.0,0.0,250.0,0.02966,1443,24,0.00012406916357576847,0.050000000000000044
335000,0.0,0.0,250.0,0.0,1463,24,4.7054407332325354e-05,0.050000000000000044
340000,0.0,0.0,250.0,0.0,1483,24,9.592239621269982e-06,0.050000000000000044
345000,0.0,0.0,250.0,0.0,1503,24,1.2500927368819248e-05,0.050000000000000044
350000,0.0,0.0,250.0,0.0,1523,24,1.6052417777245864e-05,0.050000000000000044
355000,0.0,0.0,250.0,0.010220000000000002,1543,24,2.587839844636619e-05,0.050000000000000044
360000,0.0,0.0,250.0,0.030379999999999997,1563,24,4.391357651911676e-05,0.050000000000000044
365000,0.0,0.0,250.0,0.01184,1584,24,1.904527744045481e-05,0.050000000000000044
370000,0.0,0.0,250.0,0.14354,1607,24,9.808243703446351e-06,0.050000000000000044
375000,0.0,0.0,250.0,0.0,1627,24,1.9339398932061158e-05,0.050000000000000044
380000,0.0,0.0,250.0,0.0,1647,24,1.5116216673050076e-05,0.050000000000000044
385000,0.0,0.0,250.0,0.35181999999999997,1676,24,2.5547142286086455e-05,0.050000000000000044
