step,eval_return_mean,eval_return_std,eval_episode_len,train_return_mean,episodes,distinct_states,loss
0,0.0,0.0,256.0,0.0,0,1,
5000,0.0,0.0,256.0,0.08169921875,20,140,0.00019015301950275898
10000,0.0,0.0,256.0,0.24845703125,45,140,1.2866477845818736e-05
15000,0.0,0.0,256.0,0.43615234375,74,140,5.6889357438194565e-06
20000,0.0,0.0,256.0,0.23607421874999995,98,140,3.990215918747708e-05
25000,0.0,0.0,256.0,0.8263281250000001,147,140,6.615903112106025e-05
30000,0.0,0.0,256.0,0.4076953125,195,140,0.005755976308137178
35000,0.0,0.0,256.0,0.0,215,140,0.00244407937861979
40000,0.0,0.0,256.0,0.0,234,140,0.0001516043848823756
45000,0.0,0.0,256.0,0.0,254,140,0.0018024292076006532
50000,0.0,0.0,256.0,0.0,273,140,0.001900382456369698
55000,0.0,0.0,256.0,0.006757812499999999,293,140,0.0012503498001024127
60000,0.0,0.0,256.0,0.2294921875,317,140,0.0012354090576991439
65000,0.961328125,0.0,11.0,0.13837890625,339,140,3.7024445191491395e-05
70000,0.0,0.0,256.0,0.625078125,379,140,2.3809854610590264e-05
75000,0.0,0.0,256.0,0.5262304687499999,423,140,6.64535618852824e-05
80000,0.0,0.0,256.0,0.5911523437499999,461,140,0.00013849571405444294
85000,0.0,0.0,256.0,0.8797656250000001,613,140,3.692761674756184e-05
90000,0.0,0.0,256.0,0.8616601562499999,722,140,0.001453276490792632
95000,0.0,0.0,256.0,0.31753906249999997,752,140,0.0024142281617969275
100000,0.0,0.0,256.0,0.15242187499999998,774,140,0.0003140027984045446
105000,0.0,0.0,256.0,0.0,794,140,0.00014332887076307088
110000,0.0,0.0,256.0,0.0,813,140,0.0002011113683693111
115000,0.0,0.0,256.0,0.0,833,140,0.00015776389045640826
120000,0.0,0.0,256.0,0.0,852,140,7.341269520111382e-05
125000,0.0,0.0,256.0,0.16201171875,875,140,5.5605778470635414e-05
130000,0.0,0.0,256.0,0.06826171875,895,140,2.4185117581509985e-05
135000,0.0,0.0,256.0,0.16246093749999999,918,140,7.705082680331543e-06
140000,0.0,0.0,256.0,0.5887109375,957,140,0.0012761499965563416
145000,0.0,0.0,256.0,0.60185546875,1005,140,2.306138412677683e-05
150000,0.0,0.0,256.0,0.6666601562500001,1042,140,3.0643499485449865e-05
155000,0.0,0.0,256.0,0.74486328125,1102,140,6.420959834940732e-05
160000,0.9578125,0.0,12.0,0.9184375000000002,1218,140,1.3445162949210498e-05
165000,0.0,0.0,256.0,0.546875,1277,140,4.859691398451105e-05
170000,0.0,0.0,256.0,0.09470703124999999,1300,140,8.048587187658995e-05
175000,0.0,0.0,256.0,0.5823046875000001,1343,140,7.77196983108297e-05
180000,0.0,0.0,256.0,0.59865234375,1405,140,4.690256173489615e-05
185000,0.0,0.0,256.0,0.64029296875,1484,140,0.00020629646314773709
190000,0.0,0.0,256.0,0.85005859375,1567,140,0.00019836108549498022
195000,0.0,0.0,256.0,0.15849609375,1597,140,0.005572129040956497
200000,0.0,0.0,256.0,0.12748046875,1619,140,4.649602487916127e-05
205000,0.0,0.0,256.0,0.0426171875,1640,140,0.00020846071129199117
210000,0.0,0.0,256.0,0.9465624999999998,1848,140,8.439777957391925e-06
215000,0.0,0.0,256.0,0.6485546875,1984,140,6.361058331094682e-05
220000,0.9578125,0.0,12.0,0.9383007812499999,2219,140,0.0004284844908397645
225000,0.95078125,0.0,14.0,0.9506054687499997,2552,140,0.0001325962075497955
230000,0.0,0.0,256.0,0.9479687499999999,2873,140,0.00013248874165583402
235000,0.9578125,0.0,12.0,0.9518359375,3197,140,2.1822019334649667e-05
240000,0.9578125,0.0,12.0,0.94796875,3559,140,2.4750339434831403e-05
245000,0.9578125,0.0,12.0,0.9537695312499999,3937,140,1.907157275127247e-05
