step,eval_return_mean,eval_return_std,train_return_mean,episodes,distinct_states,loss,temperature
0,0.0,0.0,0.0,0,1,,0.1
5000,0.0,0.0,0.0,7,72,2.5235848966076446e-07,0.08659643233600654
10000,0.0,0.0,0.0,15,72,1.5095713479240658e-07,0.07498942093324559
15000,0.0,0.0,0.0,23,114,8.753184488341503e-08,0.06493816315762113
20000,0.0,0.0,0.0,31,115,9.9547787613119e-07,0.05623413251903491
25000,0.0,0.0,0.0,39,115,1.4221028266092617e-07,0.04869675251658631
30000,0.0,0.0,0.0,46,115,6.647170636142619e-08,0.042169650342858224
35000,0.0,0.0,0.0,54,115,3.6014276361129305e-07,0.036517412725483776
40000,0.0,0.0,0.0,62,115,8.679375440578951e-08,0.0316227766016838
45000,0.0,0.0,0.0,70,115,7.897236997678192e-08,0.027384196342643614
50000,0.0,0.0,0.0,78,115,2.690766223167884e-07,0.023713737056616554
55000,0.0,0.0,0.0,85,115,5.7034075240380844e-08,0.020535250264571463
60000,0.0,0.0,0.0,93,115,2.0429531844001758e-08,0.01778279410038923
65000,0.0,0.0,0.0,101,115,2.1389345761235745e-07,0.01539926526059492
70000,0.0,0.0,0.0,109,115,3.4652948954772e-08,0.01333521432163324
75000,0.0,0.0,0.0,117,115,2.258690585676959e-07,0.011547819846894583
80000,0.0,0.0,0.0,125,115,5.345549070057132e-08,0.010000000000000002
85000,0.0,0.0,0.0,132,116,1.1748020369850565e-06,0.008659643233600654
90000,0.0,0.0,0.0,140,116,6.333999991170458e-09,0.007498942093324558
95000,0.0,0.0,0.035515624999999995,149,118,5.2411508022487396e-08,0.006493816315762114
100000,0.0,0.0,0.035515624999999995,156,118,4.496391170505376e-07,0.005623413251903492
105000,0.0,0.0,0.018640625,165,118,9.171142956176936e-09,0.004869675251658632
110000,0.0,0.0,0.018640625,172,118,6.49673950192664e-08,0.004216965034285823
115000,0.0,0.0,0.018640625,180,118,2.1767324142274447e-05,0.003651741272548377
120000,0.0,0.0,0.018289062499999998,188,120,1.5022274979514805e-08,0.0031622776601683794
125000,0.0,0.0,0.018289062499999998,196,120,1.031975429555132e-07,0.0027384196342643617
130000,0.0,0.0,0.0,204,120,7.944989555142001e-09,0.0023713737056616554
135000,0.0,0.0,0.0,212,120,6.844417477225306e-09,0.002053525026457146
140000,0.0,0.0,0.0,220,120,1.4556320593328564e-08,0.001778279410038923
145000,0.0,0.0,0.0,227,120,9.475626683297378e-08,0.001539926526059492
150000,0.0,0.0,0.0,235,120,6.321320711322187e-08,0.001333521432163324
155000,0.0,0.0,0.0,243,120,3.5484170268773596e-08,0.0011547819846894581
160000,0.0,0.0,0.0,251,120,1.1648126019281335e-08,0.001
165000,0.0,0.0,0.0,259,120,1.5971882305620966e-07,0.001
170000,0.0,0.0,0.0,266,120,2.8536836893522377e-08,0.001
175000,0.0,0.0,0.0,274,120,1.7441429633890948e-07,0.001
180000,0.0,0.0,0.0,282,120,2.7565294047349198e-08,0.001
185000,0.0,0.0,0.0,290,120,8.329836020948278e-08,0.001
190000,0.0,0.0,0.0,298,120,1.535491804816047e-07,0.001
195000,0.0,0.0,0.0,305,120,3.395295422592426e-08,0.001
200000,0.0,0.0,0.0,313,120,2.9474746199298352e-08,0.001
205000,0.0,0.0,0.0099921875,321,120,2.639018070738075e-08,0.001
210000,0.0,0.0,0.0099921875,329,120,2.0388340260524274e-07,0.001
215000,0.0,0.0,0.0099921875,337,120,3.678396609529955e-08,0.001
220000,0.0,0.0,0.0,345,120,3.3276812416715984e-08,0.001
225000,0.0,0.0,0.0,352,120,5.184095996924043e-08,0.001
230000,0.0,0.0,0.036359375,361,120,2.7097710741941228e-08,0.001
235000,0.0,0.0,0.036359375,369,120,7.830291082200347e-08,0.001
240000,0.0,0.0,0.0,377,120,1.8328567108483185e-08,0.001
245000,0.0,0.0,0.0,384,120,3.143717464126894e-08,0.001
250000,0.0,0.0,0.0,392,120,4.0405143408861477e-07,0.001
255000,0.0,0.0,0.0,400,120,4.004541054314359e-08,0.001
260000,0.0,0.0,0.0,408,120,5.703478933583028e-08,0.001
265000,0.0,0.0,0.0,416,120,2.249842268042812e-08,0.001
270000,0.0,0.0,0.0,423,120,7.758259016554803e-06,0.001
275000,0.0,0.0,0.0,431,120,1.3128486386904115e-07,0.001
280000,0.0,0.0,0.0,439,120,5.272263692290835e-08,0.001
285000,0.0,0.0,0.069203125,448,120,5.889508969403323e-08,0.001
290000,0.0,0.0,0.07546875,456,120,8.358940561947747e-08,0.001
295000,0.0,0.0,0.0984609375,465,120,6.0364946818936e-08,0.001
300000,0.0,0.0,0.05078125,473,120,1.858099096807564e-08,0.001
305000,0.0,0.0,0.0,480,120,9.926435495799524e-08,0.001
310000,0.0,0.0,0.0,488,120,5.224672605663727e-08,0.001
315000,0.0,0.0,0.018429687500000003,496,120,8.269118723092106e-08,0.001
320000,0.0,0.0,0.018429687500000003,504,120,2.94744381790224e-07,0.001
325000,0.0,0.0,0.018429687500000003,512,120,2.2788006504015357e-07,0.001
330000,0.0,0.0,0.0,520,120,2.6180762802141544e-07,0.001
335000,0.0,0.0,0.011117187500000004,528,120,4.117526714253472e-06,0.001
340000,0.0,0.0,0.011117187500000004,535,120,2.4183214009099174e-07,0.001
345000,0.0,0.0,0.0,543,120,3.222322447982151e-06,0.001
350000,0.0,0.0,0.0,551,120,3.6095855193707393e-07,0.001
355000,0.0,0.0,0.0,559,120,4.6264271986729e-06,0.001
360000,0.0,0.0,0.0,567,120,3.1560807656205725e-07,0.001
365000,0.0,0.0,0.0,575,120,1.465283503421233e-06,0.001
370000,0.0,0.0,0.0,582,120,5.42549798865366e-07,0.001
375000,0.0,0.0,0.0,590,120,2.1852336828942498e-07,0.001
380000,0.0,0.0,0.0325625,599,120,1.198668883262144e-06,0.001
385000,0.0,0.0,0.0325625,606,120,3.604614903451875e-06,0.001
390000,0.0,0.0,0.019203124999999998,615,120,6.128245786385378e-07,0.001
395000,0.0,0.0,0.019203124999999998,622,120,1.976601197384298e-06,0.001
